year,country,population,gdp,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,cumulative_co2_including_luc,co2_including_luc
2011,Australia,22479778.0,1024000327680.0,3.496,192.141,7.883,66.46,267.531,129.802,,671.389
2012,Australia,22852649.0,1062662897664.0,3.518,189.154,8.295,67.7,157.591,133.681,,563.787
2013,Australia,23236271.0,1086068031488.0,3.294,176.363,8.855,69.642,158.448,137.311,,557.515
2014,Australia,23595599.0,1113888129024.0,3.138,168.146,9.281,70.591,83.054,137.536,,475.783
2015,Australia,23947998.0,1139303383040.0,3.076,174.205,10.835,71.37,35.434,137.952,,436.93
2016,Australia,24329961.0,1169967284224.0,2.931,179.562,12.447,73.804,89.63,137.699,,500.018
2017,Australia,24731044.0,1197832929280.0,3.019,176.932,14.869,75.229,83.407,139.838,,497.225
2018,Australia,25119700.0,1231576891392.0,2.942,169.401,16.939,78.346,48.49,144.034,,464.082
2019,Australia,25482714.0,1255505526784.0,3.04,164.952,20.212,80.305,37.877,143.362,,453.647
2020,Australia,25743787.0,1232259776512.0,2.82,156.681,17.284,83.221,85.575,135.404,,484.759
2021,Australia,25956416.0,1296705126400.0,2.9,151.894,15.414,80.065,74.954,134.679,,463.973
2022,Australia,26200987.0,1344251494400.0,2.818,146.069,17.14,80.412,69.788,133.807,,454.15
2023,Australia,26451125.0,,2.818,142.666,17.14,74.636,70.094,141.596,,453.066
1950,Demokratyczna Republika Konga,12294294.0,12334004224.0,0.087,0.964,0.0,0.0,269.551,0.429,,271.03
1951,Demokratyczna Republika Konga,12542651.0,13762654208.0,0.102,1.059,0.0,0.0,287.972,0.586,,289.719
1952,Demokratyczna Republika Konga,12803639.0,15016505344.0,0.12,1.335,0.0,0.0,313.007,0.629,,315.091
1953,Demokratyczna Republika Konga,13069453.0,15882645504.0,0.123,1.364,0.0,0.0,334.251,0.801,,336.54
1954,Demokratyczna Republika Konga,13343040.0,16826791936.0,0.171,1.572,0.0,0.0,351.503,1.074,,354.32
1955,Demokratyczna Republika Konga,13630351.0,17494505472.0,0.2,2.034,0.0,0.0,368.877,1.154,,372.265
1956,Demokratyczna Republika Konga,13929949.0,18677356544.0,0.225,1.715,0.0,0.0,389.852,1.235,,393.027
1957,Demokratyczna Republika Konga,14242281.0,19269902336.0,0.229,1.781,0.0,0.0,413.612,1.319,,416.94
1958,Demokratyczna Republika Konga,14557796.0,18708994048.0,0.192,1.369,0.0,0.0,435.082,1.365,,438.008
1959,Demokratyczna Republika Konga,14891585.0,19357339648.0,0.171,1.257,0.0,0.0,453.022,1.271,,455.721
1960,Demokratyczna Republika Konga,15264853.0,19799695360.0,0.098,1.041,0.0,0.0,579.613,1.18,,581.932
1961,Demokratyczna Republika Konga,15662373.0,17659762688.0,0.069,1.057,0.0,0.0,389.004,1.229,,391.36
1962,Demokratyczna Republika Konga,16075729.0,21385908224.0,0.098,0.839,0.0,0.0,297.353,1.235,,299.525
1963,Demokratyczna Republika Konga,16507610.0,22497906688.0,0.12,0.818,0.0,0.0,217.07,1.354,,219.363
1964,Demokratyczna Republika Konga,16955331.0,21953286144.0,0.113,0.94,0.0,0.0,172.491,0.921,,174.465
1965,Demokratyczna Republika Konga,17427807.0,22174078976.0,0.123,1.178,0.0,0.0,146.424,1.167,,148.893
1966,Demokratyczna Republika Konga,17931934.0,23676299264.0,0.131,0.909,0.0,0.0,124.383,1.363,,126.786
1967,Demokratyczna Republika Konga,18462788.0,23450699776.0,0.145,0.949,0.0,0.0,121.778,1.194,,124.067
1968,Demokratyczna Republika Konga,19012194.0,24458477568.0,0.145,0.74,0.0,0.0,110.825,2.481,,114.191
1969,Demokratyczna Republika Konga,19570447.0,26727661568.0,0.16,0.887,0.0,0.0,110.368,2.601,,114.016
1970,Demokratyczna Republika Konga,20137441.0,26659889152.0,0.207,0.788,0.0,0.0,108.104,1.715,,110.813
1971,Demokratyczna Republika Konga,20695567.0,28362504192.0,0.225,0.876,0.0,0.0,110.619,1.858,,113.578
1972,Demokratyczna Republika Konga,21251166.0,28414472192.0,0.236,0.85,0.0,0.0,108.327,1.931,,111.344
1973,Demokratyczna Republika Konga,21827664.0,30887354368.0,0.265,0.828,0.0,0.0,101.478,2.096,,104.667
1974,Demokratyczna Republika Konga,22418884.0,31926198272.0,0.309,0.832,0.0,0.0,83.869,2.224,,87.234
1975,Demokratyczna Republika Konga,23021102.0,30364745728.0,0.309,0.671,0.0,0.0,87.207,2.253,,90.439
1976,Demokratyczna Republika Konga,23624033.0,28598779904.0,0.32,0.876,0.0,0.0,87.383,2.209,,90.788
1977,Demokratyczna Republika Konga,24229060.0,28761571328.0,0.238,0.887,0.0,0.0,86.78,2.352,,90.257
1978,Demokratyczna Republika Konga,24992693.0,27125444608.0,0.225,0.843,0.0,0.0,71.026,2.459,,74.552
1979,Demokratyczna Republika Konga,25886782.0,27103821824.0,0.212,0.747,0.0,0.0,75.76,2.781,,79.5
1980,Demokratyczna Republika Konga,26711097.0,27648954368.0,0.206,0.843,0.0,0.0,89.37,2.437,,92.855
1981,Demokratyczna Republika Konga,27500518.0,28317622272.0,0.227,0.861,0.0,0.0,88.567,2.667,,92.322
1982,Demokratyczna Republika Konga,28338194.0,28196935680.0,0.248,0.824,0.0,0.0,89.614,1.975,,92.661
1983,Demokratyczna Republika Konga,29250968.0,28585207808.0,0.231,0.806,0.0,0.0,88.963,2.961,,92.961
1984,Demokratyczna Republika Konga,30245089.0,30141794304.0,0.238,0.824,0.0,0.0,95.177,2.869,,99.108
1985,Demokratyczna Republika Konga,31264819.0,30309890048.0,0.194,0.822,0.0,0.0,95.252,2.597,,98.864
1986,Demokratyczna Republika Konga,32265203.0,31729262592.0,0.191,0.839,0.0,0.0,90.372,2.316,,93.718
1987,Demokratyczna Republika Konga,33298910.0,32572618752.0,0.21,0.85,0.0,0.0,83.485,2.755,,87.301
1988,Demokratyczna Republika Konga,34382755.0,32745572352.0,0.208,0.931,0.0,0.0,76.759,2.84,,80.737
1989,Demokratyczna Republika Konga,35486865.0,32549357568.0,0.19,0.843,0.0,0.0,77.928,3.32,,82.28
1990,Demokratyczna Republika Konga,36684066.0,31745581056.0,0.189,0.89,0.0,0.0,82.289,3.169,,86.538
1991,Demokratyczna Republika Konga,37925828.0,29817690112.0,0.102,0.0,0.0,0.0,87.787,3.03,,90.92
1992,Demokratyczna Republika Konga,39228908.0,27407296512.0,0.071,0.0,0.0,0.0,85.063,2.737,,87.871
1993,Demokratyczna Republika Konga,40656338.0,24338479104.0,0.061,0.0,0.0,0.0,102.66,2.601,,105.322
1994,Demokratyczna Republika Konga,42626874.0,23485765632.0,0.068,0.0,1.053,0.0,112.185,1.63,,114.936
1995,Demokratyczna Republika Konga,44433718.0,24780658688.0,0.096,0.0,0.993,0.0,125.08,2.008,,128.176
1996,Demokratyczna Republika Konga,45296126.0,24914388992.0,0.098,0.0,1.162,0.0,121.836,2.213,,125.309
1997,Demokratyczna Republika Konga,46029908.0,23716345856.0,0.051,0.0,1.214,0.0,165.995,1.825,,169.085
1998,Demokratyczna Republika Konga,47297596.0,23460460544.0,0.054,0.0,1.078,0.0,171.682,1.601,,174.415
1999,Demokratyczna Republika Konga,48912973.0,23134197760.0,0.064,0.0,0.882,0.0,179.716,1.253,,181.915
2000,Demokratyczna Republika Konga,50507444.0,21854113792.0,0.068,0.0,0.812,0.0,183.157,0.824,,184.862
2001,Demokratyczna Republika Konga,52132648.0,21977292800.0,0.081,0.0,0.877,0.0,145.135,0.689,,146.782
2002,Demokratyczna Republika Konga,53750528.0,23244765184.0,0.106,0.005,0.879,0.0,130.526,0.744,,132.261
2003,Demokratyczna Republika Konga,55343873.0,25228484608.0,0.132,0.002,1.057,0.0,165.275,0.905,,167.371
2004,Demokratyczna Republika Konga,56997741.0,27653537792.0,0.16,0.006,0.872,0.0,137.815,0.989,,139.843
2005,Demokratyczna Republika Konga,58775726.0,30164654080.0,0.207,0.023,0.819,0.0,139.817,1.238,,142.105
2006,Demokratyczna Republika Konga,60615907.0,32708306944.0,0.204,0.02,0.78,0.022,141.0,1.326,,143.352
2007,Demokratyczna Republika Konga,62477753.0,35814301696.0,0.205,0.03,0.896,0.044,142.715,1.447,,145.338
2008,Demokratyczna Republika Konga,64390658.0,39245770752.0,0.158,0.034,0.84,0.044,448.901,1.608,,451.586
2009,Demokratyczna Republika Konga,66412040.0,41718890496.0,0.177,0.024,0.728,0.044,740.597,1.473,,743.043
2010,Demokratyczna Republika Konga,68563037.0,46223523840.0,0.189,0.037,0.737,0.044,870.311,1.729,,873.046
2011,Demokratyczna Republika Konga,70849311.0,51169099776.0,0.175,0.029,0.572,0.044,1004.093,2.22,,1007.134
2012,Demokratyczna Republika Konga,73254623.0,55604953088.0,0.158,0.033,0.408,0.0,938.447,2.198,,941.245
2013,Demokratyczna Republika Konga,75789395.0,60956372992.0,0.174,0.013,0.371,0.0,960.219,3.364,,964.14
2014,Demokratyczna Republika Konga,78403248.0,65407410176.0,0.128,0.017,0.418,0.004,791.119,4.499,,796.185
2015,Demokratyczna Republika Konga,81035535.0,69567324160.0,0.155,0.034,0.397,0.004,623.262,2.686,,626.536
2016,Demokratyczna Republika Konga,83956415.0,69841412096.0,0.098,0.039,0.393,0.0,660.536,2.129,,663.196
2017,Demokratyczna Republika Konga,87083400.0,72396210176.0,0.349,0.049,0.349,0.001,666.661,2.169,,669.579
2018,Demokratyczna Republika Konga,90047647.0,75889336320.0,0.453,0.084,0.293,0.001,534.39,2.942,,538.164
2019,Demokratyczna Republika Konga,92947450.0,79292964864.0,0.536,0.044,0.375,0.001,450.279,3.165,,454.4
2020,Demokratyczna Republika Konga,95989999.0,80617955328.0,0.498,0.025,0.437,0.0,363.164,3.342,,367.466
2021,Demokratyczna Republika Konga,99148931.0,85639643136.0,0.604,0.034,0.425,0.0,378.67,3.206,,382.939
2022,Demokratyczna Republika Konga,102396974.0,91314987008.0,0.604,0.053,0.387,0.0,415.651,3.586,,420.281
2023,Demokratyczna Republika Konga,105789733.0,,0.604,0.071,0.213,0.0,424.004,3.728,,428.619
1950,Iran,16510553.0,44850892800.0,0.033,0.531,0.0,0.0,20.792,9.037,,30.393
1951,Iran,16921281.0,44840296448.0,0.033,0.451,0.0,0.0,26.871,6.43,,33.785
1952,Iran,17344434.0,44843151360.0,0.025,0.399,0.0,0.0,31.67,3.668,,35.763
1953,Iran,17778109.0,44886630400.0,0.033,0.411,0.0,0.0,35.576,3.385,,39.404
1954,Iran,18226205.0,44884365312.0,0.033,0.665,0.0,0.0,38.966,0.347,,40.01
1955,Iran,18700800.0,44862808064.0,0.065,0.649,11.641,0.583,41.807,2.876,,57.621
1956,Iran,19204391.0,48871698432.0,0.109,0.506,12.754,0.85,44.581,8.588,,67.389
1957,Iran,19726844.0,55700860928.0,0.156,0.465,8.664,1.403,48.268,11.111,,70.068
1958,Iran,20266510.0,62178750464.0,0.204,0.513,9.871,1.44,50.127,13.201,,75.356
1959,Iran,20846778.0,67527569408.0,0.287,0.63,11.208,1.759,50.709,11.684,,76.278
1960,Iran,21470433.0,74059071488.0,0.392,0.612,12.68,1.839,54.529,21.835,,91.888
1961,Iran,22125729.0,80338485248.0,0.367,0.524,14.39,1.902,38.802,19.326,,75.31
1962,Iran,22807908.0,81892024320.0,0.367,0.542,15.774,2.037,33.21,18.708,,70.639
1963,Iran,23519008.0,90921967616.0,0.367,0.605,17.857,2.206,29.713,20.271,,71.018
1964,Iran,24262863.0,97500512256.0,0.367,0.725,20.548,2.308,27.594,23.571,,75.113
1965,Iran,25036982.0,109475799040.0,0.389,0.755,25.569,2.378,23.336,24.627,,77.055
1966,Iran,25829273.0,120466931712.0,0.691,0.755,33.667,2.682,23.668,26.309,,87.772
1967,Iran,26628431.0,134024249344.0,0.691,0.769,35.973,2.84,22.246,27.608,,90.127
1968,Iran,27437390.0,154230439936.0,0.959,0.788,41.044,3.037,20.74,36.501,,103.07
1969,Iran,28273481.0,174223163392.0,1.159,1.301,42.865,9.021,17.828,28.693,,100.867
1970,Iran,29145099.0,192659390464.0,1.272,1.26,35.977,20.559,37.661,32.72,,129.449
1971,Iran,30029069.0,216529780736.0,1.41,1.429,41.407,18.027,57.791,39.355,,159.419
1972,Iran,30921177.0,251717222400.0,1.668,2.425,46.421,17.466,70.299,38.035,,176.314
1973,Iran,31839836.0,273301962752.0,1.726,2.664,54.758,19.188,32.939,51.138,,162.414
1974,Iran,32796455.0,297538945024.0,2.235,3.037,54.172,24.175,12.175,60.156,,155.95
1975,Iran,33802973.0,311929438208.0,2.653,2.616,45.727,22.889,-1.345,65.329,,137.869
1976,Iran,34837283.0,365375389696.0,3.016,2.327,54.132,22.834,-7.347,74.181,,149.143
1977,Iran,35933180.0,360749400064.0,3.587,2.334,51.185,20.445,-21.678,86.256,,142.129
1978,Iran,37126534.0,318003249152.0,5.931,2.535,49.915,18.833,33.031,85.074,,195.32
1979,Iran,38424956.0,290524364800.0,3.728,2.407,30.364,24.05,-27.942,102.588,,135.195
1980,Iran,39842324.0,249697452032.0,3.88,2.433,18.217,13.282,-2.308,82.883,,118.387
1981,Iran,41989316.0,242198921216.0,4.452,1.927,14.803,12.142,14.678,79.948,,127.952
1982,Iran,44272142.0,280254611456.0,4.972,2.997,27.41,12.626,14.876,90.127,,153.009
1983,Iran,46029541.0,317242867712.0,5.337,2.752,24.717,16.034,17.434,101.189,,167.462
1984,Iran,47793999.0,322589097984.0,5.746,3.272,12.498,25.138,20.791,103.747,,171.192
1985,Iran,49582288.0,330378084352.0,6.059,3.426,10.38,27.392,24.078,113.229,,184.564
1986,Iran,51446047.0,299361796096.0,6.142,3.58,10.19,28.543,27.184,99.851,,175.489
1987,Iran,53323493.0,294831456256.0,6.24,3.653,9.23,30.602,30.515,109.616,,189.856
1988,Iran,55072694.0,278182821888.0,6.07,3.704,7.691,38.395,7.131,120.102,,183.093
1989,Iran,56704919.0,288903888896.0,6.306,3.056,2.884,42.59,-4.921,136.279,,186.194
1990,Iran,58380097.0,318478254080.0,7.261,2.693,21.819,40.015,66.917,139.287,,277.992
1991,Iran,59986931.0,376283103232.0,7.481,3.843,22.313,49.617,62.133,139.79,,285.179
1992,Iran,61184982.0,424984707072.0,7.485,3.385,21.734,52.647,33.33,142.941,,261.523
1993,Iran,61403548.0,419990110208.0,7.945,4.133,17.697,60.69,20.997,146.528,,257.989
1994,Iran,61520597.0,419488432128.0,8.274,4.173,21.821,73.287,7.025,157.266,,271.847
1995,Iran,62205571.0,437566111744.0,8.591,3.909,20.192,81.575,-9.957,156.607,,260.918
1996,Iran,62881296.0,483475488768.0,8.775,4.089,21.72,81.246,8.895,160.791,,285.515
1997,Iran,63639637.0,512736329728.0,9.471,4.195,21.471,90.915,-9.767,143.211,,259.496
1998,Iran,64519866.0,541099753472.0,9.989,4.884,17.247,98.652,-39.269,174.87,,266.373
1999,Iran,65445389.0,563869057024.0,10.956,4.976,16.516,114.287,13.03,227.718,,387.483
2000,Iran,66418662.0,595554533376.0,12.029,5.328,19.291,120.448,5.056,210.118,,372.269
2001,Iran,67452003.0,636570238976.0,13.673,4.14,16.988,127.654,5.154,227.454,,395.063
2002,Iran,68011316.0,698059653120.0,14.068,4.664,16.556,143.816,5.775,217.927,,402.807
2003,Iran,68769345.0,779969691648.0,14.639,5.188,21.881,158.468,7.994,210.79,,418.96
2004,Iran,70256316.0,849441914880.0,15.761,4.994,20.699,178.9,10.196,221.765,,452.316
2005,Iran,71828456.0,908856000512.0,16.125,6.086,21.924,200.161,14.59,222.489,,481.374
2006,Iran,73392746.0,995245162496.0,17.253,5.983,22.879,221.54,-22.908,233.364,,478.11
2007,Iran,74602646.0,1098784571392.0,19.4,6.577,20.097,236.52,-15.671,225.18,,492.104
2008,Iran,75514200.0,1132365742080.0,21.606,5.859,20.251,246.875,-20.979,233.945,,507.556
2009,Iran,76457832.0,1208128372736.0,24.561,4.393,20.475,261.065,-23.178,232.918,,520.235
2010,Iran,77420852.0,1310507008000.0,30.104,5.448,21.191,277.22,-24.794,227.533,,536.702
2011,Iran,78383602.0,1345049329664.0,32.915,5.313,20.961,293.263,-25.983,223.695,,550.163
2012,Iran,79370583.0,1324570771456.0,34.824,4.129,20.731,292.274,-26.358,247.162,,572.763
2013,Iran,80414688.0,1287095582720.0,36.718,4.118,20.74,294.934,-23.45,253.329,,586.389
2014,Iran,81502045.0,1352736964608.0,34.968,3.591,22.785,335.007,-25.482,247.8,,618.668
2015,Iran,82619365.0,1331012173824.0,31.23,4.302,22.557,356.769,-23.278,227.053,,618.633
2016,Iran,83812229.0,1413723717632.0,30.618,3.451,29.786,380.704,-23.672,200.124,,621.012
2017,Iran,85026761.0,1486668300288.0,29.908,4.708,33.22,399.504,-23.877,229.059,,672.523
2018,Iran,86118000.0,1483607244800.0,30.272,4.459,32.439,390.843,49.74,231.77,,739.523
2019,Iran,87051647.0,1438754537472.0,35.303,4.847,25.963,429.315,19.014,239.919,,754.361
2020,Iran,87723446.0,1446203752448.0,38.808,5.577,24.925,465.332,8.47,221.965,,765.076
2021,Iran,88455491.0,1525523152896.0,37.419,5.181,32.496,476.04,14.884,228.62,,794.64
2022,Iran,89524247.0,1572209033216.0,34.704,5.348,32.375,496.507,18.417,231.813,,819.163
2023,Iran,90608708.0,,38.928,5.444,38.392,509.267,21.095,225.85,,838.975
