year,country,population,gdp,temperature_change_from_co2,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,co2,country_order
2021,Japonia,125679341.0,4725883797504.0,0.032,24.396,427.989,0.359,211.002,2.525,390.515,1064.431,9
2022,Japonia,124997586.0,4774494732288.0,0.032,23.157,417.193,0.351,199.73,1.945,384.784,1034.632,9
1980,Ukraina,49955148.0,423744962560.0,0.01,9.367,354.087,3.969,103.444,22.831,203.25,696.948,10
1981,Ukraina,50189280.0,436799209472.0,0.01,9.446,326.154,4.007,112.698,19.207,208.741,680.253,10
1982,Ukraina,50402724.0,450250833920.0,0.011,9.109,331.065,3.994,119.444,19.062,209.965,692.639,10
1983,Ukraina,50637026.0,469722660864.0,0.011,9.358,330.153,3.947,128.795,16.81,210.801,699.865,10
1984,Ukraina,50887600.0,481090600960.0,0.011,9.422,329.235,3.904,139.873,17.477,206.644,706.555,10
1985,Ukraina,51108771.0,478213668864.0,0.012,9.382,371.352,4.121,152.032,17.205,206.528,760.62,10
1986,Ukraina,51318737.0,480702431232.0,0.012,9.612,370.511,3.606,150.375,17.981,206.4,758.485,10
1987,Ukraina,51515727.0,494152220672.0,0.012,9.689,364.423,3.308,168.817,13.836,187.648,747.72,10
1988,Ukraina,51724853.0,499008438272.0,0.013,9.749,354.713,7.274,181.19,8.123,174.39,735.438,10
1989,Ukraina,51917826.0,519237894144.0,0.013,9.725,322.27,7.093,180.259,5.615,164.307,689.269,10
1990,Ukraina,52054094.0,495935160320.0,0.013,9.401,263.168,3.483,216.19,6.628,205.687,712.854,10
1991,Ukraina,52170967.0,460353470464.0,0.014,8.918,222.622,3.065,224.884,18.972,167.044,651.896,10
1992,Ukraina,52323675.0,421710462976.0,0.014,8.679,245.344,2.709,197.13,10.878,129.12,600.161,10
1993,Ukraina,52350122.0,367893676032.0,0.014,6.398,235.88,2.437,165.866,7.548,94.482,517.869,10
1994,Ukraina,52076000.0,288418660352.0,0.014,4.991,185.817,2.277,144.306,12.314,77.58,431.806,10
1995,Ukraina,51665535.0,257477951488.0,0.014,3.408,174.093,2.226,134.048,5.412,72.31,395.484,10
1996,Ukraina,51226110.0,235602722816.0,0.015,2.161,146.215,2.231,137.899,2.326,60.779,354.095,10
1997,Ukraina,50786882.0,232333262848.0,0.015,2.415,154.305,2.212,129.719,-2.758,49.468,337.756,10
1998,Ukraina,50379728.0,231737294848.0,0.015,2.788,123.079,2.191,155.921,-7.711,42.553,321.097,10
1999,Ukraina,49976444.0,235148312576.0,0.015,2.535,123.714,2.145,130.367,16.946,37.528,315.524,10
2000,Ukraina,49556655.0,253196025856.0,0.015,2.261,122.878,2.147,124.325,13.637,31.612,299.311,10
2001,Ukraina,49106855.0,281110347776.0,0.015,2.475,131.831,2.191,130.433,4.808,33.996,308.699,10
2002,Ukraina,48677280.0,301087064064.0,0.015,2.817,136.228,2.178,116.284,1.888,35.368,297.789,10
2003,Ukraina,48315132.0,335257370624.0,0.016,3.612,132.444,2.379,128.304,3.367,37.249,310.613,10
2004,Ukraina,47979502.0,381078077440.0,0.016,4.264,135.323,2.573,128.409,-1.292,36.469,309.334,10
2005,Ukraina,47585558.0,399366225920.0,0.016,4.785,135.906,2.472,130.363,-0.209,36.259,313.322,10
2006,Ukraina,47278690.0,436786757632.0,0.016,5.484,154.04,2.49,126.738,-1.764,40.508,331.297,10
2007,Ukraina,47062802.0,480580665344.0,0.016,6.164,161.469,2.618,119.444,1.406,43.12,338.225,10
2008,Ukraina,46819168.0,499592167424.0,0.016,6.294,154.64,2.696,114.802,-0.294,43.891,325.689,10
2009,Ukraina,46623732.0,431074410496.0,0.016,2.59,136.611,2.647,89.978,11.689,42.693,289.282,10
2010,Ukraina,46456002.0,439429791744.0,0.017,2.882,145.421,2.618,100.442,4.629,39.84,298.995,10
2011,Ukraina,46307852.0,471221174272.0,0.017,3.901,153.853,2.679,104.231,3.013,39.774,311.389,10
2012,Ukraina,46210051.0,472276729856.0,0.017,3.281,158.981,2.549,97.27,19.803,38.465,324.228,10
2013,Ukraina,46126762.0,472286167040.0,0.017,3.397,160.185,2.529,90.477,9.833,37.34,307.312,10
2014,Ukraina,45972378.0,441233309696.0,0.017,3.299,138.373,2.494,75.185,7.253,35.341,264.892,10
2015,Ukraina,45784903.0,398045413376.0,0.017,3.278,119.393,2.382,65.487,17.664,30.489,241.452,10
2016,Ukraina,45616831.0,407666196480.0,0.017,3.627,126.828,2.373,64.067,8.872,34.124,242.833,10
2017,Ukraina,45436036.0,417287110656.0,0.017,3.557,112.586,2.304,66.621,5.579,35.342,228.66,10
2018,Ukraina,45208903.0,431842099200.0,0.017,3.716,120.544,2.399,66.949,4.059,35.214,235.723,10
2019,Ukraina,44957450.0,445656694784.0,0.018,3.961,114.046,2.355,60.388,3.545,38.481,225.488,10
2020,Ukraina,44680009.0,428931219456.0,0.018,4.065,102.155,2.304,60.606,3.276,34.915,210.1,10
2021,Ukraina,44298641.0,443313258496.0,0.018,4.339,103.8,2.253,59.839,2.491,37.046,212.644,10
2022,Ukraina,41048767.0,309166669824.0,0.018,4.339,59.279,2.253,40.1,2.001,32.279,143.127,10
1928,Meksyk,16191914.0,42612346880.0,0.002,0.105,2.312,0.0,0.0,71.847,22.039,96.303,11
1929,Meksyk,16433663.0,40904998912.0,0.002,0.113,2.331,0.0,0.403,73.331,19.635,95.813,11
1930,Meksyk,16689077.0,38351773696.0,0.002,0.0,2.791,0.0,0.56,73.531,17.368,94.25,11
1931,Meksyk,16958527.0,39644639232.0,0.002,0.0,1.945,0.0,0.484,75.817,14.52,92.766,11
1932,Meksyk,17242393.0,33623099392.0,0.002,0.0,1.439,0.0,0.473,76.479,14.414,92.805,11
1933,Meksyk,17541066.0,37516165120.0,0.002,0.0,2.117,0.0,0.575,78.353,14.938,95.984,11
1934,Meksyk,17844913.0,40136318976.0,0.002,0.0,1.654,0.0,0.638,77.866,16.774,96.931,11
1935,Meksyk,18154022.0,43177517056.0,0.002,0.124,2.615,0.0,1.11,79.688,17.814,101.35,11
1936,Meksyk,18468486.0,46533758976.0,0.002,0.142,2.729,0.0,1.308,80.169,18.034,102.382,11
1937,Meksyk,18788397.0,48076341248.0,0.002,0.171,2.58,0.0,1.792,81.258,20.588,106.388,11
1938,Meksyk,19113850.0,48848695296.0,0.002,0.185,2.281,0.0,2.037,81.379,19.972,105.855,11
1939,Meksyk,19510841.0,51520790528.0,0.002,0.204,1.822,0.0,1.971,84.202,18.829,107.028,11
1940,Meksyk,19982850.0,52206080000.0,0.002,0.24,1.715,0.0,2.095,132.598,19.328,155.976,11
1941,Meksyk,20533490.0,57374789632.0,0.002,0.265,1.788,0.0,1.762,155.285,18.895,177.996,11
1942,Meksyk,21166520.0,60655644672.0,0.002,0.291,1.872,0.0,1.674,170.056,15.28,189.173,11
1943,Meksyk,21885841.0,62923501568.0,0.002,0.287,2.136,0.0,1.344,183.591,15.43,202.788,11
1944,Meksyk,22629608.0,68156530688.0,0.002,0.302,1.853,0.0,1.341,189.512,16.77,209.778,11
1945,Meksyk,23398651.0,71385513984.0,0.002,0.367,1.887,0.0,1.4,195.033,19.115,217.802,11
1946,Meksyk,24193829.0,76266209280.0,0.003,0.363,1.854,0.0,1.788,199.268,21.617,224.891,11
1947,Meksyk,25016030.0,79008686080.0,0.003,0.494,1.971,0.0,2.184,208.574,24.703,237.926,11
1948,Meksyk,25866173.0,82416173056.0,0.003,0.534,2.001,0.0,2.29,212.912,25.684,243.422,11
1949,Meksyk,26727593.0,87151427584.0,0.003,0.607,2.037,0.0,2.334,204.561,23.982,233.52,11
1950,Meksyk,27587943.0,99982983168.0,0.003,0.756,1.858,2.678,1.535,191.608,23.68,222.116,11
1951,Meksyk,28320487.0,107605065728.0,0.003,0.8,2.129,3.679,1.66,187.609,26.623,222.499,11
1952,Meksyk,29090173.0,111714836480.0,0.003,0.821,2.605,3.785,1.942,183.176,28.059,220.388,11
1953,Meksyk,29899241.0,111774670848.0,0.003,0.825,2.821,3.664,2.066,182.961,27.33,219.667,11
1954,Meksyk,30753011.0,123074551808.0,0.003,0.865,2.638,3.748,2.206,192.818,26.813,229.088,11
1955,Meksyk,31650601.0,133695447040.0,0.003,0.996,2.682,4.807,2.33,187.249,28.847,226.911,11
1956,Meksyk,32587939.0,143014019072.0,0.003,1.127,2.818,4.536,2.477,185.384,31.177,227.518,11
1957,Meksyk,33562717.0,154173456384.0,0.003,1.265,2.851,6.057,2.635,182.338,36.471,231.616,11
1958,Meksyk,34575071.0,162674933760.0,0.003,1.254,2.887,7.379,4.584,186.111,37.904,240.119,11
1959,Meksyk,35627261.0,167866105856.0,0.003,1.337,3.133,8.83,5.148,185.132,39.839,243.419,11
1960,Meksyk,36724612.0,182206267392.0,0.003,1.526,3.492,8.687,6.379,171.667,42.968,234.719,11
1961,Meksyk,37890124.0,191492767744.0,0.004,1.501,3.576,7.156,8.035,118.043,44.972,183.283,11
1962,Meksyk,39129206.0,200713961472.0,0.004,1.657,3.719,4.294,11.849,92.671,42.225,156.415,11
1963,Meksyk,40424069.0,217178570752.0,0.004,1.861,4.078,5.921,11.658,79.789,42.775,146.081,11
1964,Meksyk,41772052.0,243167772672.0,0.004,2.184,4.235,7.877,13.454,68.2,46.45,142.4,11
1965,Meksyk,43174477.0,258981953536.0,0.004,2.126,4.071,5.91,15.765,60.434,47.296,135.602,11
1966,Meksyk,44629106.0,276900085760.0,0.004,2.435,4.433,6.661,17.012,53.516,50.303,134.36,11
1967,Meksyk,46129603.0,294308773888.0,0.004,2.766,5.016,5.804,19.814,50.263,56.606,140.269,11
1968,Meksyk,47668308.0,318504960000.0,0.004,3.027,5.815,5.807,19.826,45.086,59.412,138.973,11
1969,Meksyk,49233192.0,338814337024.0,0.004,3.354,6.207,6.119,19.594,17.898,66.902,120.075,11
1970,Meksyk,50814959.0,362723639296.0,0.004,3.551,6.767,9.614,20.61,22.478,73.408,136.428,11
1971,Meksyk,52412563.0,376060510208.0,0.004,3.614,7.427,10.12,20.086,27.539,84.935,153.721,11
1972,Meksyk,54030170.0,406222012416.0,0.004,4.197,8.152,8.464,21.555,37.635,89.893,169.896,11
1973,Meksyk,55667287.0,437262843904.0,0.004,4.743,9.032,7.196,24.021,29.389,99.049,173.429,11
1974,Meksyk,57320149.0,461217267712.0,0.004,5.1,11.139,10.043,25.091,31.084,103.328,185.786,11
1975,Meksyk,58982403.0,486091849728.0,0.004,5.551,11.205,10.457,25.718,32.689,111.172,196.792,11
1976,Meksyk,60645513.0,505910525952.0,0.004,5.975,11.681,11.446,25.183,40.758,129.409,224.451,11
1977,Meksyk,62308499.0,521365323776.0,0.005,6.239,12.527,7.112,26.501,45.189,139.958,237.527,11
1978,Meksyk,63979054.0,567422156800.0,0.005,6.586,15.799,10.589,33.504,29.854,155.57,251.902,11
1979,Meksyk,65648867.0,621948436480.0,0.005,7.061,17.294,8.471,40.883,55.859,166.467,296.035,11
1980,Meksyk,67300338.0,678622134272.0,0.005,7.504,10.662,9.886,43.793,64.13,195.799,331.775,11
1981,Meksyk,68892104.0,737336098816.0,0.005,8.248,8.559,11.868,47.31,60.857,207.602,344.444,11
1982,Meksyk,70433259.0,733602840576.0,0.005,8.79,10.336,17.217,51.843,145.476,215.578,449.239,11
1983,Meksyk,71971238.0,708391993344.0,0.005,7.72,10.651,11.476,51.901,81.809,195.683,359.239,11
1984,Meksyk,73506848.0,734058577920.0,0.006,8.279,10.567,7.291,52.446,76.174,197.907,352.665,11
1985,Meksyk,75043416.0,751167275008.0,0.006,9.223,12.894,6.262,54.583,73.396,204.22,360.578,11
1986,Meksyk,76585639.0,728181112832.0,0.006,8.743,12.417,4.063,48.438,198.872,219.558,492.092,11
1987,Meksyk,78136650.0,741613830144.0,0.006,9.82,11.593,4.412,49.12,168.167,230.846,473.957,11
1988,Meksyk,79695527.0,751820210176.0,0.006,9.821,11.054,2.568,49.633,230.297,232.342,535.715,11
1989,Meksyk,81247176.0,782981267456.0,0.007,9.857,12.329,2.074,51.278,273.381,247.678,596.597,11
1990,Meksyk,82820171.0,823577477120.0,0.007,10.439,15.895,1.847,52.923,284.162,235.642,600.907,11
1991,Meksyk,84430563.0,865148731392.0,0.007,10.649,15.51,1.869,55.268,182.182,246.532,512.01,11
1992,Meksyk,86044810.0,902108282880.0,0.007,11.425,14.806,1.891,55.612,137.779,248.72,470.233,11
1993,Meksyk,87653815.0,925343285248.0,0.007,12.044,18.203,2.612,55.066,128.616,249.797,466.337,11
1994,Meksyk,89259202.0,972991954944.0,0.008,13.526,20.247,2.806,56.902,136.629,258.052,488.163,11
1995,Meksyk,90862449.0,916478885888.0,0.008,10.796,22.266,3.679,56.92,127.256,237.244,458.161,11
1996,Meksyk,92452701.0,971219730432.0,0.008,12.052,25.197,4.708,62.745,113.977,236.842,455.521,11
1997,Meksyk,94021205.0,1045710700544.0,0.008,12.689,25.574,6.225,65.772,129.315,252.202,491.778,11
1998,Meksyk,95575245.0,1105636622336.0,0.008,13.206,26.267,6.266,71.088,142.489,264.274,523.591,11
1999,Meksyk,97115711.0,1156619567104.0,0.009,13.671,26.003,5.159,69.803,122.799,271.403,508.839,11
2000,Meksyk,98625554.0,1241194692608.0,0.009,14.281,26.7,5.383,81.202,129.131,263.874,520.57,11
2001,Meksyk,100099100.0,1251502718976.0,0.009,13.813,30.638,4.57,82.887,107.734,275.577,515.219,11
2002,Meksyk,101548627.0,1275457961984.0,0.009,14.343,34.701,3.727,92.171,97.477,265.359,507.778,11
2003,Meksyk,102978518.0,1306677477376.0,0.009,14.439,42.458,3.973,101.903,92.357,273.195,528.326,11
2004,Meksyk,104394132.0,1373060333568.0,0.01,15.135,37.882,3.189,105.647,78.486,276.736,517.074,11
2005,Meksyk,105811502.0,1427140378624.0,0.01,16.462,46.808,3.524,105.516,71.478,291.123,534.91,11
2006,Meksyk,107253666.0,1510732333056.0,0.01,17.593,50.288,4.012,117.937,75.894,284.689,550.413,11
2007,Meksyk,108774357.0,1572479303680.0,0.01,18.82,45.84,5.012,117.274,51.645,286.649,525.24,11
2008,Meksyk,110374285.0,1607479066624.0,0.011,18.512,40.784,6.721,118.567,41.918,288.397,514.899,11
2009,Meksyk,111999721.0,1543820935168.0,0.011,17.739,40.813,5.568,123.433,34.884,272.741,495.177,11
2010,Meksyk,113623897.0,1638271418368.0,0.011,16.857,51.054,4.697,124.122,36.893,259.679,493.302,11
2011,Meksyk,115243504.0,1716088340480.0,0.011,17.668,56.041,6.374,130.707,30.021,272.512,513.323,11
2012,Meksyk,116818209.0,1774999961600.0,0.011,18.331,49.223,8.05,135.727,33.407,290.158,534.895,11
2013,Meksyk,118343571.0,1803059331072.0,0.012,17.367,49.977,8.1,142.277,25.672,277.695,521.087,11
2014,Meksyk,119784263.0,1854551097344.0,0.012,18.19,48.944,9.133,138.503,30.527,269.275,514.571,11
2015,Meksyk,121072310.0,1916008792064.0,0.012,19.074,44.114,9.394,147.977,20.493,258.874,499.927,11
2016,Meksyk,122251345.0,1961906667520.0,0.012,19.637,47.621,8.522,151.455,-32.181,251.592,446.647,11
2017,Meksyk,123400054.0,2007719477248.0,0.013,19.662,48.53,7.123,143.251,-22.722,245.84,441.684,11
2018,Meksyk,124573714.0,2051539206144.0,0.013,19.376,47.313,7.36,165.521,-38.223,228.842,430.19,11
2019,Meksyk,125762977.0,2047701155840.0,0.013,19.411,45.268,8.43,157.1,51.165,238.026,519.401,11
2020,Meksyk,126799052.0,1880176590848.0,0.013,19.338,33.705,10.842,160.951,11.283,204.105,440.223,11
2021,Meksyk,127648152.0,1973140979712.0,0.013,19.561,29.22,12.237,165.839,-9.832,219.977,437.002,11
2022,Meksyk,128613113.0,2033437638656.0,0.014,18.79,35.958,10.656,164.588,-18.876,235.344,446.459,11
2023,Meksyk,129739764.0,2033437638656.0,0.014,18.816,38.865,10.323,176.579,-25.758,238.041,456.865,11
1928,Francja,40288534.0,289936146432.0,0.003,2.097,209.152,0.0,0.0,-48.402,0.37,163.217,12
1929,Francja,40485273.0,309554839552.0,0.003,2.86,230.931,0.0,0.0,-46.144,0.491,188.138,12
1930,Francja,40618294.0,300590628864.0,0.003,2.468,233.851,0.0,0.0,-48.936,1.315,188.698,12
1931,Francja,40687278.0,282596868096.0,0.004,2.424,213.706,0.0,0.0,-50.818,1.363,166.676,12
1932,Francja,40691906.0,264178466816.0,0.004,2.486,186.479,0.0,0.0,-51.479,2.81,140.297,12
1933,Francja,40631855.0,283050737664.0,0.004,2.301,189.117,0.0,0.0,-52.185,7.969,147.202,12
1934,Francja,40571892.0,280309891072.0,0.004,2.41,188.201,0.0,0.0,-53.072,10.739,148.278,12
1935,Francja,40512018.0,273155227648.0,0.004,2.177,178.452,0.0,0.0,-54.118,14.744,141.254,12
1936,Francja,40452232.0,283521155072.0,0.004,2.293,178.815,0.0,0.0,-54.958,16.971,143.121,12
1937,Francja,40392535.0,299883364352.0,0.004,2.104,198.585,0.0,0.0,-55.944,17.016,161.761,12
1938,Francja,40332925.0,298713251840.0,0.004,0.0,182.24,0.0,0.0,-56.244,19.559,145.554,12
1939,Francja,40314566.0,320115998720.0,0.004,0.0,177.059,0.0,0.0,-57.644,17.558,136.973,12
1940,Francja,40337546.0,264163000320.0,0.004,0.0,127.35,0.0,0.0,-56.8,10.387,80.938,12
1941,Francja,40401955.0,208850403328.0,0.004,1.683,118.245,0.0,0.0,-55.848,0.0,64.079,12
1942,Francja,40507882.0,187228798976.0,0.004,1.236,121.081,0.0,0.004,-55.123,0.176,67.373,12
1943,Francja,40655418.0,177801003008.0,0.005,1.446,123.517,0.0,0.077,-53.914,0.205,71.332,12
1944,Francja,40803492.0,150192898048.0,0.005,0.734,78.959,0.0,0.114,-53.366,0.18,26.621,12
1945,Francja,40952105.0,162809692160.0,0.005,0.778,105.333,0.0,0.147,-52.87,0.909,54.296,12
1946,Francja,41101259.0,247582048256.0,0.005,1.047,156.79,0.0,0.187,-52.599,7.222,112.646,12
1947,Francja,41250956.0,268325273600.0,0.005,1.904,167.954,0.0,0.495,-51.82,13.271,131.804,12
1948,Francja,41401199.0,287852232704.0,0.005,2.66,172.619,0.0,0.612,-51.307,20.61,145.193,12
1949,Francja,41598134.0,327028310016.0,0.005,3.184,195.775,0.0,0.832,-49.947,29.261,179.104,12
1950,Francja,41883122.0,351453773824.0,0.005,3.562,166.851,0.0,0.447,-47.916,31.419,154.362,12
1951,Francja,42333662.0,373113716736.0,0.005,4.016,186.97,0.0,0.557,-43.55,37.186,185.179,12
1952,Francja,42780273.0,382998904832.0,0.005,4.274,181.83,0.0,0.564,-36.926,40.319,190.06,12
1953,Francja,43227873.0,394064691200.0,0.005,4.601,166.628,0.0,0.524,-30.951,42.796,183.597,12
1954,Francja,43676897.0,413153820672.0,0.005,4.815,172.138,0.0,0.605,-25.425,48.793,200.927,12
1955,Francja,44136093.0,436918059008.0,0.006,5.248,179.389,0.0,0.725,-20.832,53.619,218.15,12
1956,Francja,44588523.0,458984652800.0,0.006,5.655,201.711,0.0,0.89,-16.351,60.243,252.149,12
1957,Francja,45036374.0,486693404672.0,0.006,6.233,207.481,0.0,1.147,-10.323,62.636,267.174,12
1958,Francja,45493502.0,498861244416.0,0.006,6.629,190.839,0.0,1.367,-5.06,67.319,261.094,12
1959,Francja,45963766.0,513138982912.0,0.006,6.92,180.331,0.0,2.843,-29.923,71.796,231.967,12
1960,Francja,46428136.0,549318524928.0,0.006,7.007,198.424,0.0,6.239,-32.558,84.932,264.044,12
1961,Francja,46893841.0,579768680448.0,0.006,7.603,205.201,0.0,8.949,-33.213,94.467,283.007,12
1962,Francja,47352625.0,618376462336.0,0.006,8.344,208.842,0.0,10.445,-34.748,105.846,298.729,12
1963,Francja,47817824.0,650490675200.0,0.006,8.962,200.501,0.0,9.73,-41.349,119.389,297.233,12
1964,Francja,48319085.0,693811347456.0,0.007,10.645,204.279,0.0,10.778,-43.733,143.837,325.806,12
1965,Francja,48772824.0,727557406720.0,0.007,11.055,184.804,0.0,10.45,-47.784,157.921,316.447,12
1966,Francja,49184652.0,764514074624.0,0.007,11.517,181.279,0.0,11.676,-49.028,176.667,332.111,12
1967,Francja,49574907.0,799864782848.0,0.007,12.051,177.177,0.0,13.199,-56.055,203.069,349.441,12
1968,Francja,49947252.0,835171385344.0,0.007,12.549,169.804,0.0,15.642,-52.936,221.078,366.138,12
1969,Francja,50355300.0,893107437568.0,0.007,13.614,167.719,0.0,17.898,-61.91,245.049,382.37,12
1970,Francja,50813071.0,944232660992.0,0.008,14.337,153.821,0.0,19.88,-54.421,273.299,406.916,12
1971,Francja,51293056.0,989968596992.0,0.008,14.192,142.694,5.712,23.927,-57.616,307.901,436.811,12
1972,Francja,51743877.0,1034024779776.0,0.008,14.545,126.446,5.582,28.424,-54.317,339.99,460.671,12
1973,Francja,52162212.0,1090179825664.0,0.008,14.812,121.059,5.315,32.599,-46.198,365.987,493.573,12
1974,Francja,52504744.0,1122228371456.0,0.009,15.466,121.554,5.045,33.951,-44.11,345.889,477.796,12
1975,Francja,52746322.0,1114332594176.0,0.009,14.033,110.386,4.742,39.175,-49.639,314.936,433.633,12
1976,Francja,52959120.0,1162522918912.0,0.009,13.824,124.555,4.928,40.33,-47.102,340.818,477.353,12
1977,Francja,53197133.0,1205940912128.0,0.009,13.443,123.799,5.009,42.841,-39.887,323.027,468.232,12
1978,Francja,53429668.0,1239356145664.0,0.009,12.954,120.308,4.914,46.186,-43.266,345.547,486.642,12
1979,Francja,53660897.0,1279104516096.0,0.01,13.209,126.289,3.779,49.003,-43.331,340.975,489.923,12
1980,Francja,53941061.0,1297124032512.0,0.01,13.22,127.31,2.852,49.953,-40.066,318.882,472.151,12
1981,Francja,54255004.0,1310463361024.0,0.01,12.71,112.028,1.901,50.946,-36.808,282.906,423.682,12
1982,Francja,54582405.0,1343411585024.0,0.01,11.669,115.041,0.948,49.027,-37.954,264.879,403.61,12
1983,Francja,54889407.0,1359074689024.0,0.01,10.839,101.822,0.0,53.568,-33.165,258.226,391.29,12
1984,Francja,55176626.0,1379095674880.0,0.011,9.958,100.265,0.0,54.927,-31.323,248.02,381.846,12
1985,Francja,55467154.0,1398409920512.0,0.011,10.224,97.292,0.0,56.868,-30.034,241.93,376.28,12
1986,Francja,55752833.0,1431625531392.0,0.011,10.108,79.748,0.0,56.833,-25.462,244.759,365.986,12
1987,Francja,56048365.0,1467808743424.0,0.011,10.042,74.706,0.0,54.531,-35.288,249.572,353.564,12
1988,Francja,56361846.0,1532315566080.0,0.011,10.684,76.869,0.0,54.778,-26.756,244.175,359.75,12
1989,Francja,56685081.0,1594471874560.0,0.012,11.223,80.876,0.0,55.736,-19.995,252.494,380.334,12
1990,Francja,56990239.0,1636207689728.0,0.012,10.937,80.44,4.323,59.049,-13.966,233.972,379.752,12
1991,Francja,57271563.0,1654070181888.0,0.012,10.386,85.989,4.422,66.698,-11.034,245.485,406.825,12
1992,Francja,57554865.0,1681416912896.0,0.012,9.343,77.892,4.42,67.708,-4.628,243.548,402.688,12
1993,Francja,57801260.0,1671995850752.0,0.012,8.592,63.036,4.218,67.874,-8.477,239.495,379.222,12
1994,Francja,57999868.0,1712086450176.0,0.012,8.775,61.766,4.48,67.462,-9.391,233.579,371.402,12
1995,Francja,58192206.0,1748659601408.0,0.013,8.635,62.935,4.361,68.639,-11.487,236.348,374.323,12
1996,Francja,58380637.0,1773843120128.0,0.013,8.436,65.29,4.531,75.755,-11.985,243.36,390.171,12
1997,Francja,58568662.0,1816394858496.0,0.013,8.111,61.266,4.476,75.041,-14.146,240.95,380.699,12
1998,Francja,58778817.0,1882050265088.0,0.013,8.686,71.286,4.393,76.827,-14.246,247.031,399.012,12
1999,Francja,59084208.0,1949849354240.0,0.013,8.386,66.37,4.084,80.664,-17.539,247.611,394.482,12
2000,Francja,59483716.0,2031676030976.0,0.013,8.561,65.668,4.227,84.16,-18.718,238.715,387.421,12
2001,Francja,59905130.0,2077786767360.0,0.014,8.655,56.01,4.188,88.274,-21.881,248.684,388.564,12
2002,Francja,60327247.0,2107316502528.0,0.014,8.643,58.579,3.942,87.873,-23.281,242.252,382.666,12
2003,Francja,60741121.0,2130940657664.0,0.014,8.556,59.184,3.903,91.564,-22.159,244.12,389.806,12
2004,Francja,61175243.0,2196883505152.0,0.014,9.065,58.254,3.929,93.194,-24.398,244.202,388.982,12
2005,Francja,61625030.0,2238790500352.0,0.014,9.108,62.071,3.931,94.908,-24.194,241.28,391.601,12
2006,Francja,62049831.0,2297018187776.0,0.014,9.307,59.521,4.231,92.313,-23.12,236.189,383.037,12
