year,country_index,population,gdp,temperature_change_from_co2,cement_co2_lag_1,cement_co2_lag_2,cement_co2_lag_3,coal_co2_lag_1,coal_co2_lag_2,coal_co2_lag_3,flaring_co2_lag_1,flaring_co2_lag_2,flaring_co2_lag_3,gas_co2_lag_1,gas_co2_lag_2,gas_co2_lag_3,land_use_change_co2_lag_1,land_use_change_co2_lag_2,land_use_change_co2_lag_3,oil_co2_lag_1,oil_co2_lag_2,oil_co2_lag_3,co2_including_luc
1865,United States,0.025092619701855303,0.015286700475708199,0.0392156862745098,0.0,0.0,0.0,0.0109249619652833,0.010956147278474588,0.010441891424580563,0.0,0.0,0.0,0.0,0.0,0.0,0.43582969004178707,0.44690470091178025,0.450773647157786,0.00034261455703898637,0.000422227881853826,0.0004947116551927099,0.1305085260012823
1866,United States,0.025715940865235692,0.015519298516848324,0.0457516339869281,0.0,0.0,0.0,0.010926474280062548,0.011781364682896759,0.012147211253980774,0.0,0.0,0.0,0.0,0.0,0.0,0.4227138404751861,0.43582969004178707,0.44690470091178025,0.0004048000893570452,0.00034261455703898637,0.000422227881853826,0.12850267869089088
1867,United States,0.026353754822326495,0.016406537669698826,0.0457516339869281,0.0,0.0,0.0,0.010919479824208529,0.011782995547332375,0.013062139639588733,0.0,0.0,0.0,0.0,0.0,0.0,0.4159986001965733,0.4227138404751861,0.43582969004178707,0.0005818506176766138,0.0004048000893570452,0.00034261455703898637,0.13005217117956405
1868,United States,0.02700639894759289,0.01700480429874383,0.05228758169934641,0.0,0.0,0.0,0.013516124300176333,0.011775452799317647,0.01306394779845357,0.0,0.0,0.0,0.0,0.0,0.0,0.41552239096818244,0.4159986001965733,0.4227138404751861,0.000541449825979531,0.0005818506176766138,0.0004048000893570452,0.12936216766302064
1869,United States,0.027669342783931114,0.01784328652708298,0.05228758169934641,0.0,0.0,0.0,0.015285910670590618,0.014575647035271928,0.013055585063703697,0.0,0.0,0.0,0.0,0.0,0.0,0.4094185497500612,0.41552239096818244,0.4159986001965733,0.0005905645139250042,0.000541449825979531,0.0005818506176766138,0.1276351071401748
1870,United States,0.028342717365173627,0.0177129124745094,0.0588235294117647,0.0,0.0,0.0,0.017385948780923054,0.01648416614105265,0.01616019383463031,0.0,0.0,0.0,0.0,0.0,0.0,0.3991745706707892,0.4094185497500612,0.41552239096818244,0.0006836447693055381,0.0005905645139250042,0.000541449825979531,0.17234581797436158
1871,United States,0.029026655231288886,0.018534555650490944,0.0588235294117647,0.0,0.0,0.0,0.01825590785768513,0.01874882526796122,0.018276191746206823,0.0,0.0,0.0,0.0,0.0,0.0,0.5431493060052298,0.3991745706707892,0.4094185497500612,0.0008111845234865249,0.0006836447693055381,0.0005905645139250042,0.1900992640128287
1872,United States,0.02972129118144936,0.01929339949495768,0.06535947712418301,0.0,0.0,0.0,0.019093352166693382,0.019686980034549866,0.0207870463498923,0.0,0.0,0.0,0.0,0.0,0.0,0.5993249439855343,0.5431493060052298,0.3991745706707892,0.0007996980238863739,0.0008111845234865249,0.0006836447693055381,0.2028857789889764
1873,United States,0.030426757755623514,0.020271956781702818,0.06535947712418301,0.0,0.0,0.0,0.02342084090750985,0.02059007121577274,0.021827189736890282,0.0,0.0,0.0,0.0,0.0,0.0,0.6316178569123211,0.5993249439855343,0.5431493060052298,0.0009549638115849666,0.0007996980238863739,0.0008111845234865249,0.21499472518486723
1874,United States,0.031148053819212727,0.02014267528727085,0.0718954248366013,0.0,0.0,0.0,0.025644321711698358,0.025256789798290612,0.02282845770829425,0.0,0.0,0.0,0.0,0.0,0.0,0.6657924661507801,0.6316178569123211,0.5993249439855343,0.0015253279296614294,0.0009549638115849666,0.0007996980238863739,0.22267416962074554
