year_range,country_index,country,population_t-2,gdp_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,cumulative_co2_including_luc_t-2,co2_including_luc_t-2,population_t-1,gdp_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,cumulative_co2_including_luc_t-1,co2_including_luc_t-1,co2_including_luc_t+1
1961-1961,Democratic Republic of Congo,Democratic Republic of Congo,14903608.0,19357339648.0,0.171,1.257,0.0,0.0,454.719,1.271,7231.276,457.418,15276558.0,19799695360.0,0.098,1.041,0.0,0.0,579.588,1.18,7813.184,581.907,392.808
1962-1962,Democratic Republic of Congo,Democratic Republic of Congo,15276558.0,19799695360.0,0.098,1.041,0.0,0.0,579.588,1.18,7813.184,581.907,15673288.0,17659762688.0,0.069,1.057,0.0,0.0,390.453,1.229,8205.991,392.808,301.402
1963-1963,Democratic Republic of Congo,Democratic Republic of Congo,15673288.0,17659762688.0,0.069,1.057,0.0,0.0,390.453,1.229,8205.991,392.808,16086081.0,21385908224.0,0.098,0.839,0.0,0.0,299.23,1.235,8507.393,301.402,219.651
1964-1964,Democratic Republic of Congo,Democratic Republic of Congo,16086081.0,21385908224.0,0.098,0.839,0.0,0.0,299.23,1.235,8507.393,301.402,16517990.0,22497906688.0,0.12,0.818,0.0,0.0,217.358,1.354,8727.043,219.651,172.553
1965-1965,Democratic Republic of Congo,Democratic Republic of Congo,16517990.0,22497906688.0,0.12,0.818,0.0,0.0,217.358,1.354,8727.043,219.651,16965852.0,21953286144.0,0.113,0.94,0.0,0.0,170.579,0.921,8899.598,172.553,144.806
1966-1966,Democratic Republic of Congo,Democratic Republic of Congo,16965852.0,21953286144.0,0.113,0.94,0.0,0.0,170.579,0.921,8899.598,172.553,17438258.0,22174078976.0,0.123,1.178,0.0,0.0,142.337,1.167,9044.403,144.806,128.722
1967-1967,Democratic Republic of Congo,Democratic Republic of Congo,17438258.0,22174078976.0,0.123,1.178,0.0,0.0,142.337,1.167,9044.403,144.806,17941740.0,23676299264.0,0.131,0.909,0.0,0.0,126.319,1.363,9173.125,128.722,123.22
1968-1968,Democratic Republic of Congo,Democratic Republic of Congo,17941740.0,23676299264.0,0.131,0.909,0.0,0.0,126.319,1.363,9173.125,128.722,18472108.0,23450699776.0,0.145,0.949,0.0,0.0,120.931,1.194,9296.345,123.22,117.806
1969-1969,Democratic Republic of Congo,Democratic Republic of Congo,18472108.0,23450699776.0,0.145,0.949,0.0,0.0,120.931,1.194,9296.345,123.22,19022798.0,24458477568.0,0.145,0.74,0.0,0.0,114.44,2.481,9414.151,117.806,112.557
1970-1970,Democratic Republic of Congo,Democratic Republic of Congo,19022798.0,24458477568.0,0.145,0.74,0.0,0.0,114.44,2.481,9414.151,117.806,19583128.0,26727661568.0,0.16,0.887,0.0,0.0,108.909,2.601,9526.708,112.557,113.749
1971-1971,Democratic Republic of Congo,Democratic Republic of Congo,19583128.0,26727661568.0,0.16,0.887,0.0,0.0,108.909,2.601,9526.708,112.557,20151742.0,26659889152.0,0.207,0.788,0.0,0.0,111.039,1.715,9640.457,113.749,112.31
1972-1972,Democratic Republic of Congo,Democratic Republic of Congo,20151742.0,26659889152.0,0.207,0.788,0.0,0.0,111.039,1.715,9640.457,113.749,20712952.0,28362504192.0,0.225,0.876,0.0,0.0,109.351,1.858,9752.768,112.31,109.291
1973-1973,Democratic Republic of Congo,Democratic Republic of Congo,20712952.0,28362504192.0,0.225,0.876,0.0,0.0,109.351,1.858,9752.768,112.31,21273414.0,28414472192.0,0.236,0.85,0.0,0.0,106.274,1.931,9862.058,109.291,106.666
1974-1974,Democratic Republic of Congo,Democratic Republic of Congo,21273414.0,28414472192.0,0.236,0.85,0.0,0.0,106.274,1.931,9862.058,109.291,21853908.0,30887354368.0,0.265,0.828,0.0,0.0,103.477,2.096,9968.724,106.666,90.316
1975-1975,Democratic Republic of Congo,Democratic Republic of Congo,21853908.0,30887354368.0,0.265,0.828,0.0,0.0,103.477,2.096,9968.724,106.666,22448416.0,31926198272.0,0.309,0.832,0.0,0.0,86.952,2.224,10059.041,90.316,93.221
1976-1976,Democratic Republic of Congo,Democratic Republic of Congo,22448416.0,31926198272.0,0.309,0.832,0.0,0.0,86.952,2.224,10059.041,90.316,23052716.0,30364745728.0,0.309,0.671,0.0,0.0,89.988,2.253,10152.262,93.221,89.214
1977-1977,Democratic Republic of Congo,Democratic Republic of Congo,23052716.0,30364745728.0,0.309,0.671,0.0,0.0,89.988,2.253,10152.262,93.221,23655016.0,28598779904.0,0.32,0.876,0.0,0.0,85.809,2.209,10241.476,89.214,84.753
1978-1978,Democratic Republic of Congo,Democratic Republic of Congo,23655016.0,28598779904.0,0.32,0.876,0.0,0.0,85.809,2.209,10241.476,89.214,24256460.0,28761571328.0,0.238,0.887,0.0,0.0,81.276,2.352,10326.229,84.753,78.708
1979-1979,Democratic Republic of Congo,Democratic Republic of Congo,24256460.0,28761571328.0,0.238,0.887,0.0,0.0,81.276,2.352,10326.229,84.753,25015242.0,27125444608.0,0.225,0.843,0.0,0.0,75.182,2.459,10404.937,78.708,87.332
1980-1980,Democratic Republic of Congo,Democratic Republic of Congo,25015242.0,27125444608.0,0.225,0.843,0.0,0.0,75.182,2.459,10404.937,78.708,25902756.0,27103821824.0,0.212,0.747,0.0,0.0,83.592,2.781,10492.27,87.332,92.354
1981-1981,Democratic Republic of Congo,Democratic Republic of Congo,25902756.0,27103821824.0,0.212,0.747,0.0,0.0,83.592,2.781,10492.27,87.332,26708692.0,27648954368.0,0.206,0.843,0.0,0.0,88.869,2.437,10584.623,92.354,88.292
1982-1982,Democratic Republic of Congo,Democratic Republic of Congo,26708692.0,27648954368.0,0.206,0.843,0.0,0.0,88.869,2.437,10584.623,92.354,27457786.0,28317622272.0,0.227,0.861,0.0,0.0,84.537,2.667,10672.915,88.292,86.777
1983-1983,Democratic Republic of Congo,Democratic Republic of Congo,27457786.0,28317622272.0,0.227,0.861,0.0,0.0,84.537,2.667,10672.915,88.292,28219220.0,28196935680.0,0.248,0.824,0.0,0.0,83.73,1.975,10759.692,86.777,95.398
1984-1984,Democratic Republic of Congo,Democratic Republic of Congo,28219220.0,28196935680.0,0.248,0.824,0.0,0.0,83.73,1.975,10759.692,86.777,29005180.0,28585207808.0,0.231,0.806,0.0,0.0,91.4,2.961,10855.09,95.398,97.553
1985-1985,Democratic Republic of Congo,Democratic Republic of Congo,29005180.0,28585207808.0,0.231,0.806,0.0,0.0,91.4,2.961,10855.09,95.398,29879850.0,30141794304.0,0.238,0.824,0.0,0.0,93.621,2.869,10952.644,97.553,103.656
1986-1986,Democratic Republic of Congo,Democratic Republic of Congo,29879850.0,30141794304.0,0.238,0.824,0.0,0.0,93.621,2.869,10952.644,97.553,30800062.0,30309890048.0,0.194,0.822,0.0,0.0,100.044,2.597,11056.299,103.656,90.751
1987-1987,Democratic Republic of Congo,Democratic Republic of Congo,30800062.0,30309890048.0,0.194,0.822,0.0,0.0,100.044,2.597,11056.299,103.656,31725136.0,31729262592.0,0.191,0.839,0.0,0.0,87.405,2.316,11147.05,90.751,85.657
1988-1988,Democratic Republic of Congo,Democratic Republic of Congo,31725136.0,31729262592.0,0.191,0.839,0.0,0.0,87.405,2.316,11147.05,90.751,32712580.0,32572618752.0,0.21,0.85,0.0,0.0,81.841,2.755,11232.706,85.657,82.963
1989-1989,Democratic Republic of Congo,Democratic Republic of Congo,32712580.0,32572618752.0,0.21,0.85,0.0,0.0,81.841,2.755,11232.706,85.657,33750044.0,32745572352.0,0.208,0.931,0.0,0.0,78.985,2.84,11315.669,82.963,85.544
1990-1990,Democratic Republic of Congo,Democratic Republic of Congo,33750044.0,32745572352.0,0.208,0.931,0.0,0.0,78.985,2.84,11315.669,82.963,34825892.0,32549357568.0,0.19,0.843,0.0,0.0,81.192,3.32,11401.214,85.544,88.614
1991-1991,Democratic Republic of Congo,Democratic Republic of Congo,34825892.0,32549357568.0,0.19,0.843,0.0,0.0,81.192,3.32,11401.214,85.544,35987544.0,31745581056.0,0.189,0.89,0.0,0.0,84.365,3.169,11489.828,88.614,90.502
1992-1992,Democratic Republic of Congo,Democratic Republic of Congo,35987544.0,31745581056.0,0.189,0.89,0.0,0.0,84.365,3.169,11489.828,88.614,37194820.0,29817690112.0,0.102,0.148,0.0,0.0,87.221,3.03,11580.33,90.502,88.955
1993-1993,Democratic Republic of Congo,Democratic Republic of Congo,37194820.0,29817690112.0,0.102,0.148,0.0,0.0,87.221,3.03,11580.33,90.502,38332300.0,27407296512.0,0.071,0.099,0.0,0.0,86.049,2.737,11669.285,88.955,115.361
1994-1994,Democratic Republic of Congo,Democratic Republic of Congo,38332300.0,27407296512.0,0.071,0.099,0.0,0.0,86.049,2.737,11669.285,88.955,39580848.0,24338479104.0,0.061,0.0,0.0,0.0,112.699,2.601,11784.646,115.361,117.655
1995-1995,Democratic Republic of Congo,Democratic Republic of Congo,39580848.0,24338479104.0,0.061,0.0,0.0,0.0,112.699,2.601,11784.646,115.361,41511988.0,23485765632.0,0.068,0.0,1.053,0.0,114.904,1.63,11902.301,117.655,121.939
1996-1996,Democratic Republic of Congo,Democratic Republic of Congo,41511988.0,23485765632.0,0.068,0.0,1.053,0.0,114.904,1.63,11902.301,117.655,43285788.0,24780658688.0,0.096,0.0,0.993,0.0,118.842,2.008,12024.24,121.939,124.054
1997-1997,Democratic Republic of Congo,Democratic Republic of Congo,43285788.0,24780658688.0,0.096,0.0,0.993,0.0,118.842,2.008,12024.24,121.939,44118716.0,24914388992.0,0.098,0.0,1.162,0.0,120.581,2.213,12148.294,124.054,168.026
1998-1998,Democratic Republic of Congo,Democratic Republic of Congo,44118716.0,24914388992.0,0.098,0.0,1.162,0.0,120.581,2.213,12148.294,124.054,44822200.0,23716345856.0,0.051,0.0,1.214,0.0,164.937,1.825,12316.32,168.026,172.135
1999-1999,Democratic Republic of Congo,Democratic Republic of Congo,44822200.0,23716345856.0,0.051,0.0,1.214,0.0,164.937,1.825,12316.32,168.026,45895532.0,23460460544.0,0.054,0.0,1.078,0.0,169.402,1.601,12488.455,172.135,183.632
2000-2000,Democratic Republic of Congo,Democratic Republic of Congo,45895532.0,23460460544.0,0.054,0.0,1.078,0.0,169.402,1.601,12488.455,172.135,47227236.0,23134197760.0,0.064,0.0,0.882,0.0,181.432,1.253,12672.087,183.632,176.551
2001-2001,Democratic Republic of Congo,Democratic Republic of Congo,47227236.0,23134197760.0,0.064,0.0,0.882,0.0,181.432,1.253,12672.087,183.632,48616328.0,21854113792.0,0.068,0.0,0.812,0.0,174.847,0.824,12848.638,176.551,148.925
2002-2002,Democratic Republic of Congo,Democratic Republic of Congo,48616328.0,21854113792.0,0.068,0.0,0.812,0.0,174.847,0.824,12848.638,176.551,50106660.0,21977292800.0,0.081,0.0,0.877,0.0,147.277,0.689,12997.563,148.925,137.996
2003-2003,Democratic Republic of Congo,Democratic Republic of Congo,50106660.0,21977292800.0,0.081,0.0,0.877,0.0,147.277,0.689,12997.563,148.925,51662080.0,23244765184.0,0.106,0.005,0.879,0.0,136.262,0.744,13135.559,137.996,164.685
2004-2004,Democratic Republic of Congo,Democratic Republic of Congo,51662080.0,23244765184.0,0.106,0.005,0.879,0.0,136.262,0.744,13135.559,137.996,53205640.0,25228484608.0,0.132,0.002,1.057,0.0,162.588,0.905,13300.243,164.685,137.277
2005-2005,Democratic Republic of Congo,Democratic Republic of Congo,53205640.0,25228484608.0,0.132,0.002,1.057,0.0,162.588,0.905,13300.243,164.685,54815608.0,27653537792.0,0.16,0.007,0.872,0.0,135.249,0.989,13437.521,137.277,135.331
2006-2006,Democratic Republic of Congo,Democratic Republic of Congo,54815608.0,27653537792.0,0.16,0.007,0.872,0.0,135.249,0.989,13437.521,137.277,56550244.0,30164654080.0,0.207,0.024,0.819,0.0,133.042,1.238,13572.852,135.331,144.826
2007-2007,Democratic Republic of Congo,Democratic Republic of Congo,56550244.0,30164654080.0,0.207,0.024,0.819,0.0,133.042,1.238,13572.852,135.331,58381636.0,32708306944.0,0.204,0.02,0.78,0.022,142.474,1.326,13717.678,144.826,152.671
1952-1952,Egypt,Egypt,21150060.0,30757265408.0,0.505,0.509,0.0,0.0,4.98,9.219,168.013,15.213,21606364.0,31319513088.0,0.56,0.674,0.0,0.0,5.275,9.325,183.846,15.833,16.312
1953-1953,Egypt,Egypt,21606364.0,31319513088.0,0.56,0.674,0.0,0.0,5.275,9.325,183.846,15.833,22108170.0,31890446336.0,0.469,0.473,0.0,0.0,5.419,9.951,200.158,16.312,16.386
1954-1954,Egypt,Egypt,22108170.0,31890446336.0,0.469,0.473,0.0,0.0,5.419,9.951,200.158,16.312,22659266.0,32425277440.0,0.542,0.183,0.0,0.0,5.607,10.054,216.544,16.386,17.494
1955-1955,Egypt,Egypt,22659266.0,32425277440.0,0.542,0.183,0.0,0.0,5.607,10.054,216.544,16.386,23241220.0,33014044672.0,0.662,0.323,0.0,0.0,5.83,10.68,234.038,17.494,16.66
1956-1956,Egypt,Egypt,23241220.0,33014044672.0,0.662,0.323,0.0,0.0,5.83,10.68,234.038,17.494,23841704.0,33660149760.0,0.676,0.26,0.0,0.0,6.018,9.706,250.699,16.66,16.103
1957-1957,Egypt,Egypt,23841704.0,33660149760.0,0.676,0.26,0.0,0.0,6.018,9.706,250.699,16.66,24453502.0,35246452736.0,0.669,0.234,0.0,0.0,6.161,9.039,266.802,16.103,18.303
1958-1958,Egypt,Egypt,24453502.0,35246452736.0,0.669,0.234,0.0,0.0,6.161,9.039,266.802,16.103,25078382.0,36864356352.0,0.723,0.44,0.0,0.0,6.387,10.754,285.105,18.303,20.275
1959-1959,Egypt,Egypt,25078382.0,36864356352.0,0.723,0.44,0.0,0.0,6.387,10.754,285.105,18.303,25700976.0,38667513856.0,0.749,0.667,0.0,0.0,6.593,12.267,305.381,20.275,19.482
1960-1960,Egypt,Egypt,25700976.0,38667513856.0,0.749,0.667,0.0,0.0,6.593,12.267,305.381,20.275,26345770.0,40509591552.0,0.883,0.209,0.0,0.0,6.775,11.615,324.862,19.482,23.109
1961-1961,Egypt,Egypt,26345770.0,40509591552.0,0.883,0.209,0.0,0.0,6.775,11.615,324.862,19.482,27034500.0,42417643520.0,1.01,0.414,0.0,0.0,7.077,14.608,347.972,23.109,22.065
1962-1962,Egypt,Egypt,27034500.0,42417643520.0,1.01,0.414,0.0,0.0,7.077,14.608,347.972,23.109,27747872.0,45220061184.0,1.018,0.781,0.0,0.0,4.999,15.267,370.037,22.065,22.73
1963-1963,Egypt,Egypt,27747872.0,45220061184.0,1.018,0.781,0.0,0.0,4.999,15.267,370.037,22.065,28485028.0,48232701952.0,1.105,0.707,0.0,0.0,4.159,16.759,392.767,22.73,25.651
1964-1964,Egypt,Egypt,28485028.0,48232701952.0,1.105,0.707,0.0,0.0,4.159,16.759,392.767,22.73,29245942.0,51444883456.0,1.239,0.707,0.0,0.0,4.124,19.58,418.418,25.651,33.085
1965-1965,Egypt,Egypt,29245942.0,51444883456.0,1.239,0.707,0.0,0.0,4.124,19.58,418.418,25.651,30026652.0,54901977088.0,1.247,1.213,0.0,0.099,7.593,22.933,451.502,33.085,35.587
1966-1966,Egypt,Egypt,30026652.0,54901977088.0,1.247,1.213,0.0,0.099,7.593,22.933,451.502,33.085,30818472.0,58532794368.0,1.196,1.026,0.0,0.095,7.978,25.293,487.09,35.587,32.698
1967-1967,Egypt,Egypt,30818472.0,58532794368.0,1.196,1.026,0.0,0.095,7.978,25.293,487.09,35.587,31613136.0,58874122240.0,1.207,0.674,0.0,0.106,6.166,24.545,519.788,32.698,24.368
1968-1968,Egypt,Egypt,31613136.0,58874122240.0,1.207,0.674,0.0,0.106,6.166,24.545,519.788,32.698,32408416.0,58134978560.0,1.359,1.11,0.0,0.106,4.718,17.074,544.156,24.368,27.531
1969-1969,Egypt,Egypt,32408416.0,58134978560.0,1.359,1.11,0.0,0.106,4.718,17.074,544.156,24.368,33204632.0,59081297920.0,1.555,1.154,0.0,0.106,4.658,20.057,571.687,27.531,23.558
1970-1970,Egypt,Egypt,33204632.0,59081297920.0,1.555,1.154,0.0,0.106,4.658,20.057,571.687,27.531,33995960.0,63097380864.0,1.785,1.261,1.389,0.136,3.893,15.095,595.245,23.558,25.099
1971-1971,Egypt,Egypt,33995960.0,63097380864.0,1.785,1.261,1.389,0.136,3.893,15.095,595.245,23.558,34781992.0,67114483712.0,1.82,1.227,1.854,0.165,3.445,16.588,620.344,25.099,26.003
1972-1972,Egypt,Egypt,34781992.0,67114483712.0,1.82,1.227,1.854,0.165,3.445,16.588,620.344,25.099,35555972.0,69906251776.0,1.937,0.916,1.502,0.161,2.99,18.497,646.347,26.003,28.1
1973-1973,Egypt,Egypt,35555972.0,69906251776.0,1.937,0.916,1.502,0.161,2.99,18.497,646.347,26.003,36330772.0,71250780160.0,1.89,0.938,1.209,0.136,2.625,21.303,674.447,28.1,25.946
1974-1974,Egypt,Egypt,36330772.0,71250780160.0,1.89,0.938,1.209,0.136,2.625,21.303,674.447,28.1,37120780.0,73196101632.0,1.788,0.898,1.48,0.169,2.185,19.427,700.393,25.946,27.87
1975-1975,Egypt,Egypt,37120780.0,73196101632.0,1.788,0.898,1.48,0.169,2.185,19.427,700.393,25.946,37930376.0,76018040832.0,1.614,1.543,2.583,0.081,1.781,20.268,728.263,27.87,31.568
1976-1976,Egypt,Egypt,37930376.0,76018040832.0,1.614,1.543,2.583,0.081,1.781,20.268,728.263,27.87,38775584.0,83697410048.0,1.77,3.561,2.521,0.088,0.508,23.12,759.831,31.568,33.903
1977-1977,Egypt,Egypt,38775584.0,83697410048.0,1.77,3.561,2.521,0.088,0.508,23.12,759.831,31.568,39649056.0,96606691328.0,1.658,2.283,2.906,0.729,-0.548,26.875,793.734,33.903,36.415
1978-1978,Egypt,Egypt,39649056.0,96606691328.0,1.658,2.283,2.906,0.729,-0.548,26.875,793.734,33.903,40577356.0,109254148096.0,1.604,2.539,2.004,2.096,-1.4,29.572,830.149,36.415,37.207
1979-1979,Egypt,Egypt,40577356.0,109254148096.0,1.604,2.539,2.004,2.096,-1.4,29.572,830.149,36.415,41576640.0,117620129792.0,1.474,1.99,1.59,3.078,-2.054,31.129,867.356,37.207,41.379
1980-1980,Egypt,Egypt,41576640.0,117620129792.0,1.474,1.99,1.59,3.078,-2.054,31.129,867.356,37.207,42632456.0,126908743680.0,1.45,1.817,0.986,5.529,-1.51,33.108,908.735,41.379,44.623
1981-1981,Egypt,Egypt,42632456.0,126908743680.0,1.45,1.817,0.986,5.529,-1.51,33.108,908.735,41.379,43748552.0,140607651840.0,1.483,1.817,0.095,3.078,-0.553,38.703,953.358,44.623,50.201
1982-1982,Egypt,Egypt,43748552.0,140607651840.0,1.483,1.817,0.095,3.078,-0.553,38.703,953.358,44.623,44899572.0,146244911104.0,1.71,2.895,0.04,3.66,-0.702,42.598,1003.559,50.201,55.795
1983-1983,Egypt,Egypt,44899572.0,146244911104.0,1.71,2.895,0.04,3.66,-0.702,42.598,1003.559,50.201,46088652.0,161850654720.0,2.076,3.221,0.048,4.082,-0.636,47.005,1059.354,55.795,57.145
1984-1984,Egypt,Egypt,46088652.0,161850654720.0,2.076,3.221,0.048,4.082,-0.636,47.005,1059.354,55.795,47353672.0,174291288064.0,2.676,2.257,0.0,4.199,0.164,47.848,1116.499,57.145,64.693
1985-1985,Egypt,Egypt,47353672.0,174291288064.0,2.676,2.257,0.0,4.199,0.164,47.848,1116.499,57.145,48676444.0,184976097280.0,3.157,2.257,0.0,5.35,0.989,52.941,1181.192,64.693,66.043
1986-1986,Egypt,Egypt,48676444.0,184976097280.0,3.157,2.257,0.0,5.35,0.989,52.941,1181.192,64.693,50035844.0,197156339712.0,2.787,2.275,0.0,6.881,2.236,51.864,1247.235,66.043,75.584
1987-1987,Egypt,Egypt,50035844.0,197156339712.0,2.787,2.275,0.0,6.881,2.236,51.864,1247.235,66.043,51424316.0,202297851904.0,3.681,2.763,0.0,8.042,1.191,59.906,1322.819,75.584,76.341
1988-1988,Egypt,Egypt,51424316.0,202297851904.0,3.681,2.763,0.0,8.042,1.191,59.906,1322.819,75.584,52841316.0,207425830912.0,4.221,2.924,0.0,9.984,1.728,57.484,1399.16,76.341,75.502
1989-1989,Egypt,Egypt,52841316.0,207425830912.0,4.221,2.924,0.0,9.984,1.728,57.484,1399.16,76.341,54298448.0,216114298880.0,4.715,2.583,0.0,11.523,1.192,55.488,1474.662,75.502,74.697
1990-1990,Egypt,Egypt,54298448.0,216114298880.0,4.715,2.583,0.0,11.523,1.192,55.488,1474.662,75.502,55765848.0,222664802304.0,6.0,2.832,0.0,12.31,2.793,50.762,1549.359,74.697,77.07
1991-1991,Egypt,Egypt,55765848.0,222664802304.0,6.0,2.832,0.0,12.31,2.793,50.762,1549.359,74.697,57214632.0,227979902976.0,6.767,3.36,0.0,13.015,1.852,52.075,1626.429,77.07,86.842
1992-1992,Egypt,Egypt,57214632.0,227979902976.0,6.767,3.36,0.0,13.015,1.852,52.075,1626.429,77.07,58611032.0,241323327488.0,7.855,2.697,0.0,14.904,9.546,51.839,1713.271,86.842,91.266
1993-1993,Egypt,Egypt,58611032.0,241323327488.0,7.855,2.697,0.0,14.904,9.546,51.839,1713.271,86.842,59989148.0,254191042560.0,8.1,2.59,0.0,16.118,11.326,53.132,1804.537,91.266,99.269
1994-1994,Egypt,Egypt,59989148.0,254191042560.0,8.1,2.59,0.0,16.118,11.326,53.132,1804.537,91.266,61382204.0,269984907264.0,7.596,3.415,0.0,18.511,6.991,62.757,1903.805,99.269,94.054
1995-1995,Egypt,Egypt,61382204.0,269984907264.0,7.596,3.415,0.0,18.511,6.991,62.757,1903.805,99.269,62775844.0,286215798784.0,7.615,3.693,3.817,20.158,5.681,53.089,1997.86,94.054,101.777
1996-1996,Egypt,Egypt,62775844.0,286215798784.0,7.615,3.693,3.817,20.158,5.681,53.089,1997.86,94.054,64166908.0,305979228160.0,8.325,2.451,4.104,26.011,2.782,58.104,2099.636,101.777,101.577
1997-1997,Egypt,Egypt,64166908.0,305979228160.0,8.325,2.451,4.104,26.011,2.782,58.104,2099.636,101.777,65565196.0,328668872704.0,8.78,3.43,4.382,27.707,3.626,53.652,2201.213,101.577,114.437
1998-1998,Egypt,Egypt,65565196.0,328668872704.0,8.78,3.43,4.382,27.707,3.626,53.652,2201.213,101.577,66993732.0,354503262208.0,9.215,2.851,4.192,25.063,2.732,70.384,2315.651,114.437,132.225
1999-1999,Egypt,Egypt,66993732.0,354503262208.0,9.215,2.851,4.192,25.063,2.732,70.384,2315.651,114.437,68446008.0,380551430144.0,9.787,2.792,3.56,26.293,7.199,82.594,2447.876,132.225,130.521
2000-2000,Egypt,Egypt,68446008.0,380551430144.0,9.787,2.792,3.56,26.293,7.199,82.594,2447.876,132.225,69907888.0,409935675392.0,10.825,2.506,3.725,31.625,2.3,79.54,2578.397,130.521,146.286
2001-2001,Egypt,Egypt,69907888.0,409935675392.0,10.825,2.506,3.725,31.625,2.3,79.54,2578.397,130.521,71371368.0,444250292224.0,11.168,3.144,3.486,40.718,2.45,85.32,2724.683,146.286,131.159
2002-2002,Egypt,Egypt,71371368.0,444250292224.0,11.168,3.144,3.486,40.718,2.45,85.32,2724.683,146.286,72854256.0,475678998528.0,11.751,2.748,3.363,43.361,3.502,66.434,2855.842,131.159,131.217
2003-2003,Egypt,Egypt,72854256.0,475678998528.0,11.751,2.748,3.363,43.361,3.502,66.434,2855.842,131.159,74393760.0,501912305664.0,12.722,2.957,3.373,52.97,2.062,57.133,2987.059,131.217,152.625
2004-2004,Egypt,Egypt,74393760.0,501912305664.0,12.722,2.957,3.373,52.97,2.062,57.133,2987.059,131.217,75963328.0,528750444544.0,11.895,3.063,3.457,58.212,2.706,73.293,3139.685,152.625,155.398
2005-2005,Egypt,Egypt,75963328.0,528750444544.0,11.895,3.063,3.457,58.212,2.706,73.293,3139.685,152.625,77522424.0,561597906944.0,12.689,3.191,3.432,57.625,2.822,75.638,3295.083,155.398,170.478
