year_range,country_index,country,population_t-2,gdp_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,cumulative_co2_including_luc_t-2,co2_including_luc_t-2,population_t-1,gdp_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,cumulative_co2_including_luc_t-1,co2_including_luc_t-1,co2_including_luc_t+1
1990-1990,Mexico,Mexico,78892016.0,751820210176.0,10.069,11.054,2.568,49.633,230.141,232.342,16841.77,535.807,80233752.0,782981267456.0,10.121,12.329,2.074,51.278,273.154,247.678,17438.402,596.634,600.646
1991-1991,Mexico,Mexico,80233752.0,782981267456.0,10.121,12.329,2.074,51.278,273.154,247.678,17438.402,596.634,81720424.0,823577477120.0,10.736,15.895,1.847,52.923,283.603,235.642,18039.049,600.646,513.803
1992-1992,Mexico,Mexico,81720424.0,823577477120.0,10.736,15.895,1.847,52.923,283.603,235.642,18039.049,600.646,83351600.0,865148731392.0,10.955,15.51,1.869,55.268,183.669,246.532,18552.85,513.803,470.589
1993-1993,Mexico,Mexico,83351600.0,865148731392.0,10.955,15.51,1.869,55.268,183.669,246.532,18552.85,513.803,84993160.0,902108282880.0,11.751,14.806,1.891,55.612,137.809,248.72,19023.439,470.589,465.493
1994-1994,Mexico,Mexico,84993160.0,902108282880.0,11.751,14.806,1.891,55.612,137.809,248.72,19023.439,470.589,86648440.0,925343285248.0,12.389,18.203,2.612,55.066,127.426,249.797,19488.934,465.493,486.884
1995-1995,Mexico,Mexico,86648440.0,925343285248.0,12.389,18.203,2.612,55.066,127.426,249.797,19488.934,465.493,88314416.0,972991954944.0,13.836,20.247,2.806,56.902,135.041,258.052,19975.816,486.884,457.73
1996-1996,Mexico,Mexico,88314416.0,972991954944.0,13.836,20.247,2.806,56.902,135.041,258.052,19975.816,486.884,89969568.0,916478885888.0,11.033,22.266,3.679,56.92,126.588,237.244,20433.547,457.73,453.648
1997-1997,Mexico,Mexico,89969568.0,916478885888.0,11.033,22.266,3.679,56.92,126.588,237.244,20433.547,457.73,91586560.0,971219730432.0,12.272,25.197,4.708,62.745,111.884,236.842,20887.195,453.648,492.079
1998-1998,Mexico,Mexico,91586560.0,971219730432.0,12.272,25.197,4.708,62.745,111.884,236.842,20887.195,453.648,93183088.0,1045710700544.0,12.907,25.574,6.225,65.772,129.399,252.202,21379.275,492.079,522.594
1999-1999,Mexico,Mexico,93183088.0,1045710700544.0,12.907,25.574,6.225,65.772,129.399,252.202,21379.275,492.079,94767288.0,1105636622336.0,13.412,26.267,6.266,71.088,141.286,264.274,21901.867,522.594,507.452
2000-2000,Mexico,Mexico,94767288.0,1105636622336.0,13.412,26.267,6.266,71.088,141.286,264.274,21901.867,522.594,96334808.0,1156619567104.0,13.901,26.003,5.159,69.803,121.181,271.403,22409.32,507.452,518.63
2001-2001,Mexico,Mexico,96334808.0,1156619567104.0,13.901,26.003,5.159,69.803,121.181,271.403,22409.32,507.452,97873448.0,1241194692608.0,14.567,26.7,5.383,81.202,126.905,263.874,22927.949,518.63,514.238
2002-2002,Mexico,Mexico,97873448.0,1241194692608.0,14.567,26.7,5.383,81.202,126.905,263.874,22927.949,518.63,99394288.0,1251502718976.0,14.059,30.638,4.57,82.887,106.507,275.577,23442.188,514.238,510.31
2003-2003,Mexico,Mexico,99394288.0,1251502718976.0,14.059,30.638,4.57,82.887,106.507,275.577,23442.188,514.238,100917080.0,1275457961984.0,14.548,34.701,3.727,92.171,99.804,265.359,23952.496,510.31,528.815
1852-1852,Netherlands,Netherlands,3097727.0,11707341824.0,0.0,3.136,0.0,0.0,6.714,0.0,9.85,9.85,3119242.0,12011922432.0,0.0,3.118,0.0,0.0,6.636,0.0,19.604,9.754,10.241
1853-1853,Netherlands,Netherlands,3119242.0,12011922432.0,0.0,3.118,0.0,0.0,6.636,0.0,19.604,9.754,3140764.0,12002929664.0,0.0,3.763,0.0,0.0,6.478,0.0,29.845,10.241,10.988
1854-1854,Netherlands,Netherlands,3140764.0,12002929664.0,0.0,3.763,0.0,0.0,6.478,0.0,29.845,10.241,3162293.0,11830576128.0,0.0,4.17,0.0,0.0,6.818,0.0,40.833,10.988,13.002
1855-1855,Netherlands,Netherlands,3162293.0,11830576128.0,0.0,4.17,0.0,0.0,6.818,0.0,40.833,10.988,3183969.0,12649958400.0,0.0,5.947,0.0,0.0,7.055,0.0,53.835,13.002,11.393
1856-1856,Netherlands,Netherlands,3183969.0,12649958400.0,0.0,5.947,0.0,0.0,7.055,0.0,53.835,13.002,3205794.0,12370639872.0,0.0,4.65,0.0,0.0,6.743,0.0,65.228,11.393,11.688
1857-1857,Netherlands,Netherlands,3205794.0,12370639872.0,0.0,4.65,0.0,0.0,6.743,0.0,65.228,11.393,3227769.0,12937181184.0,0.0,4.723,0.0,0.0,6.965,0.0,76.915,11.688,11.309
1858-1858,Netherlands,Netherlands,3227769.0,12937181184.0,0.0,4.723,0.0,0.0,6.965,0.0,76.915,11.688,3249894.0,12803238912.0,0.0,4.217,0.0,0.0,7.092,0.0,88.224,11.309,10.693
1859-1859,Netherlands,Netherlands,3249894.0,12803238912.0,0.0,4.217,0.0,0.0,7.092,0.0,88.224,11.309,3272170.0,12517199872.0,0.0,3.708,0.0,0.0,6.985,0.0,98.917,10.693,10.163
1860-1860,Netherlands,Netherlands,3272170.0,12517199872.0,0.0,3.708,0.0,0.0,6.985,0.0,98.917,10.693,3295652.0,12109160448.0,0.0,3.525,0.0,0.0,6.638,0.0,109.079,10.163,12.077
1861-1861,Netherlands,Netherlands,3295652.0,12109160448.0,0.0,3.525,0.0,0.0,6.638,0.0,109.079,10.163,3320356.0,12741120000.0,0.0,4.796,0.0,0.0,7.281,0.0,121.157,12.077,11.573
1862-1862,Netherlands,Netherlands,3320356.0,12741120000.0,0.0,4.796,0.0,0.0,7.281,0.0,121.157,12.077,3346299.0,12474900480.0,0.0,4.404,0.0,0.0,7.169,0.0,132.73,11.573,12.649
1863-1863,Netherlands,Netherlands,3346299.0,12474900480.0,0.0,4.404,0.0,0.0,7.169,0.0,132.73,11.573,3373499.0,13063445504.0,0.0,5.672,0.0,0.0,6.977,0.0,145.379,12.649,11.138
1864-1864,Netherlands,Netherlands,3373499.0,13063445504.0,0.0,5.672,0.0,0.0,6.977,0.0,145.379,12.649,3401973.0,13428340736.0,0.0,4.074,0.0,0.0,7.053,0.011,156.517,11.138,10.437
1865-1865,Netherlands,Netherlands,3401973.0,13428340736.0,0.0,4.074,0.0,0.0,7.053,0.011,156.517,11.138,3430688.0,14104841216.0,0.0,3.378,0.0,0.0,7.033,0.026,166.953,10.437,10.713
1866-1866,Netherlands,Netherlands,3430688.0,14104841216.0,0.0,3.378,0.0,0.0,7.033,0.026,166.953,10.437,3459645.0,14244819968.0,0.0,3.829,0.0,0.0,6.866,0.018,177.666,10.713,11.072
1867-1867,Netherlands,Netherlands,3459645.0,14244819968.0,0.0,3.829,0.0,0.0,6.866,0.018,177.666,10.713,3488847.0,14883647488.0,0.0,4.188,0.0,0.0,6.855,0.029,188.738,11.072,11.365
1868-1868,Netherlands,Netherlands,3488847.0,14883647488.0,0.0,4.188,0.0,0.0,6.855,0.029,188.738,11.072,3518295.0,14485770240.0,0.0,4.005,0.0,0.0,7.323,0.037,200.103,11.365,11.416
1869-1869,Netherlands,Netherlands,3518295.0,14485770240.0,0.0,4.005,0.0,0.0,7.323,0.037,200.103,11.365,3547992.0,14710536192.0,0.0,4.192,0.0,0.0,7.177,0.048,211.519,11.416,11.659
1870-1870,Netherlands,Netherlands,3547992.0,14710536192.0,0.0,4.192,0.0,0.0,7.177,0.048,211.519,11.416,3580048.0,15322449920.0,0.0,4.324,0.0,0.0,7.287,0.048,223.178,11.659,13.004
1871-1871,Netherlands,Netherlands,3580048.0,15322449920.0,0.0,4.324,0.0,0.0,7.287,0.048,223.178,11.659,3614507.0,15963419648.0,0.0,4.888,0.0,0.0,8.062,0.055,236.182,13.004,13.216
1872-1872,Netherlands,Netherlands,3614507.0,15963419648.0,0.0,4.888,0.0,0.0,8.062,0.055,236.182,13.004,3651413.0,15867503616.0,0.0,4.917,0.0,0.0,8.237,0.062,249.398,13.216,13.543
1873-1873,Netherlands,Netherlands,3651413.0,15867503616.0,0.0,4.917,0.0,0.0,8.237,0.062,249.398,13.216,3690812.0,16164068352.0,0.0,5.265,0.0,0.0,8.212,0.066,262.941,13.543,13.992
1874-1874,Netherlands,Netherlands,3690812.0,16164068352.0,0.0,5.265,0.0,0.0,8.212,0.066,262.941,13.543,3732749.0,16526010368.0,0.0,5.056,0.0,0.0,8.851,0.084,276.932,13.992,14.053
1875-1875,Netherlands,Netherlands,3732749.0,16526010368.0,0.0,5.056,0.0,0.0,8.851,0.084,276.932,13.992,3775163.0,16242065408.0,0.0,4.653,0.0,0.0,9.312,0.088,290.986,14.053,14.446
1876-1876,Netherlands,Netherlands,3775163.0,16242065408.0,0.0,4.653,0.0,0.0,9.312,0.088,290.986,14.053,3818059.0,17364191232.0,0.0,5.316,0.0,0.0,9.027,0.103,305.432,14.446,15.613
1877-1877,Netherlands,Netherlands,3818059.0,17364191232.0,0.0,5.316,0.0,0.0,9.027,0.103,305.432,14.446,3861442.0,17608040448.0,0.0,6.108,0.0,0.0,9.403,0.103,321.045,15.613,15.97
1878-1878,Netherlands,Netherlands,3861442.0,17608040448.0,0.0,6.108,0.0,0.0,9.403,0.103,321.045,15.613,3905319.0,18059833344.0,0.0,6.185,0.0,0.0,9.66,0.125,337.015,15.97,16.28
1879-1879,Netherlands,Netherlands,3905319.0,18059833344.0,0.0,6.185,0.0,0.0,9.66,0.125,337.015,15.97,3949693.0,17778257920.0,0.0,6.559,0.0,0.0,9.593,0.128,353.295,16.28,16.504
1880-1880,Netherlands,Netherlands,3949693.0,17778257920.0,0.0,6.559,0.0,0.0,9.593,0.128,353.295,16.28,3994700.0,17594204160.0,0.0,7.075,0.0,0.0,9.293,0.136,369.799,16.504,18.349
1881-1881,Netherlands,Netherlands,3994700.0,17594204160.0,0.0,7.075,0.0,0.0,9.293,0.136,369.799,16.504,4040346.0,18864637952.0,0.0,7.823,0.0,0.0,10.376,0.15,388.148,18.349,18.211
1882-1882,Netherlands,Netherlands,4040346.0,18864637952.0,0.0,7.823,0.0,0.0,10.376,0.15,388.148,18.349,4086642.0,19146825728.0,0.0,7.863,0.0,0.0,10.183,0.165,406.359,18.211,18.185
1883-1883,Netherlands,Netherlands,4086642.0,19146825728.0,0.0,7.863,0.0,0.0,10.183,0.165,406.359,18.211,4133595.0,19650539520.0,0.0,7.947,0.0,0.0,10.054,0.183,424.544,18.185,19.245
1884-1884,Netherlands,Netherlands,4133595.0,19650539520.0,0.0,7.947,0.0,0.0,10.054,0.183,424.544,18.185,4181215.0,21121540096.0,0.0,8.801,0.0,0.0,10.236,0.209,443.789,19.245,19.281
1885-1885,Netherlands,Netherlands,4181215.0,21121540096.0,0.0,8.801,0.0,0.0,10.236,0.209,443.789,19.245,4229384.0,21489209344.0,0.0,8.786,0.0,0.0,10.264,0.231,463.07,19.281,19.502
1886-1886,Netherlands,Netherlands,4229384.0,21489209344.0,0.0,8.786,0.0,0.0,10.264,0.231,463.07,19.281,4278108.0,21965811712.0,0.0,9.186,0.0,0.0,10.082,0.234,482.572,19.502,19.775
1887-1887,Netherlands,Netherlands,4278108.0,21965811712.0,0.0,9.186,0.0,0.0,10.082,0.234,482.572,19.502,4327393.0,22309181440.0,0.0,9.358,0.0,0.0,10.157,0.26,502.347,19.775,20.706
1888-1888,Netherlands,Netherlands,4327393.0,22309181440.0,0.0,9.358,0.0,0.0,10.157,0.26,502.347,19.775,4377246.0,22866294784.0,0.0,9.512,0.0,0.0,10.919,0.275,523.052,20.706,21.638
1889-1889,Netherlands,Netherlands,4377246.0,22866294784.0,0.0,9.512,0.0,0.0,10.919,0.275,523.052,20.706,4427673.0,23183792128.0,0.0,10.585,0.0,0.0,10.778,0.275,544.69,21.638,21.557
1890-1890,Netherlands,Netherlands,4427673.0,23183792128.0,0.0,10.585,0.0,0.0,10.778,0.275,544.69,21.638,4479670.0,23990265856.0,0.0,10.307,0.0,0.0,10.946,0.304,566.247,21.557,21.923
1891-1891,Netherlands,Netherlands,4479670.0,23990265856.0,0.0,10.307,0.0,0.0,10.946,0.304,566.247,21.557,4533266.0,23028729856.0,0.0,9.966,0.0,0.0,11.638,0.319,588.17,21.923,23.179
1892-1892,Netherlands,Netherlands,4533266.0,23028729856.0,0.0,9.966,0.0,0.0,11.638,0.319,588.17,21.923,4588493.0,23085475840.0,0.0,11.56,0.0,0.0,11.271,0.348,611.349,23.179,22.191
1893-1893,Netherlands,Netherlands,4588493.0,23085475840.0,0.0,11.56,0.0,0.0,11.271,0.348,611.349,23.179,4645382.0,23766792192.0,0.0,10.944,0.0,0.0,10.87,0.377,633.54,22.191,23.097
1894-1894,Netherlands,Netherlands,4645382.0,23766792192.0,0.0,10.944,0.0,0.0,10.87,0.377,633.54,22.191,4703966.0,23508996096.0,0.0,11.065,0.0,0.0,11.636,0.396,656.637,23.097,23.494
1895-1895,Netherlands,Netherlands,4703966.0,23508996096.0,0.0,11.065,0.0,0.0,11.636,0.396,656.637,23.097,4763289.0,24886521856.0,0.0,11.186,0.0,0.0,11.876,0.432,680.131,23.494,22.936
1896-1896,Netherlands,Netherlands,4763289.0,24886521856.0,0.0,11.186,0.0,0.0,11.876,0.432,680.131,23.494,4823360.0,25033236480.0,0.0,11.164,0.0,0.0,11.311,0.462,703.068,22.936,24.055
1897-1897,Netherlands,Netherlands,4823360.0,25033236480.0,0.0,11.164,0.0,0.0,11.311,0.462,703.068,22.936,4884188.0,26076893184.0,0.0,12.029,0.0,0.0,11.561,0.465,727.123,24.055,24.736
1898-1898,Netherlands,Netherlands,4884188.0,26076893184.0,0.0,12.029,0.0,0.0,11.561,0.465,727.123,24.055,4945783.0,26752634880.0,0.0,12.611,0.0,0.0,11.634,0.491,751.859,24.736,24.309
1899-1899,Netherlands,Netherlands,4945783.0,26752634880.0,0.0,12.611,0.0,0.0,11.634,0.491,751.859,24.736,5008156.0,27171293184.0,0.0,12.417,0.0,0.0,11.375,0.517,776.168,24.309,24.17
1900-1900,Netherlands,Netherlands,5008156.0,27171293184.0,0.0,12.417,0.0,0.0,11.375,0.517,776.168,24.309,5072940.0,27555450880.0,0.0,12.78,0.0,0.0,10.892,0.498,800.338,24.17,26.05
1901-1901,Netherlands,Netherlands,5072940.0,27555450880.0,0.0,12.78,0.0,0.0,10.892,0.498,800.338,24.17,5140189.0,27283451904.0,0.0,14.117,0.0,0.0,11.416,0.517,826.388,26.05,25.231
1902-1902,Netherlands,Netherlands,5140189.0,27283451904.0,0.0,14.117,0.0,0.0,11.416,0.517,826.388,26.05,5209957.0,28626743296.0,0.0,13.758,0.0,0.0,10.919,0.553,851.618,25.231,24.541
1903-1903,Netherlands,Netherlands,5209957.0,28626743296.0,0.0,13.758,0.0,0.0,10.919,0.553,851.618,25.231,5282301.0,29867149312.0,0.0,13.718,0.0,0.0,10.24,0.583,876.159,24.541,24.935
1904-1904,Netherlands,Netherlands,5282301.0,29867149312.0,0.0,13.718,0.0,0.0,10.24,0.583,876.159,24.541,5357276.0,29876615168.0,0.0,14.704,0.0,0.0,9.638,0.594,901.094,24.935,26.32
1905-1905,Netherlands,Netherlands,5357276.0,29876615168.0,0.0,14.704,0.0,0.0,9.638,0.594,901.094,24.935,5433315.0,30309269504.0,0.0,15.609,0.0,0.0,10.155,0.557,927.415,26.32,26.712
1906-1906,Netherlands,Netherlands,5433315.0,30309269504.0,0.0,15.609,0.0,0.0,10.155,0.557,927.415,26.32,5510433.0,31834984448.0,0.0,16.015,0.0,0.0,10.117,0.579,954.126,26.712,27.533
1907-1907,Netherlands,Netherlands,5510433.0,31834984448.0,0.0,16.015,0.0,0.0,10.117,0.579,954.126,26.712,5588646.0,32496640000.0,0.0,17.444,0.0,0.0,9.477,0.612,981.659,27.533,28.113
1908-1908,Netherlands,Netherlands,5588646.0,32496640000.0,0.0,17.444,0.0,0.0,9.477,0.612,981.659,27.533,5667969.0,31930320896.0,0.0,17.965,0.0,0.0,9.536,0.612,1009.772,28.113,28.334
1909-1909,Netherlands,Netherlands,5667969.0,31930320896.0,0.0,17.965,0.0,0.0,9.536,0.612,1009.772,28.113,5748418.0,32563607552.0,0.0,18.316,0.0,0.0,9.413,0.605,1038.106,28.334,28.97
1910-1910,Netherlands,Netherlands,5748418.0,32563607552.0,0.0,18.316,0.0,0.0,9.413,0.605,1038.106,28.334,5830495.0,34304423936.0,0.0,19.313,0.0,0.0,9.053,0.605,1067.077,28.97,29.363
1911-1911,Netherlands,Netherlands,5830495.0,34304423936.0,0.0,19.313,0.0,0.0,9.053,0.605,1067.077,28.97,5914229.0,35709661184.0,0.0,20.225,0.0,0.0,8.529,0.608,1096.439,29.363,31.329
1912-1912,Netherlands,Netherlands,5914229.0,35709661184.0,0.0,20.225,0.0,0.0,8.529,0.608,1096.439,29.363,5999652.0,36849471488.0,0.0,21.464,0.0,0.0,9.25,0.616,1127.769,31.329,33.662
1913-1913,Netherlands,Netherlands,5999652.0,36849471488.0,0.0,21.464,0.0,0.0,9.25,0.616,1127.769,31.329,6086795.0,37894660096.0,0.0,24.296,0.0,0.0,8.739,0.627,1161.43,33.662,35.905
1914-1914,Netherlands,Netherlands,6086795.0,37894660096.0,0.0,24.296,0.0,0.0,8.739,0.627,1161.43,33.662,6175690.0,39782457344.0,0.0,26.894,0.0,0.0,8.355,0.656,1197.335,35.905,34.101
1915-1915,Netherlands,Netherlands,6175690.0,39782457344.0,0.0,26.894,0.0,0.0,8.355,0.656,1197.335,35.905,6265882.0,38703980544.0,0.0,24.721,0.0,0.0,8.277,1.103,1231.436,34.101,32.607
1916-1916,Netherlands,Netherlands,6265882.0,38703980544.0,0.0,24.721,0.0,0.0,8.277,1.103,1231.436,34.101,6357392.0,40019910656.0,0.0,23.996,0.0,0.0,8.073,0.539,1264.043,32.607,30.208
1917-1917,Netherlands,Netherlands,6357392.0,40019910656.0,0.0,23.996,0.0,0.0,8.073,0.539,1264.043,32.607,6450239.0,41089896448.0,0.0,21.933,0.0,0.0,7.81,0.465,1294.251,30.208,16.311
1918-1918,Netherlands,Netherlands,6450239.0,41089896448.0,0.0,21.933,0.0,0.0,7.81,0.465,1294.251,30.208,6544441.0,38466772992.0,0.0,8.336,0.0,0.0,7.657,0.319,1310.562,16.311,22.55
1919-1919,Netherlands,Netherlands,6544441.0,38466772992.0,0.0,8.336,0.0,0.0,7.657,0.319,1310.562,16.311,6640214.0,36075937792.0,0.0,14.513,0.0,0.0,8.022,0.015,1333.112,22.55,29.704
1920-1920,Netherlands,Netherlands,6640214.0,36075937792.0,0.0,14.513,0.0,0.0,8.022,0.015,1333.112,22.55,6736779.0,44708851712.0,0.0,20.698,0.0,0.0,7.724,1.282,1362.817,29.704,29.753
1921-1921,Netherlands,Netherlands,6736779.0,44708851712.0,0.0,20.698,0.0,0.0,7.724,1.282,1362.817,29.704,6834137.0,46066495488.0,0.0,20.695,0.0,0.0,7.582,1.476,1392.57,29.753,31.375
1922-1922,Netherlands,Netherlands,6834137.0,46066495488.0,0.0,20.695,0.0,0.0,7.582,1.476,1392.57,29.753,6932291.0,48883023872.0,0.0,21.94,0.0,0.0,8.142,1.293,1423.945,31.375,35.71
1923-1923,Netherlands,Netherlands,6932291.0,48883023872.0,0.0,21.94,0.0,0.0,8.142,1.293,1423.945,31.375,7031246.0,51551592448.0,0.0,25.736,0.0,0.0,8.439,1.535,1459.655,35.71,34.684
1924-1924,Netherlands,Netherlands,7031246.0,51551592448.0,0.0,25.736,0.0,0.0,8.439,1.535,1459.655,35.71,7131002.0,52824199168.0,0.0,25.293,0.0,0.0,7.486,1.905,1494.339,34.684,37.472
1925-1925,Netherlands,Netherlands,7131002.0,52824199168.0,0.0,25.293,0.0,0.0,7.486,1.905,1494.339,34.684,7232174.0,56680992768.0,0.0,28.491,0.0,0.0,6.878,2.103,1531.811,37.472,40.389
1926-1926,Netherlands,Netherlands,7232174.0,56680992768.0,0.0,28.491,0.0,0.0,6.878,2.103,1531.811,37.472,7334781.0,59067953152.0,0.0,31.525,0.0,0.0,6.797,2.066,1572.2,40.389,41.23
1927-1927,Netherlands,Netherlands,7334781.0,59067953152.0,0.0,31.525,0.0,0.0,6.797,2.066,1572.2,40.389,7438843.0,63809810432.0,0.0,31.943,0.0,0.0,6.902,2.385,1613.43,41.23,44.688
1928-1928,Netherlands,Netherlands,7438843.0,63809810432.0,0.0,31.943,0.0,0.0,6.902,2.385,1613.43,41.23,7544382.0,66464247808.0,0.0,35.097,0.0,0.0,6.721,2.869,1658.117,44.688,44.908
1929-1929,Netherlands,Netherlands,7544382.0,66464247808.0,0.0,35.097,0.0,0.0,6.721,2.869,1658.117,44.688,7651419.0,70017122304.0,0.0,35.2,0.0,0.0,6.901,2.807,1703.025,44.908,48.299
1930-1930,Netherlands,Netherlands,7651419.0,70017122304.0,0.0,35.2,0.0,0.0,6.901,2.807,1703.025,44.908,7756463.0,70567174144.0,0.105,38.41,0.0,0.0,7.033,2.751,1751.324,48.299,46.962
1931-1931,Netherlands,Netherlands,7756463.0,70567174144.0,0.105,38.41,0.0,0.0,7.033,2.751,1751.324,48.299,7859443.0,70412001280.0,0.109,37.571,0.0,0.0,6.182,3.1,1798.286,46.962,50.636
1932-1932,Netherlands,Netherlands,7859443.0,70412001280.0,0.109,37.571,0.0,0.0,6.182,3.1,1798.286,46.962,7960289.0,66111733760.0,0.098,41.425,0.0,0.0,5.68,3.433,1848.922,50.636,47.155
1933-1933,Netherlands,Netherlands,7960289.0,66111733760.0,0.098,41.425,0.0,0.0,5.68,3.433,1848.922,50.636,8058927.0,65195196416.0,0.127,38.362,0.0,0.0,5.738,2.927,1896.077,47.155,44.269
1934-1934,Netherlands,Netherlands,8058927.0,65195196416.0,0.127,38.362,0.0,0.0,5.738,2.927,1896.077,47.155,8155281.0,65072300032.0,0.178,35.277,0.0,0.0,5.7,3.114,1940.346,44.269,44.149
1935-1935,Netherlands,Netherlands,8155281.0,65072300032.0,0.178,35.277,0.0,0.0,5.7,3.114,1940.346,44.269,8252788.0,63883718656.0,0.196,35.508,0.0,0.0,5.521,2.924,1984.496,44.149,42.241
1936-1936,Netherlands,Netherlands,8252788.0,63883718656.0,0.196,35.508,0.0,0.0,5.521,2.924,1984.496,44.149,8351461.0,66265939968.0,0.178,33.815,0.0,0.0,4.976,3.272,2026.737,42.241,44.76
1937-1937,Netherlands,Netherlands,8351461.0,66265939968.0,0.178,33.815,0.0,0.0,4.976,3.272,2026.737,42.241,8451313.0,70452871168.0,0.2,36.043,0.0,0.0,4.868,3.649,2071.497,44.76,48.565
1938-1938,Netherlands,Netherlands,8451313.0,70452871168.0,0.2,36.043,0.0,0.0,4.868,3.649,2071.497,44.76,8552359.0,74467336192.0,0.218,39.377,0.0,0.0,4.566,4.404,2120.062,48.565,48.156
1939-1939,Netherlands,Netherlands,8552359.0,74467336192.0,0.218,39.377,0.0,0.0,4.566,4.404,2120.062,48.565,8654613.0,72676081664.0,0.225,38.007,0.0,0.0,4.85,5.075,2168.218,48.156,45.142
1940-1940,Netherlands,Netherlands,8654613.0,72676081664.0,0.225,38.007,0.0,0.0,4.85,5.075,2168.218,48.156,8760124.0,77606535168.0,0.269,40.432,0.0,0.0,4.441,0.0,2213.36,45.142,38.126
1941-1941,Netherlands,Netherlands,8760124.0,77606535168.0,0.269,40.432,0.0,0.0,4.441,0.0,2213.36,45.142,8868956.0,68377178112.0,0.0,33.438,0.0,0.0,4.688,0.0,2251.486,38.126,42.094
1942-1942,Netherlands,Netherlands,8868956.0,68377178112.0,0.0,33.438,0.0,0.0,4.688,0.0,2251.486,38.126,8981176.0,64752451584.0,0.229,36.897,0.0,0.0,4.968,0.0,2293.58,42.094,39.519
1943-1943,Netherlands,Netherlands,8981176.0,64752451584.0,0.229,36.897,0.0,0.0,4.968,0.0,2293.58,42.094,9096853.0,59188932608.0,0.182,34.412,0.0,0.0,4.925,0.0,2333.098,39.519,40.303
1944-1944,Netherlands,Netherlands,9096853.0,59188932608.0,0.182,34.412,0.0,0.0,4.925,0.0,2333.098,39.519,9216054.0,57767636992.0,0.178,34.749,0.0,0.0,5.376,0.0,2373.401,40.303,28.721
1945-1945,Netherlands,Netherlands,9216054.0,57767636992.0,0.178,34.749,0.0,0.0,5.376,0.0,2373.401,40.303,9336818.0,38736850944.0,0.105,23.23,0.0,0.0,5.386,0.0,2402.123,28.721,19.987
1946-1946,Netherlands,Netherlands,9336818.0,38736850944.0,0.105,23.23,0.0,0.0,5.386,0.0,2402.123,28.721,9459164.0,39650623488.0,0.113,14.539,0.0,0.0,5.335,0.0,2422.109,19.987,36.487
1947-1947,Netherlands,Netherlands,9459164.0,39650623488.0,0.113,14.539,0.0,0.0,5.335,0.0,2422.109,19.987,9583114.0,66948096000.0,0.2,30.708,0.0,0.0,5.385,0.194,2458.596,36.487,50.101
1948-1948,Netherlands,Netherlands,9583114.0,66948096000.0,0.2,30.708,0.0,0.0,5.385,0.194,2458.596,36.487,9708687.0,77482983424.0,0.258,36.907,0.0,0.0,5.498,7.439,2508.698,50.101,52.885
1949-1949,Netherlands,Netherlands,9708687.0,77482983424.0,0.258,36.907,0.0,0.0,5.498,7.439,2508.698,50.101,9835906.0,85759803392.0,0.291,38.143,0.0,0.011,5.622,8.819,2561.583,52.885,56.492
1950-1950,Netherlands,Netherlands,9835906.0,85759803392.0,0.291,38.143,0.0,0.011,5.622,8.819,2561.583,52.885,9964193.0,93317586944.0,0.273,41.095,0.0,0.011,5.994,9.12,2618.075,56.492,56.437
1951-1951,Netherlands,Netherlands,9964193.0,93317586944.0,0.273,41.095,0.0,0.011,5.994,9.12,2618.075,56.492,10093555.0,96665092096.0,0.294,42.667,0.0,0.015,5.15,8.31,2674.512,56.437,59.734
1952-1952,Netherlands,Netherlands,10093555.0,96665092096.0,0.294,42.667,0.0,0.015,5.15,8.31,2674.512,56.437,10226297.0,98691350528.0,0.345,44.686,0.0,0.015,4.765,9.922,2734.245,59.734,59.435
1953-1953,Netherlands,Netherlands,10226297.0,98691350528.0,0.345,44.686,0.0,0.015,4.765,9.922,2734.245,59.734,10361806.0,100684521472.0,0.403,43.808,0.0,0.029,4.721,10.475,2793.681,59.435,59.952
1954-1954,Netherlands,Netherlands,10361806.0,100684521472.0,0.403,43.808,0.0,0.029,4.721,10.475,2793.681,59.435,10497301.0,109433413632.0,0.425,43.572,0.0,0.044,4.687,11.223,2853.633,59.952,62.525
1955-1955,Netherlands,Netherlands,10497301.0,109433413632.0,0.425,43.572,0.0,0.044,4.687,11.223,2853.633,59.952,10631384.0,116875337728.0,0.48,44.074,0.0,0.176,4.132,13.663,2916.157,62.525,65.073
1956-1956,Netherlands,Netherlands,10631384.0,116875337728.0,0.48,44.074,0.0,0.176,4.132,13.663,2916.157,62.525,10767911.0,125548331008.0,0.545,44.291,0.0,0.256,4.087,15.893,2981.231,65.073,68.584
1957-1957,Netherlands,Netherlands,10767911.0,125548331008.0,0.545,44.291,0.0,0.256,4.087,15.893,2981.231,65.073,10905351.0,130160410624.0,0.621,44.968,0.0,0.297,3.506,19.192,3049.815,68.584,67.826
1958-1958,Netherlands,Netherlands,10905351.0,130160410624.0,0.621,44.968,0.0,0.297,3.506,19.192,3049.815,68.584,11046127.0,133827207168.0,0.654,43.447,0.0,0.286,3.418,20.021,3117.641,67.826,69.838
