country,year,population,gdp,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,cumulative_co2_including_luc,co2_including_luc
Netherlands,1968,12727200.0,220964061184.0,1.697,27.311,0.0,17.034,0.407,67.403,4114.635,113.852
Netherlands,1969,12881251.0,235189714944.0,1.628,24.168,0.081,18.503,0.193,71.422,4230.629,115.995
Netherlands,1970,13037686.0,248591794176.0,1.893,18.803,0.092,35.346,-0.291,85.669,4372.142,141.512
Netherlands,1971,13186716.0,259072983040.0,1.921,13.069,0.095,45.763,-0.041,79.817,4512.767,140.625
Netherlands,1972,13324182.0,267650547712.0,1.834,10.343,0.059,59.152,0.257,86.108,4670.519,157.752
Netherlands,1973,13447575.0,280204148736.0,1.779,10.332,0.033,65.26,-0.132,87.855,4835.647,165.128
Netherlands,1974,13560532.0,291312140288.0,1.708,11.069,0.037,70.052,-0.207,77.12,4995.425,159.778
Netherlands,1975,13663970.0,291063988224.0,1.477,8.515,0.044,71.899,0.442,70.591,5148.392,152.967
Netherlands,1976,13760114.0,304755703808.0,1.32,9.226,0.044,74.958,0.405,83.583,5317.927,169.536
Netherlands,1977,13855560.0,313049841664.0,1.404,9.787,0.04,74.102,0.102,78.272,5481.635,163.708
Netherlands,1978,13949415.0,320433848320.0,1.337,11.01,0.033,78.043,0.01,79.37,5651.438,169.803
Netherlands,1979,14040286.0,327558463488.0,1.191,11.717,0.022,84.503,-0.18,89.574,5838.265,186.827
Netherlands,1980,14130383.0,331504746496.0,1.134,12.696,0.029,79.122,-0.085,83.651,6014.812,176.547
Netherlands,1981,14217323.0,329838788608.0,0.941,14.718,0.048,81.491,-0.055,66.912,6178.867,164.055
Netherlands,1982,14296533.0,325990940672.0,0.821,12.838,0.048,62.682,0.952,57.098,6313.307,134.439
Netherlands,1983,14369651.0,331569922048.0,0.763,20.255,0.048,66.696,1.254,49.596,6451.918,138.612
Netherlands,1984,14441930.0,342475538432.0,0.719,25.263,0.077,70.528,1.54,47.485,6597.531,145.612
Netherlands,1985,14515705.0,353024507904.0,0.603,25.26,0.092,74.066,1.791,46.959,6746.302,148.771
Netherlands,1986,14592526.0,362737696768.0,0.583,23.384,0.22,66.978,2.311,52.85,6892.627,146.325
Netherlands,1987,14675302.0,367878504448.0,0.494,25.516,0.165,69.224,2.195,56.081,7046.303,153.675
Netherlands,1988,14762321.0,377506496512.0,0.512,28.33,0.117,62.735,2.333,53.908,7194.238,147.935
Netherlands,1989,14850230.0,395159109632.0,0.463,30.594,0.249,76.816,2.962,53.542,7358.864,164.627
Netherlands,1990,14944550.0,411390803968.0,0.416,34.193,0.885,73.122,2.738,52.871,7524.268,165.403
Netherlands,1991,15046578.0,423942324224.0,0.498,31.655,0.819,81.308,3.154,55.667,7698.533,174.265
Netherlands,1992,15150688.0,433663901696.0,0.449,31.239,0.752,79.3,3.327,58.027,7872.778,174.245
Netherlands,1993,15251088.0,441708281856.0,0.458,31.582,0.685,81.861,3.211,55.105,8046.852,174.074
Netherlands,1994,15349481.0,457377480704.0,0.463,34.655,0.619,78.7,2.942,55.864,8221.441,174.59
Netherlands,1995,15446670.0,474451017728.0,0.428,34.701,0.552,81.003,4.631,55.219,8399.273,177.832
Netherlands,1996,15538617.0,494206812160.0,0.316,33.336,0.496,90.0,4.285,56.894,8585.854,186.582
Netherlands,1997,15629912.0,518458408960.0,0.376,32.503,0.606,84.033,4.509,56.57,8765.649,179.794
Netherlands,1998,15722601.0,545041088512.0,0.432,33.327,0.419,82.969,3.685,57.9,8945.572,179.922
Netherlands,1999,15812491.0,575899107328.0,0.517,29.307,0.308,81.017,3.794,58.596,9120.22,174.648
Netherlands,2000,15899138.0,603803025408.0,0.469,30.687,0.351,80.977,3.168,58.44,9295.405,175.185
Netherlands,2001,15981630.0,620170903552.0,0.478,32.697,0.254,83.049,4.445,59.492,9476.995,181.591
Netherlands,2002,16057042.0,624424583168.0,0.489,32.95,1.202,82.164,3.194,58.557,9656.656,179.66
Netherlands,2003,16127574.0,629811511296.0,0.434,34.033,1.127,82.768,10.768,60.424,9847.319,190.664
Netherlands,2004,16196036.0,646331432960.0,0.446,33.536,1.08,85.12,9.019,60.481,10038.119,190.799
Netherlands,2005,16261834.0,664118296576.0,0.421,32.289,1.161,82.549,10.286,60.275,10226.264,188.145
Netherlands,2006,16325679.0,691453820928.0,0.4,30.715,1.147,80.003,8.815,59.583,10408.07,181.806
Netherlands,2007,16391232.0,721200021504.0,0.403,33.033,1.211,77.471,8.578,59.483,10589.395,181.324
Netherlands,2008,16460775.0,737705000960.0,0.399,32.019,1.0,81.202,7.691,59.919,10772.797,183.402
Netherlands,2009,16536200.0,713986801664.0,0.416,29.413,1.127,81.739,7.428,56.592,10950.562,177.765
Netherlands,2010,16617121.0,728193171456.0,0.348,30.422,1.134,91.539,6.092,57.807,11139.013,188.451
Netherlands,2011,16701470.0,744614395904.0,0.351,29.622,0.977,79.728,5.206,57.252,11313.343,174.329
Netherlands,2012,16785296.0,736942161920.0,0.308,31.877,0.864,76.115,6.639,55.092,11485.463,172.12
Netherlands,2013,16867352.0,735982977024.0,0.274,32.444,1.137,76.947,5.89,52.868,11656.227,170.764
Netherlands,2014,16954080.0,746458841088.0,0.282,35.797,1.092,67.011,5.752,52.011,11819.446,163.219
Netherlands,2015,17041110.0,761083265024.0,0.249,43.363,1.037,66.34,5.443,51.539,11988.69,169.245
Netherlands,2016,17124512.0,777764077568.0,0.239,40.088,1.104,69.162,5.42,52.796,12158.802,170.111
Netherlands,2017,17207204.0,800404013056.0,0.298,36.027,1.118,70.821,5.12,52.556,12326.126,167.323
Netherlands,2018,17286042.0,819300859904.0,0.22,32.527,1.101,70.071,4.876,52.908,12489.135,163.01
Netherlands,2019,17363260.0,835323035648.0,0.006,25.316,1.062,72.721,4.693,52.222,12646.338,157.202
Netherlands,2020,17434562.0,802861613056.0,0.0,16.86,0.931,70.434,0.082,47.359,12783.105,136.767
Netherlands,2021,17501696.0,841906651136.0,0.0,22.511,1.123,67.41,0.263,47.705,12923.275,140.17
Netherlands,2022,17564020.0,879609118720.0,0.005,22.481,1.121,50.418,0.334,50.178,13048.967,125.693
Nigeria,1950,37189376.0,38156328960.0,0.0,1.729,0.0,0.0,205.459,0.528,3145.579,207.716
Nigeria,1951,37903172.0,41005015040.0,0.0,1.129,0.0,0.0,187.576,0.557,3334.841,189.262
Nigeria,1952,38624424.0,43933847552.0,0.0,1.569,0.0,0.0,174.52,0.611,3511.541,176.7
Nigeria,1953,39347724.0,44976594944.0,0.0,1.73,0.0,0.0,178.414,0.706,3692.391,180.85
Nigeria,1954,40082480.0,48277909504.0,0.0,1.726,0.0,0.0,183.552,0.846,3878.515,186.124
Nigeria,1955,40839224.0,49579610112.0,0.0,1.751,0.0,0.0,191.14,0.945,4072.352,193.837
Nigeria,1956,41616580.0,48439816192.0,0.0,1.859,0.0,0.0,196.76,1.153,4272.124,199.772
Nigeria,1957,42413364.0,50392809472.0,0.0,1.927,0.0,0.0,204.542,1.257,4479.85,207.726
Nigeria,1958,43214756.0,49793912832.0,0.055,2.231,0.0,0.0,210.373,1.436,4693.946,214.095
Nigeria,1959,44044232.0,51983650816.0,0.062,1.801,0.0,0.0,218.951,1.702,4916.461,222.516
Nigeria,1960,44928336.0,54302556160.0,0.083,1.446,0.0,0.0,223.981,1.874,5143.845,227.384
Nigeria,1961,45855508.0,56159043584.0,0.178,1.477,0.0,0.0,162.497,2.455,5310.452,166.607
Nigeria,1962,46821856.0,59400802304.0,0.24,1.598,0.0,0.0,300.662,2.338,5615.29,304.837
Nigeria,1963,47822572.0,64962502656.0,0.262,1.422,1.147,0.059,314.198,2.455,5934.831,319.542
Nigeria,1964,48856336.0,67726024704.0,0.327,1.727,1.877,0.103,383.542,3.233,6325.64,390.809
Nigeria,1965,49925800.0,72336375808.0,0.487,1.873,4.948,0.187,169.438,4.255,6506.828,181.189
Nigeria,1966,51020304.0,69980471296.0,0.494,1.693,5.193,0.337,216.501,5.175,6736.222,229.394
Nigeria,1967,52106684.0,59100389376.0,0.389,0.74,4.719,0.348,138.174,6.628,6887.221,150.998
Nigeria,1968,53210124.0,58423795712.0,0.283,0.007,2.528,0.282,506.705,3.525,7400.551,513.331
Nigeria,1969,54360756.0,74074341376.0,0.28,0.059,7.892,0.121,264.107,3.748,7676.758,276.206
Nigeria,1970,55569268.0,96941350912.0,0.291,0.172,15.352,0.213,106.142,5.492,7804.42,127.662
Nigeria,1971,56837616.0,108401614848.0,0.327,0.55,24.618,0.352,-46.151,6.405,7790.521,-13.9
Nigeria,1972,58173832.0,112459767808.0,0.563,0.857,32.409,0.524,228.206,7.034,8060.114,269.594
Nigeria,1973,59605448.0,122133184512.0,0.603,0.802,38.964,0.583,6.399,8.58,8116.046,55.931
Nigeria,1974,61157940.0,136239153152.0,0.596,0.773,50.432,0.777,-61.035,9.658,8117.246,1.2
Nigeria,1975,62851316.0,132128497664.0,0.676,0.594,35.687,0.773,-68.864,9.622,8095.733,-21.513
Nigeria,1976,64658312.0,146595528704.0,0.622,0.766,41.297,1.213,-226.714,11.292,7924.208,-171.525
Nigeria,1977,66589656.0,151894999040.0,0.696,0.703,33.206,7.07,-238.351,8.829,7736.362,-187.847
Nigeria,1978,68633344.0,142940438528.0,0.734,0.542,32.833,4.976,-228.516,9.138,7556.069,-180.293
Nigeria,1979,70750312.0,152725880832.0,0.822,0.458,52.67,2.521,-68.692,13.714,7557.562,1.493
Nigeria,1980,72951440.0,155628240896.0,0.933,0.476,43.004,2.543,-185.699,21.079,7439.898,-117.664
Nigeria,1981,75175392.0,143112470528.0,1.152,0.286,29.577,9.838,-113.762,24.957,7391.947,-47.951
Nigeria,1982,77388072.0,141847576576.0,1.64,0.161,24.648,9.838,-113.887,29.107,7343.454,-48.494
Nigeria,1983,79351592.0,132378066944.0,1.62,0.154,24.072,4.411,127.045,29.448,7530.204,186.75
Nigeria,1984,81337552.0,126319984640.0,1.329,0.202,26.205,3.939,163.948,37.732,7763.557,233.353
Nigeria,1985,83585256.0,137605677056.0,1.463,0.37,26.929,5.375,384.078,35.499,8217.271,453.714
Nigeria,1986,85804192.0,140218499072.0,1.671,0.297,26.769,6.331,206.686,38.124,8497.149,279.878
Nigeria,1987,88044192.0,139114201088.0,1.624,0.205,23.578,6.705,139.354,26.912,8695.527,198.378
Nigeria,1988,90351464.0,152964628480.0,1.476,0.161,28.352,7.236,101.435,33.196,8867.385,171.857
Nigeria,1989,92744064.0,162802040832.0,1.456,0.143,0.0,7.944,83.86,32.577,8993.364,125.98
Nigeria,1990,95214256.0,171278467072.0,1.437,0.165,0.0,7.478,194.764,29.777,9226.985,233.621
Nigeria,1991,97685360.0,174067597312.0,1.435,0.191,0.0,9.12,164.356,31.184,9433.271,206.285
Nigeria,1992,100182048.0,181866348544.0,1.432,0.139,0.0,9.592,166.724,35.102,9646.26,212.989
Nigeria,1993,102775472.0,188893708288.0,1.308,0.022,0.0,10.478,216.652,33.006,9907.727,261.466
Nigeria,1994,105456120.0,193990901760.0,1.072,0.066,45.527,10.269,284.327,23.528,10272.515,364.789
Nigeria,1995,108187616.0,202397614080.0,1.06,0.051,50.927,10.066,218.417,22.239,10575.276,302.761
Nigeria,1996,110956184.0,215950344192.0,1.035,0.022,61.101,10.201,189.329,25.531,10862.495,287.218
Nigeria,1997,113791184.0,227883171840.0,1.024,0.026,54.773,10.666,216.513,29.294,11174.789,312.294
Nigeria,1998,116690528.0,239844507648.0,1.095,0.033,48.747,11.029,221.739,25.589,11483.021,308.232
Nigeria,1999,119695568.0,247535173632.0,1.012,0.044,45.405,11.608,150.941,26.923,11718.954,235.933
Nigeria,2000,122851984.0,268133056512.0,1.011,0.007,51.11,13.179,67.625,31.54,11883.426,164.472
Nigeria,2001,126152680.0,293371707392.0,0.966,0.007,50.407,11.608,135.497,37.204,12119.114,235.689
Nigeria,2002,129583032.0,344836472832.0,0.842,0.114,39.501,11.889,147.012,37.573,12356.046,236.931
Nigeria,2003,133119808.0,387284205568.0,0.919,0.062,44.806,20.097,121.097,34.203,12577.23,221.185
Nigeria,2004,136756848.0,438814834688.0,0.915,0.022,42.545,20.507,138.265,30.847,12810.332,233.102
Nigeria,2005,140490720.0,481797603328.0,1.07,0.022,39.958,20.631,124.854,39.793,13036.661,226.328
Nigeria,2006,144329760.0,527631745024.0,1.296,0.022,35.036,21.618,88.932,31.979,13215.542,178.882
Nigeria,2007,148294032.0,581001478144.0,1.82,0.062,30.565,22.233,-5.381,27.26,13292.102,76.56
Nigeria,2008,152382512.0,638908039168.0,3.846,0.084,29.189,20.654,-89.47,33.5,13289.905,-2.196
Nigeria,2009,156595744.0,709931171840.0,3.851,0.092,27.981,18.053,10.419,27.253,13377.554,87.648
Nigeria,2010,160952864.0,809999400960.0,3.856,0.103,28.531,20.196,62.639,58.741,13551.619,174.066
Nigeria,2011,165463744.0,871103791104.0,4.59,0.084,23.31,28.003,61.275,69.442,13738.323,186.704
Nigeria,2012,170075936.0,908380667904.0,6.118,0.128,18.09,28.872,11.297,55.858,13858.686,120.363
Nigeria,2013,174726128.0,957382656000.0,7.785,0.117,17.561,28.63,5.434,62.251,13980.464,121.779
Nigeria,2014,179379024.0,1017790726144.0,7.75,0.121,15.827,32.676,1.375,66.606,14104.818,124.355
Nigeria,2015,183995776.0,1044789592064.0,8.137,0.125,14.397,32.448,1.892,54.11,14215.928,111.109
Nigeria,2016,188666928.0,1027896705024.0,8.525,0.139,13.297,34.433,-1.532,60.538,14331.328,115.401
Nigeria,2017,193495904.0,1036180389888.0,7.362,0.136,14.375,32.414,10.77,58.472,14454.857,123.529
Nigeria,2018,198387616.0,1056103596032.0,8.525,0.128,14.173,34.339,14.38,48.434,14574.837,119.979
Nigeria,2019,203304496.0,1079426875392.0,8.912,0.147,14.588,35.106,13.046,68.585,14715.221,140.384
Nigeria,2020,208327408.0,1060059217920.0,10.075,0.114,13.526,35.292,10.545,64.816,14849.588,134.368
Nigeria,2021,213401328.0,1098721591296.0,11.237,0.114,12.458,37.189,8.222,70.115,14988.923,139.335
Nigeria,2022,218541216.0,1134448607232.0,11.237,0.114,9.999,36.051,5.738,71.359,15123.421,134.498
Pakistan,1950,37696264.0,40434438144.0,0.204,3.355,0.0,0.0,72.119,1.796,380.281,77.474
Pakistan,1951,38215788.0,39130357760.0,0.246,4.328,0.0,0.0,69.272,2.039,456.165,75.884
Pakistan,1952,38816780.0,39279230976.0,0.261,4.471,0.0,0.0,69.397,2.252,532.546,76.38
Pakistan,1953,39488232.0,42977546240.0,0.294,4.187,0.0,0.0,70.866,2.626,610.519,77.973
Pakistan,1954,40224096.0,43979272192.0,0.335,3.868,0.0,0.0,72.943,3.015,690.68,80.161
Pakistan,1955,41023128.0,44967657472.0,0.34,3.721,0.0,0.062,75.509,3.315,773.626,82.946
Pakistan,1956,41884992.0,46309818368.0,0.385,4.607,0.0,0.307,78.312,3.514,860.75,87.124
Pakistan,1957,42808516.0,48360423424.0,0.536,4.255,0.0,0.456,81.36,3.857,951.214,90.464
Pakistan,1958,43794992.0,49065656320.0,0.534,4.655,0.0,0.567,84.653,4.468,1046.091,94.877
Pakistan,1959,44843640.0,49546047488.0,0.493,3.949,0.0,0.69,88.049,4.789,1144.062,97.97
Pakistan,1960,45954228.0,51948892160.0,0.57,5.162,0.0,1.001,93.1,5.194,1249.088,105.026
Pakistan,1961,47060912.0,55132012544.0,0.61,5.087,0.0,1.215,65.403,5.438,1326.841,77.753
Pakistan,1962,48161844.0,59154149376.0,0.685,5.423,0.0,1.5,48.074,5.963,1388.484,61.644
Pakistan,1963,49325052.0,62812192768.0,0.737,5.865,0.0,1.882,62.133,7.116,1466.218,77.733
Pakistan,1964,50552600.0,67633971200.0,0.758,5.721,0.0,2.363,89.431,7.197,1571.687,105.47
Pakistan,1965,51841628.0,70661283840.0,0.838,5.417,0.0,2.8,64.845,7.774,1653.361,81.674
Pakistan,1966,53199420.0,76405784576.0,0.909,4.69,0.0,3.171,47.268,8.357,1717.755,64.394
Pakistan,1967,54629796.0,79258959872.0,1.003,4.604,0.0,3.696,29.341,8.873,1765.272,47.517
Pakistan,1968,56124740.0,84766474240.0,1.2,5.001,0.0,4.153,-3.54,10.488,1782.573,17.301
Pakistan,1969,57676804.0,90261651456.0,1.311,4.586,0.0,5.086,3.631,9.23,1806.418,23.844
Pakistan,1970,59290872.0,99675938816.0,1.257,4.258,1.037,4.148,-4.845,9.805,1822.077,15.659
Pakistan,1971,60878784.0,100157186048.0,1.307,3.752,1.034,4.339,-2.68,9.008,1838.838,16.76
Pakistan,1972,62509568.0,100869210112.0,1.287,2.514,0.41,5.408,35.606,9.285,1893.347,54.51
Pakistan,1973,64285632.0,108175171584.0,1.421,2.432,0.498,6.173,7.773,9.484,1921.128,27.781
Pakistan,1974,66149172.0,111773761536.0,1.715,2.294,0.616,7.006,15.173,9.757,1957.689,36.56
Pakistan,1975,68127000.0,116475281408.0,1.541,2.367,0.616,7.599,2.4,11.065,1983.277,25.588
Pakistan,1976,70230928.0,122635616256.0,1.534,2.019,0.722,7.984,9.102,10.53,2015.167,31.891
Pakistan,1977,72451112.0,127467036672.0,1.526,2.308,0.722,8.867,26.559,10.897,2066.046,50.879
Pakistan,1978,74789328.0,137688236032.0,1.48,2.356,0.942,9.083,13.747,12.19,2105.844,39.797
Pakistan,1979,77407344.0,142754676736.0,1.611,2.623,1.096,9.743,56.686,13.062,2190.665,84.821
Pakistan,1980,80624056.0,157740597248.0,1.553,3.484,1.433,11.534,15.804,13.927,2238.4,47.735
Pakistan,1981,84270208.0,170114465792.0,1.649,3.616,1.44,13.396,83.59,14.132,2356.223,117.823
Pakistan,1982,87828200.0,183113351168.0,1.678,4.639,1.217,13.844,10.177,15.812,2403.589,47.366
Pakistan,1983,91080376.0,195559374848.0,2.213,4.155,1.612,14.575,32.74,17.466,2476.352,72.762
Pakistan,1984,94003880.0,203232804864.0,2.078,4.808,1.565,14.602,10.685,19.505,2529.594,53.242
Pakistan,1985,97121552.0,220940075008.0,2.281,5.796,1.414,15.473,-23.446,21.848,2552.961,23.367
Pakistan,1986,100618520.0,234955276288.0,2.251,6.269,1.389,16.232,13.134,22.918,2615.154,62.193
Pakistan,1987,104251096.0,248712740864.0,2.902,6.438,1.817,16.786,-20.382,25.045,2647.76,32.606
Pakistan,1988,107967840.0,264731820032.0,2.951,7.108,1.975,18.246,-3.288,27.328,2702.08,54.319
Pakistan,1989,111670392.0,277371092992.0,2.865,7.083,0.0,20.951,-19.094,29.418,2743.302,41.223
Pakistan,1990,115414072.0,290069512192.0,3.052,8.53,0.0,23.117,-14.247,33.128,2796.882,53.58
Pakistan,1991,119203576.0,311483367424.0,3.159,8.024,0.0,23.983,-8.555,32.311,2855.804,58.922
Pakistan,1992,122375176.0,327814348800.0,3.168,8.361,0.0,25.515,6.097,34.971,2933.916,78.112
Pakistan,1993,125546624.0,338978439168.0,3.379,8.464,0.0,26.949,2.868,38.384,3013.96,80.044
Pakistan,1994,129245136.0,356454531072.0,3.286,9.208,0.0,28.539,9.909,42.986,3107.887,93.927
Pakistan,1995,133117480.0,376967626752.0,3.479,8.332,0.0,28.11,9.526,43.693,3201.027,93.141
Pakistan,1996,137234816.0,391435157504.0,3.602,9.357,0.0,30.403,28.547,50.177,3323.114,122.086
Pakistan,1997,141330272.0,402359549952.0,3.639,8.574,0.0,32.218,25.643,49.358,3442.545,119.432
Pakistan,1998,145476112.0,419024863232.0,3.595,8.182,0.0,32.384,21.445,52.58,3560.731,118.186
Pakistan,1999,149694464.0,440333172736.0,3.873,8.592,0.0,34.476,16.22,52.448,3676.34,115.609
Pakistan,2000,154369920.0,459798511616.0,3.989,8.189,0.0,36.369,25.765,55.392,3806.045,129.705
Pakistan,2001,159217728.0,477964435456.0,4.414,8.042,0.0,37.856,18.24,55.088,3929.686,123.641
Pakistan,2002,163262800.0,504824725504.0,4.395,10.08,0.0,44.77,17.215,53.659,4059.804,130.119
Pakistan,2003,166876672.0,543920291840.0,5.171,13.194,0.0,54.912,-2.019,44.213,4175.276,115.472
Pakistan,2004,170648624.0,592025747456.0,5.604,16.906,0.0,60.778,-7.002,46.335,4297.898,122.622
Pakistan,2005,174372096.0,641139015680.0,6.639,16.191,0.0,63.497,-0.546,48.365,4432.044,134.147
Pakistan,2006,178069984.0,685965639680.0,7.887,17.689,0.0,63.756,-4.692,54.218,4570.903,138.859
Pakistan,2007,181924528.0,719253733376.0,9.465,23.109,0.0,64.952,-16.414,57.877,4709.892,138.988
Pakistan,2008,185931952.0,746912743424.0,10.33,18.91,0.0,65.754,-13.648,58.928,4850.165,140.274
Pakistan,2009,190123232.0,774880624640.0,11.611,18.511,0.0,66.989,-10.2,58.309,4995.384,145.219
Pakistan,2010,194454496.0,805491507200.0,11.214,17.426,0.0,63.123,18.173,62.145,5167.466,172.082
Pakistan,2011,198602736.0,845096878080.0,11.022,17.166,0.0,65.959,13.231,60.504,5335.348,167.882
Pakistan,2012,202205856.0,878485045248.0,11.391,14.696,1.002,64.179,15.362,63.618,5505.596,170.248
Pakistan,2013,205337552.0,918328573952.0,11.962,13.659,1.141,63.721,7.543,61.042,5664.663,159.067
Pakistan,2014,208251632.0,961516797952.0,12.198,18.844,0.864,64.201,3.281,60.423,5824.474,159.81
Pakistan,2015,210969296.0,1010825297920.0,12.704,18.027,0.896,64.406,27.192,70.4,6018.099,193.625
Pakistan,2016,213524848.0,1061146787840.0,14.128,23.955,0.815,70.296,24.442,86.597,6238.333,220.234
Pakistan,2017,216379648.0,1117267165184.0,14.752,40.979,0.682,74.293,19.101,85.453,6473.592,235.26
Pakistan,2018,219731488.0,1165406502912.0,15.581,46.881,0.575,75.783,20.862,66.241,6699.515,225.923
Pakistan,2019,223293280.0,1172330119168.0,15.437,50.307,0.463,74.976,21.83,64.878,6927.407,227.891
Pakistan,2020,227196736.0,1202026446848.0,17.645,55.711,0.454,66.465,22.269,60.328,7150.279,222.872
Pakistan,2021,231402112.0,1278204968960.0,18.621,61.711,0.442,72.752,22.213,69.925,7395.942,245.663
Pakistan,2022,235824864.0,1318834929664.0,16.917,54.854,0.452,61.974,22.555,66.003,7618.697,222.755
Peru,1928,5313255.0,14852352000.0,0.025,0.472,0.0,0.0,19.672,4.881,939.577,25.051
Peru,1929,5397255.0,16409236480.0,0.025,0.586,0.0,1.022,18.77,5.449,965.429,25.852
Peru,1930,5483224.0,14527479808.0,0.011,0.535,0.0,0.0,23.236,5.078,994.289,28.86
Peru,1931,5571203.0,13348892672.0,0.015,0.374,0.0,0.0,28.655,4.111,1027.443,33.154
Peru,1932,5661235.0,12836880384.0,0.011,0.07,0.0,0.0,28.494,4.027,1060.045,32.601
Peru,1933,5753362.0,14282216448.0,0.015,0.081,0.0,1.165,30.829,5.401,1097.535,37.49
Peru,1934,5846988.0,16216804352.0,0.022,0.092,0.0,0.0,29.845,6.635,1134.129,36.594
Peru,1935,5942138.0,17739825152.0,0.029,0.227,0.0,0.0,32.735,6.91,1174.03,39.901
Peru,1936,6038837.0,18584963072.0,0.036,0.238,0.0,0.0,29.685,7.13,1211.12,37.09
Peru,1937,6137109.0,18840590336.0,0.04,0.264,0.0,1.443,32.573,7.054,1252.494,41.374
Peru,1938,6236980.0,19135115264.0,0.051,0.198,0.0,1.326,31.597,6.431,1292.096,39.603
Peru,1939,6339585.0,19248506880.0,0.058,0.286,0.0,0.0,31.885,5.507,1329.832,37.736
Peru,1940,6444987.0,19616239616.0,0.062,0.3,0.0,0.0,25.88,4.935,1361.009,31.177
Peru,1941,6553250.0,19630350336.0,0.084,0.311,0.0,0.0,20.925,4.855,1387.184,26.174
Peru,1942,6664442.0,19186561024.0,0.094,0.396,0.0,0.0,18.947,5.551,1412.172,24.988
Peru,1943,6778629.0,19487776768.0,0.102,0.495,0.0,0.0,17.258,5.979,1436.006,23.834
Peru,1944,6894773.0,21158440960.0,0.124,0.458,0.0,0.0,17.206,5.873,1459.667,23.661
Peru,1945,7012907.0,21948309504.0,0.131,0.535,0.0,0.0,14.757,5.603,1480.692,21.025
Peru,1946,7133065.0,22787479552.0,0.127,0.612,0.0,0.0,14.853,5.027,1501.311,20.619
Peru,1947,7255281.0,23431211008.0,0.127,0.572,0.0,0.0,16.375,5.21,1523.595,22.284
Peru,1948,7379592.0,24208031744.0,0.138,0.502,0.0,0.0,14.676,5.745,1544.656,21.061
Peru,1949,7520596.0,26031939584.0,0.142,0.451,0.0,0.0,12.648,6.038,1563.934,19.278
Peru,1950,7678967.0,28079968256.0,0.163,0.326,0.0,0.124,20.419,3.928,1588.895,24.961
Peru,1951,7897488.0,30263914496.0,0.178,0.352,0.0,0.125,23.157,4.118,1616.825,27.93
Peru,1952,8121460.0,31813875712.0,0.182,0.443,0.0,0.124,25.532,4.438,1647.544,30.719
Peru,1953,8349467.0,33842161664.0,0.222,0.41,0.0,0.125,30.355,4.756,1683.411,35.867
Peru,1954,8583405.0,34776297472.0,0.24,0.439,0.0,0.125,35.674,5.431,1725.319,41.908
Peru,1955,8825900.0,37365493760.0,0.269,0.322,0.0,0.125,33.17,5.408,1764.613,39.294
Peru,1956,9077051.0,39047987200.0,0.273,0.33,0.0,0.125,34.517,5.584,1805.441,40.828
Peru,1957,9336911.0,40965382144.0,0.269,0.271,0.0,0.125,37.308,6.009,1849.422,43.981
Peru,1958,9602512.0,41082372096.0,0.298,0.55,0.0,0.125,46.322,6.401,1903.118,53.696
Peru,1959,9879211.0,41287094272.0,0.287,0.341,0.0,0.125,50.601,6.463,1960.934,57.817
Peru,1960,10172210.0,47003422720.0,0.298,0.352,0.0,0.125,56.385,7.391,2025.484,64.55
Peru,1961,10478101.0,51169239040.0,0.294,0.432,0.0,0.125,51.738,7.782,2085.855,60.371
Peru,1962,10792101.0,55001296896.0,0.345,0.407,0.0,0.125,76.651,9.083,2172.466,86.611
Peru,1963,11112671.0,57528299520.0,0.374,0.319,0.0,0.139,92.251,9.391,2274.941,102.474
Peru,1964,11442302.0,61545549824.0,0.403,0.337,0.0,0.66,85.7,10.853,2372.893,97.953
Peru,1965,11781584.0,65696161792.0,0.502,0.297,0.0,0.623,59.159,10.53,2444.004,71.11
Peru,1966,12127988.0,71226662912.0,0.527,0.377,0.0,0.652,45.527,11.685,2502.772,58.768
Peru,1967,12481624.0,74091347968.0,0.538,0.421,0.0,0.601,42.734,12.08,2559.146,56.374
Peru,1968,12843253.0,73284026368.0,0.549,0.421,0.0,0.689,39.235,12.828,2612.867,53.721
Peru,1969,13213738.0,75165696000.0,0.563,0.747,0.0,0.707,46.016,13.268,2674.169,61.302
Peru,1970,13562372.0,81043374080.0,0.56,0.465,1.612,0.726,47.172,14.402,2739.106,64.937
Peru,1971,13911970.0,84693327872.0,0.714,0.48,1.279,0.722,67.87,15.396,2825.566,86.46
Peru,1972,14292440.0,87412244480.0,0.799,0.432,1.312,0.703,79.341,14.901,2923.055,97.489
Peru,1973,14674787.0,92028477440.0,1.157,0.583,1.436,0.696,56.489,15.85,2999.266,76.211
Peru,1974,15057182.0,96868851712.0,0.931,0.586,1.689,0.726,46.561,17.392,3067.152,67.886
Peru,1975,15441500.0,104551628800.0,0.929,0.714,1.187,0.938,47.428,18.159,3136.508,69.356
Peru,1976,15826812.0,106022338560.0,0.955,0.476,1.37,1.041,57.805,18.558,3216.713,80.205
Peru,1977,16224614.0,105950396416.0,0.934,0.561,1.462,0.956,59.127,19.383,3299.136,82.423
Peru,1978,16638483.0,105938526208.0,0.978,0.476,1.231,0.997,51.796,18.73,3373.345,74.208
Peru,1979,17059192.0,112279740416.0,1.157,0.524,1.059,0.923,49.27,18.554,3444.832,71.487
Peru,1980,17492406.0,117521547264.0,1.044,0.524,0.773,1.026,46.218,20.698,3515.115,70.283
