year_range,country_index,country,population_t-2,gdp_t-2,primary_energy_consumption_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,co2_including_luc_t-2,population_t-1,gdp_t-1,primary_energy_consumption_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,co2_including_luc_t-1,co2_including_luc_t+1
2007-2007,Saudi Arabia,Saudi Arabia,24397652.0,768984291416.5668,1811.106,11.527,0.0,7.378,127.254,-0.042,256.689,402.806,25382870.0,833723440544.4121,1900.17,12.391,0.0,7.961,135.0,0.448,283.766,439.565,393.381
2008-2008,Saudi Arabia,Saudi Arabia,25382870.0,833723440544.4121,1900.17,12.391,0.0,7.961,135.0,0.448,283.766,439.565,26400066.0,896025271157.8036,1944.057,14.179,0.0,7.98,113.478,-0.721,258.466,393.381,438.398
2009-2009,Saudi Arabia,Saudi Arabia,26400066.0,896025271157.8036,1944.057,14.179,0.0,7.98,113.478,-0.721,258.466,393.381,27437352.0,1005243487231.4844,2128.464,18.37,0.0,8.007,125.151,-1.945,288.815,438.398,471.411
2010-2010,Saudi Arabia,Saudi Arabia,27437352.0,1005243487231.4844,2128.464,18.37,0.0,8.007,125.151,-1.945,288.815,438.398,28483800.0,1040467071488.0432,2205.138,20.185,0.0,7.371,119.593,-1.804,326.067,471.411,523.045
2011-2011,Saudi Arabia,Saudi Arabia,28483800.0,1040467071488.0432,2205.138,20.185,0.0,7.371,119.593,-1.804,326.067,471.411,29411930.0,1156842070017.8462,2451.107,20.991,0.0,6.888,137.078,-1.559,359.647,523.045,501.286
2012-2012,Saudi Arabia,Saudi Arabia,29411930.0,1156842070017.8462,2451.107,20.991,0.0,6.888,137.078,-1.559,359.647,523.045,30150952.0,1347950215300.0002,2557.291,22.332,0.0,5.267,139.617,-1.64,335.71,501.286,565.071
2013-2013,Saudi Arabia,Saudi Arabia,30150952.0,1347950215300.0002,2557.291,22.332,0.0,5.267,139.617,-1.64,335.71,501.286,30821554.0,1421109169229.881,2714.21,25.374,0.0,3.646,151.587,-1.754,386.219,565.071,550.541
2014-2014,Saudi Arabia,Saudi Arabia,30821554.0,1421109169229.881,2714.21,25.374,0.0,3.646,151.587,-1.754,386.219,565.071,31482502.0,1461615625104.4966,2731.22,28.223,0.0,3.758,153.199,5.977,359.383,550.541,616.672
2015-2015,Saudi Arabia,Saudi Arabia,31482502.0,1461615625104.4966,2731.22,28.223,0.0,3.758,153.199,5.977,359.383,550.541,32125570.0,1520484169684.122,2931.717,29.854,0.0,3.655,224.051,3.83,355.282,616.672,680.356
2016-2016,Saudi Arabia,Saudi Arabia,32125570.0,1520484169684.122,2931.717,29.854,0.0,3.655,224.051,3.83,355.282,616.672,32749838.0,1591797045835.589,3056.625,29.67,0.0,4.048,230.019,1.507,415.113,680.356,698.901
2017-2017,Saudi Arabia,Saudi Arabia,32749838.0,1591797045835.589,3056.625,29.67,0.0,4.048,230.019,1.507,415.113,680.356,33416272.0,1629412681799.1238,3179.844,28.879,0.37,3.884,241.864,1.481,422.423,698.901,684.531
2018-2018,Saudi Arabia,Saudi Arabia,33416272.0,1629412681799.1238,3179.844,28.879,0.37,3.884,241.864,1.481,422.423,698.901,34193120.0,1628276586961.8103,3181.819,23.998,0.55,4.352,247.624,3.677,404.33,684.531,690.383
2019-2019,Saudi Arabia,Saudi Arabia,34193120.0,1628276586961.8103,3181.819,23.998,0.55,4.352,247.624,3.677,404.33,684.531,35018132.0,1673253854888.2966,3101.677,25.135,0.48,4.337,257.22,3.487,399.724,690.383,710.627
2020-2020,Saudi Arabia,Saudi Arabia,35018132.0,1673253854888.2966,3101.677,25.135,0.48,4.337,257.22,3.487,399.724,690.383,35827364.0,1687180074735.489,2973.287,24.604,0.513,3.949,255.934,3.502,422.126,710.627,614.442
2021-2021,Saudi Arabia,Saudi Arabia,35827364.0,1687180074735.489,2973.287,24.604,0.513,3.949,255.934,3.502,422.126,710.627,35997108.0,1613932829871.1208,2890.927,25.593,0.432,4.257,261.062,3.669,319.43,614.442,635.291
2022-2022,Saudi Arabia,Saudi Arabia,35997108.0,1613932829871.1208,2890.927,25.593,0.432,4.257,261.062,3.669,319.43,614.442,35950396.0,1677226819719.853,2987.546,28.688,0.432,3.992,264.267,3.854,334.058,635.291,666.512
1992-1992,South Korea,South Korea,44120040.0,594764506000.0,1066.037,15.873,94.308,0.0,6.433,-4.389,130.947,246.122,44487412.0,651871517499.077,1205.615,18.962,94.094,0.0,7.441,-4.65,151.671,271.039,295.965
1993-1993,South Korea,South Korea,44487412.0,651871517499.077,1205.615,18.962,94.094,0.0,7.441,-4.65,151.671,271.039,44703708.0,687368672650.7195,1359.716,21.129,91.32,0.0,9.733,-3.941,173.971,295.965,325.823
1994-1994,South Korea,South Korea,44703708.0,687368672650.7195,1359.716,21.129,91.32,0.0,9.733,-3.941,173.971,295.965,44932856.0,729369259346.2485,1491.08,24.7,99.62,0.0,12.159,-4.351,189.427,325.823,350.457
1995-1995,South Korea,South Korea,44932856.0,729369259346.2485,1491.08,24.7,99.62,0.0,12.159,-4.351,189.427,325.823,45165784.0,791073887356.4005,1607.975,26.84,101.801,0.0,16.186,-5.238,206.573,350.457,377.225
1996-1996,South Korea,South Korea,45165784.0,791073887356.4005,1607.975,26.84,101.801,0.0,16.186,-5.238,206.573,350.457,45393416.0,860793765469.5463,1756.939,28.105,105.3,0.0,19.574,-6.44,226.079,377.225,414.345
1997-1997,South Korea,South Korea,45393416.0,860793765469.5463,1756.939,28.105,105.3,0.0,19.574,-6.44,226.079,377.225,45660164.0,919812656163.082,1940.434,28.309,122.689,0.0,25.859,-6.651,239.471,414.345,438.421
1998-1998,South Korea,South Korea,45660164.0,919812656163.082,1940.434,28.309,122.689,0.0,25.859,-6.651,239.471,414.345,45962392.0,967604949673.4828,2131.123,29.32,133.313,0.0,31.427,-6.547,246.07,438.421,372.239
1999-1999,South Korea,South Korea,45962392.0,967604949673.4828,2131.123,29.32,133.313,0.0,31.427,-6.547,246.07,438.421,46250260.0,908368099519.259,1948.724,22.879,137.598,0.0,29.399,-5.799,183.586,372.239,407.679
2000-2000,South Korea,South Korea,46250260.0,908368099519.259,1948.724,22.879,137.598,0.0,29.399,-5.799,183.586,372.239,46520448.0,1004162465779.1472,2123.568,23.719,145.635,0.0,35.797,-2.84,200.628,407.679,434.682
2001-2001,South Korea,South Korea,46520448.0,1004162465779.1472,2123.568,23.719,145.635,0.0,35.797,-2.84,200.628,407.679,46788588.0,1086261688368.0928,2245.913,24.756,163.883,0.0,40.204,-5.298,206.229,434.682,449.641
2002-2002,South Korea,South Korea,46788588.0,1086261688368.0928,2245.913,24.756,163.883,0.0,40.204,-5.298,206.229,434.682,47064784.0,1127616213145.893,2300.119,25.665,174.626,0.0,44.163,-5.99,206.083,449.641,470.238
2003-2003,South Korea,South Korea,47064784.0,1127616213145.893,2300.119,25.665,174.626,0.0,44.163,-5.99,206.083,449.641,47320664.0,1203066619635.484,2406.09,27.107,187.637,0.0,49.069,-5.827,207.116,470.238,479.437
2004-2004,South Korea,South Korea,47320664.0,1203066619635.484,2406.09,27.107,187.637,0.0,49.069,-5.827,207.116,470.238,47539740.0,1229830476309.0251,2483.298,27.92,195.319,0.0,51.401,-5.775,205.372,479.437,486.216
2005-2005,South Korea,South Korea,47539740.0,1229830476309.0251,2483.298,27.92,195.319,0.0,51.401,-5.775,205.372,479.437,47727288.0,1281243817522.8486,2541.355,26.124,203.138,0.0,60.234,-5.173,196.256,486.216,493.179
2006-2006,South Korea,South Korea,47727288.0,1281243817522.8486,2541.355,26.124,203.138,0.0,60.234,-5.173,196.256,486.216,47889576.0,1322354609515.1082,2627.459,23.326,209.293,0.0,65.27,-5.509,195.069,493.179,498.025
2007-2007,South Korea,South Korea,47889576.0,1322354609515.1082,2627.459,23.326,209.293,0.0,65.27,-5.509,195.069,493.179,48049348.0,1381281441120.419,2670.581,23.14,216.428,0.0,67.995,-5.453,190.054,498.025,516.352
2008-2008,South Korea,South Korea,48049348.0,1381281441120.419,2670.581,23.14,216.428,0.0,67.995,-5.453,190.054,498.025,48220600.0,1446721514340.8052,2750.528,26.275,228.427,0.0,73.37,-5.357,187.258,516.352,527.158
2009-2009,South Korea,South Korea,48220600.0,1446721514340.8052,2750.528,26.275,228.427,0.0,73.37,-5.357,187.258,516.352,48398632.0,1477425175333.3142,2796.214,26.08,253.041,0.0,75.924,-5.493,171.088,527.158,532.836
2010-2010,South Korea,South Korea,48398632.0,1477425175333.3142,2796.214,26.08,253.041,0.0,75.924,-5.493,171.088,527.158,48588024.0,1477640599868.5225,2811.591,24.553,262.395,0.0,72.171,-4.983,172.708,532.836,588.716
2011-2011,South Korea,South Korea,48588024.0,1477640599868.5225,2811.591,24.553,262.395,0.0,72.171,-4.983,172.708,532.836,48813036.0,1562822799633.4438,3037.211,24.297,295.05,0.0,91.541,-5.623,176.156,588.716,621.962
2012-2012,South Korea,South Korea,48813036.0,1562822799633.4438,3037.211,24.297,295.05,0.0,91.541,-5.623,176.156,588.716,49169880.0,1609219825000.0,3177.892,24.721,320.169,0.0,98.513,-1.481,171.469,621.962,624.068
2013-2013,South Korea,South Korea,49169880.0,1609219825000.0,3177.892,24.721,320.169,0.0,98.513,-1.481,171.469,621.962,49634188.0,1647889378855.79,3216.42,24.849,316.99,0.0,106.566,-3.875,170.817,624.068,630.1
2014-2014,South Korea,South Korea,49634188.0,1647889378855.79,3216.42,24.849,316.99,0.0,106.566,-3.875,170.817,624.068,50098228.0,1700045074542.6077,3228.407,25.05,320.644,0.0,111.531,-4.481,168.582,630.1,624.948
2015-2015,South Korea,South Korea,50098228.0,1700045074542.6077,3228.407,25.05,320.644,0.0,111.531,-4.481,168.582,630.1,50558044.0,1754480517661.2092,3256.654,25.412,331.304,0.0,101.445,-4.418,161.534,624.948,629.238
2016-2016,South Korea,South Korea,50558044.0,1754480517661.2092,3256.654,25.412,331.304,0.0,101.445,-4.418,161.534,624.948,50994396.0,1803763875800.6035,3314.042,25.779,335.411,0.0,92.589,-4.939,170.594,629.238,632.877
2017-2017,South Korea,South Korea,50994396.0,1803763875800.6035,3314.042,25.779,335.411,0.0,92.589,-4.939,170.594,629.238,51309984.0,1856920798483.806,3412.538,26.672,320.697,0.0,96.655,-5.037,184.034,632.877,649.466
2018-2018,South Korea,South Korea,51309984.0,1856920798483.806,3412.538,26.672,320.697,0.0,96.655,-5.037,184.034,632.877,51511640.0,1915599499916.0496,3446.665,26.351,337.669,0.0,100.861,-5.071,179.413,649.466,664.409
2019-2019,South Korea,South Korea,51511640.0,1915599499916.0496,3446.665,26.351,337.669,0.0,100.861,-5.071,179.413,649.466,51676900.0,1971285976027.965,3505.189,24.702,340.348,0.0,117.173,-5.76,177.633,664.409,640.011
2020-2020,South Korea,South Korea,51676900.0,1971285976027.965,3505.189,24.702,340.348,0.0,117.173,-5.76,177.633,664.409,51803832.0,2015521629051.6067,3465.476,24.93,321.606,0.0,113.586,-6.091,175.797,640.011,591.513
2021-2021,South Korea,South Korea,51803832.0,2015521629051.6067,3465.476,24.93,321.606,0.0,113.586,-6.091,175.797,640.011,51844688.0,2001231587393.9136,3334.191,22.866,282.883,0.0,116.635,-6.121,165.068,591.513,609.634
2022-2022,South Korea,South Korea,51844688.0,2001231587393.9136,3334.191,22.866,282.883,0.0,116.635,-6.121,165.068,591.513,51830136.0,2084182632356.419,3489.739,23.704,283.908,0.006,126.79,-6.441,171.484,609.634,594.387
1992-1992,Ukraine,Ukraine,51589816.0,495935195925.0,3194.697,9.401,263.168,3.483,216.19,6.749,205.687,712.976,51672816.0,460353475477.5743,2994.568,8.918,222.622,3.065,224.884,18.983,167.044,651.907,600.134
1993-1993,Ukraine,Ukraine,51672816.0,460353475477.5743,2994.568,8.918,222.622,3.065,224.884,18.983,167.044,651.907,51785152.0,421710464844.3461,2530.553,8.679,245.344,2.709,197.13,10.852,129.12,600.134,517.871
1994-1994,Ukraine,Ukraine,51785152.0,421710464844.3461,2530.553,8.679,245.344,2.709,197.13,10.852,129.12,600.134,51778420.0,367893671629.1579,2218.278,6.398,235.88,2.437,165.866,7.551,94.482,517.871,431.785
1995-1995,Ukraine,Ukraine,51778420.0,367893671629.1579,2218.278,6.398,235.88,2.437,165.866,7.551,94.482,517.871,51487376.0,288418679454.6148,1895.852,4.991,185.817,2.277,144.306,12.293,77.58,431.785,395.485
1996-1996,Ukraine,Ukraine,51487376.0,288418679454.6148,1895.852,4.991,185.817,2.277,144.306,12.293,77.58,431.785,51061268.0,257477959280.3348,1849.755,3.408,174.093,2.226,134.048,5.413,72.31,395.485,354.168
1997-1997,Ukraine,Ukraine,51061268.0,257477959280.3348,1849.755,3.408,174.093,2.226,134.048,5.413,72.31,395.485,50616104.0,235602700933.8514,1724.072,2.161,146.215,2.231,137.899,2.399,60.779,354.168,337.774
1998-1998,Ukraine,Ukraine,50616104.0,235602700933.8514,1724.072,2.161,146.215,2.231,137.899,2.399,60.779,354.168,50169352.0,232333257919.2345,1662.889,2.415,154.305,2.212,129.719,-2.741,49.468,337.774,321.052
1999-1999,Ukraine,Ukraine,50169352.0,232333257919.2345,1662.889,2.415,154.305,2.212,129.719,-2.741,49.468,337.774,49745868.0,231737301784.4261,1604.654,2.788,123.079,2.191,155.921,-7.755,42.553,321.052,315.569
2000-2000,Ukraine,Ukraine,49745868.0,231737301784.4261,1604.654,2.788,123.079,2.191,155.921,-7.755,42.553,321.052,49320116.0,235148294813.56973,1580.584,2.535,123.714,2.145,130.367,16.99,37.528,315.569,299.244
2001-2001,Ukraine,Ukraine,49320116.0,235148294813.56973,1580.584,2.535,123.714,2.145,130.367,16.99,37.528,315.569,48879752.0,253196042659.5286,1585.457,2.261,122.878,2.147,124.325,13.57,31.612,299.244,308.743
2002-2002,Ukraine,Ukraine,48879752.0,253196042659.5286,1585.457,2.261,122.878,2.147,124.325,13.57,31.612,299.244,48414536.0,281110341382.554,1562.9,2.475,131.831,2.191,130.433,4.852,33.996,308.743,297.882
2003-2003,Ukraine,Ukraine,48414536.0,281110341382.554,1562.9,2.475,131.831,2.191,130.433,4.852,33.996,308.743,47976540.0,301087055499.01764,1553.238,2.817,136.228,2.178,116.284,1.981,35.368,297.882,310.522
2004-2004,Ukraine,Ukraine,47976540.0,301087055499.01764,1553.238,2.817,136.228,2.178,116.284,1.981,35.368,297.882,47605644.0,335257370431.96234,1591.928,3.612,132.444,2.379,128.304,3.277,37.249,310.522,309.336
2005-2005,Ukraine,Ukraine,47605644.0,335257370431.96234,1591.928,3.612,132.444,2.379,128.304,3.277,37.249,310.522,47261960.0,381078098167.3898,1585.872,4.264,135.323,2.573,128.409,-1.29,36.469,309.336,313.36
2006-2006,Ukraine,Ukraine,47261960.0,381078098167.3898,1585.872,4.264,135.323,2.573,128.409,-1.29,36.469,309.336,46912616.0,399366219156.52,1605.493,4.785,135.906,2.472,130.363,-0.17,36.259,313.36,331.337
2007-2007,Ukraine,Ukraine,46912616.0,399366219156.52,1605.493,4.785,135.906,2.472,130.363,-0.17,36.259,313.36,46592552.0,436786728856.8704,1624.431,5.484,154.04,2.49,126.738,-1.725,40.508,331.337,338.339
2008-2008,Ukraine,Ukraine,46592552.0,436786728856.8704,1624.431,5.484,154.04,2.49,126.738,-1.725,40.508,331.337,46313064.0,480580706165.646,1617.882,6.164,161.469,2.618,119.444,1.519,43.12,338.339,325.71
2009-2009,Ukraine,Ukraine,46313064.0,480580706165.646,1617.882,6.164,161.469,2.618,119.444,1.519,43.12,338.339,46062936.0,499592176469.6205,1562.053,6.294,154.64,2.696,114.802,-0.274,43.891,325.71,289.361
2010-2010,Ukraine,Ukraine,46062936.0,499592176469.6205,1562.053,6.294,154.64,2.696,114.802,-0.274,43.891,325.71,45863884.0,431074417352.5093,1330.558,2.59,136.611,2.647,89.978,11.767,42.693,289.361,298.97
2011-2011,Ukraine,Ukraine,45863884.0,431074417352.5093,1330.558,2.59,136.611,2.647,89.978,11.767,42.693,289.361,45683024.0,439429747803.677,1426.915,2.882,145.421,2.618,100.442,4.604,39.84,298.97,311.336
2012-2012,Ukraine,Ukraine,45683024.0,439429747803.677,1426.915,2.882,145.421,2.618,100.442,4.604,39.84,298.97,45516136.0,471221172160.0,1474.744,3.901,153.853,2.679,104.231,2.959,39.774,311.336,324.242
2013-2013,Ukraine,Ukraine,45516136.0,471221172160.0,1474.744,3.901,153.853,2.679,104.231,2.959,39.774,311.336,45406228.0,472276708774.4383,1442.989,3.281,158.981,2.549,97.27,19.818,38.465,324.242,307.288
2014-2014,Ukraine,Ukraine,45406228.0,472276708774.4383,1442.989,3.281,158.981,2.549,97.27,19.818,38.465,324.242,45307104.0,472286157491.1771,1369.568,3.397,160.185,2.529,90.477,9.809,37.34,307.288,264.815
2015-2015,Ukraine,Ukraine,45307104.0,472286157491.1771,1369.568,3.397,160.185,2.529,90.477,9.809,37.34,307.288,45148072.0,441233342457.39166,1208.371,3.299,138.373,2.494,75.185,7.176,35.341,264.815,241.438
2016-2016,Ukraine,Ukraine,45148072.0,441233342457.39166,1208.371,3.299,138.373,2.494,75.185,7.176,35.341,264.815,44982568.0,398045417149.92645,1003.408,3.278,119.393,2.382,65.487,17.65,30.489,241.438,243.035
2017-2017,Ukraine,Ukraine,44982568.0,398045417149.92645,1003.408,3.278,119.393,2.382,65.487,17.65,30.489,241.438,44833568.0,407666180440.92114,1049.995,3.627,126.828,2.373,64.067,9.074,34.124,243.035,231.126
2018-2018,Ukraine,Ukraine,44833568.0,407666180440.92114,1049.995,3.627,126.828,2.373,64.067,9.074,34.124,243.035,44657260.0,417287097939.4591,975.331,3.557,112.586,2.304,66.621,8.045,35.342,231.126,237.49
2019-2019,Ukraine,Ukraine,44657260.0,417287097939.4591,975.331,3.557,112.586,2.304,66.621,8.045,35.342,231.126,44446952.0,431842075037.8696,1011.989,3.716,120.544,2.399,66.949,5.826,35.214,237.49,226.991
2020-2020,Ukraine,Ukraine,44446952.0,431842075037.8696,1011.989,3.716,120.544,2.399,66.949,5.826,35.214,237.49,44211100.0,445656701721.3055,957.663,3.961,114.046,2.355,60.388,5.048,38.481,226.991,211.49
2021-2021,Ukraine,Ukraine,44211100.0,445656701721.3055,957.663,3.961,114.046,2.355,60.388,5.048,38.481,226.991,43909664.0,428931204386.10895,918.452,4.065,102.155,2.304,60.606,4.666,34.915,211.49,214.329
2022-2022,Ukraine,Ukraine,43909664.0,428931204386.10895,918.452,4.065,102.155,2.304,60.606,4.666,34.915,211.49,43531424.0,443313272771.9728,934.182,4.339,103.8,2.253,59.839,4.175,37.046,214.329,145.142
1992-1992,United Kingdom,United Kingdom,57210444.0,1505692217023.0,2508.394,7.295,252.69,6.787,113.518,3.898,217.8,605.843,57359452.0,1488075335693.217,2561.217,5.994,253.623,6.26,121.693,2.537,218.39,611.95,584.43
1993-1993,United Kingdom,United Kingdom,57359452.0,1488075335693.217,2561.217,5.994,253.623,6.26,121.693,2.537,218.39,611.95,57509240.0,1491751994195.3423,2545.327,5.456,237.747,6.444,122.296,-9.416,218.447,584.43,571.504
1994-1994,United Kingdom,United Kingdom,57509240.0,1491751994195.3423,2545.327,5.456,237.747,6.444,122.296,-9.416,218.447,584.43,57647464.0,1527509033321.5083,2574.725,5.525,207.686,6.636,137.591,-8.109,219.163,571.504,570.041
1995-1995,United Kingdom,United Kingdom,57647464.0,1527509033321.5083,2574.725,5.525,207.686,6.636,137.591,-8.109,219.163,571.504,57785900.0,1585373240249.67,2543.823,6.368,195.376,7.426,145.455,-3.976,215.736,570.041,573.416
1996-1996,United Kingdom,United Kingdom,57785900.0,1585373240249.67,2543.823,6.368,195.376,7.426,145.455,-3.976,215.736,570.041,57930364.0,1623858085652.9077,2552.545,6.285,181.699,8.341,154.254,7.257,211.595,573.416,600.16
1997-1997,United Kingdom,United Kingdom,57930364.0,1623858085652.9077,2552.545,6.285,181.699,8.341,154.254,7.257,211.595,573.416,58078584.0,1663446686660.2542,2676.295,6.416,173.072,8.707,177.543,13.4,216.892,600.16,568.993
1998-1998,United Kingdom,United Kingdom,58078584.0,1663446686660.2542,2676.295,6.416,173.072,8.707,177.543,13.4,216.892,600.16,58250192.0,1713864624539.017,2629.999,6.71,154.729,7.211,182.887,6.285,207.743,568.993,563.562
1999-1999,United Kingdom,United Kingdom,58250192.0,1713864624539.017,2629.999,6.71,154.729,7.211,182.887,6.285,207.743,568.993,58438320.0,1766619843236.3413,2651.819,6.838,154.088,7.448,191.361,-4.981,204.934,563.562,556.0
2000-2000,United Kingdom,United Kingdom,58438320.0,1766619843236.3413,2651.819,6.838,154.088,7.448,191.361,-4.981,204.934,563.562,58635204.0,1823341857250.996,2639.632,6.531,138.313,6.171,205.231,-5.65,201.663,556.0,569.675
2001-2001,United Kingdom,United Kingdom,58635204.0,1823341857250.996,2639.632,6.531,138.313,6.171,205.231,-5.65,201.663,556.0,58850044.0,1889565241789.2625,2664.474,6.332,144.443,6.446,210.131,0.642,198.238,569.675,577.789
2002-2002,United Kingdom,United Kingdom,58850044.0,1889565241789.2625,2664.474,6.332,144.443,6.446,210.131,0.642,198.238,569.675,59092016.0,1939268249282.171,2692.175,5.844,153.534,6.493,210.16,-0.182,198.651,577.789,562.007
2003-2003,United Kingdom,United Kingdom,59092016.0,1939268249282.171,2692.175,5.844,153.534,6.493,210.16,-0.182,198.651,577.789,59355688.0,1983994387966.655,2631.41,5.988,141.691,6.179,207.03,1.733,196.13,562.007,575.938
2004-2004,United Kingdom,United Kingdom,59355688.0,1983994387966.655,2631.41,5.988,141.691,6.179,207.03,1.733,196.13,562.007,59649800.0,2050625396538.616,2669.371,5.868,153.103,5.563,208.462,4.319,194.397,575.938,579.987
2005-2005,United Kingdom,United Kingdom,59649800.0,2050625396538.616,2669.371,5.868,153.103,5.563,208.462,4.319,194.397,575.938,59995852.0,2099526781839.385,2691.21,5.977,147.662,5.619,211.734,6.557,197.952,579.987,613.705
2006-2006,United Kingdom,United Kingdom,59995852.0,2099526781839.385,2691.21,5.977,147.662,5.619,211.734,6.557,197.952,579.987,60383740.0,2161729590909.2776,2713.482,5.941,148.033,5.991,205.438,43.367,200.448,613.705,589.968
2007-2007,United Kingdom,United Kingdom,60383740.0,2161729590909.2776,2713.482,5.941,148.033,5.991,205.438,43.367,200.448,613.705,60803700.0,2212618763719.148,2678.878,5.893,160.844,5.272,194.126,22.123,197.183,589.968,577.295
2008-2008,United Kingdom,United Kingdom,60803700.0,2212618763719.148,2678.878,5.893,160.844,5.272,194.126,22.123,197.183,589.968,61260680.0,2267631550916.6123,2604.628,6.117,150.844,5.417,196.52,17.728,196.16,577.295,555.837
2009-2009,United Kingdom,United Kingdom,61260680.0,2267631550916.6123,2604.628,6.117,150.844,5.417,196.52,17.728,196.16,577.295,61742152.0,2252034790088.917,2559.33,5.205,139.219,4.75,202.655,10.905,188.8,555.837,501.791
2010-2010,United Kingdom,United Kingdom,61742152.0,2252034790088.917,2559.33,5.205,139.219,4.75,202.655,10.905,188.8,555.837,62243384.0,2151479088951.179,2430.017,3.721,113.823,4.881,188.07,7.684,180.264,501.791,518.709
2011-2011,United Kingdom,United Kingdom,62243384.0,2151479088951.179,2430.017,3.721,113.823,4.881,188.07,7.684,180.264,501.791,62760048.0,2190919846036.3564,2481.533,3.792,118.03,4.738,201.927,6.804,179.848,518.709,480.352
2012-2012,United Kingdom,United Kingdom,62760048.0,2190919846036.3564,2481.533,3.792,118.03,4.738,201.927,6.804,179.848,518.709,63286360.0,2223011348880.0,2342.043,4.097,117.15,4.453,168.236,10.638,172.06,480.352,504.416
2013-2013,United Kingdom,United Kingdom,63286360.0,2223011348880.0,2342.043,4.097,117.15,4.453,168.236,10.638,172.06,480.352,63808728.0,2255210703605.8345,2379.613,3.724,148.005,3.646,158.24,16.94,170.288,504.416,493.449
2014-2014,United Kingdom,United Kingdom,63808728.0,2255210703605.8345,2379.613,3.724,148.005,3.646,158.24,16.94,170.288,504.416,64302296.0,2296252457466.524,2371.596,4.029,142.457,4.216,157.622,15.837,165.756,493.449,450.675
2015-2015,United Kingdom,United Kingdom,64302296.0,2296252457466.524,2371.596,4.029,142.457,4.216,157.622,15.837,165.756,493.449,64773504.0,2369725709507.479,2240.112,4.215,115.434,4.436,144.492,11.868,166.511,450.675,442.195
2016-2016,United Kingdom,United Kingdom,64773504.0,2369725709507.479,2240.112,4.215,115.434,4.436,144.492,11.868,166.511,450.675,65224368.0,2426435693490.6763,2275.699,4.393,91.548,4.641,147.899,19.735,170.773,442.195,418.408
2017-2017,United Kingdom,United Kingdom,65224368.0,2426435693490.6763,2275.699,4.393,91.548,4.641,147.899,19.735,170.773,442.195,65655204.0,2478973027121.962,2251.756,4.553,47.825,4.559,165.742,18.978,173.93,418.408,399.686
2018-2018,United Kingdom,United Kingdom,65655204.0,2478973027121.962,2251.756,4.553,47.825,4.559,165.742,18.978,173.93,418.408,66064808.0,2539548480028.706,2252.731,4.41,39.129,4.301,161.697,12.319,174.851,399.686,393.51
2019-2019,United Kingdom,United Kingdom,66064808.0,2539548480028.706,2252.731,4.41,39.129,4.301,161.697,12.319,174.851,399.686,66432996.0,2582848318201.205,2243.542,4.364,33.28,4.476,161.485,13.781,173.087,393.51,378.681
2020-2020,United Kingdom,United Kingdom,66432996.0,2582848318201.205,2243.542,4.364,33.28,4.476,161.485,13.781,173.087,393.51,66778660.0,2624285175422.3955,2196.601,4.448,24.513,4.283,159.321,13.928,168.996,378.681,341.696
2021-2021,United Kingdom,United Kingdom,66778660.0,2624285175422.3955,2196.601,4.448,24.513,4.283,159.321,13.928,168.996,378.681,67059472.0,2334803990597.546,1973.261,3.9,22.809,3.443,149.42,15.433,143.981,341.696,362.887
2022-2022,United Kingdom,United Kingdom,67059472.0,2334803990597.546,1973.261,3.9,22.809,3.443,149.42,15.433,143.981,341.696,67281040.0,2512190045668.1416,1999.378,4.215,24.413,3.531,159.854,15.422,152.671,362.887,334.585
1992-1992,United States,United States,248083728.0,9250377703908.0,22606.611,33.484,1814.521,46.339,1023.151,289.245,2178.912,5410.202,251560192.0,9224688467039.951,22576.309,32.736,1797.739,45.348,1042.997,237.034,2119.828,5299.991,5353.906
1993-1993,United States,United States,251560192.0,9224688467039.951,22576.309,32.736,1797.739,45.348,1042.997,237.034,2119.828,5299.991,255175328.0,9552658066416.504,22909.344,32.993,1819.076,45.015,1081.595,179.678,2171.389,5353.906,5437.705
1994-1994,United States,United States,255175328.0,9552658066416.504,22909.344,32.993,1819.076,45.015,1081.595,179.678,2171.389,5353.906,258779760.0,9814940459160.438,23390.023,34.838,1880.75,44.013,1110.157,164.854,2179.57,5437.705,5580.025
1995-1995,United States,United States,258779760.0,9814940459160.438,23390.023,34.838,1880.75,44.013,1110.157,164.854,2179.57,5437.705,262273584.0,10211204349910.549,23820.387,36.31,1894.587,44.409,1137.466,215.746,2226.839,5580.025,5524.228
1996-1996,United States,United States,262273584.0,10211204349910.549,23820.387,36.31,1894.587,44.409,1137.466,215.746,2226.839,5580.025,265660560.0,10488856950652.176,24340.916,37.075,1913.488,42.757,1186.277,98.968,2218.052,5524.228,5693.196
1997-1997,United States,United States,265660560.0,10488856950652.176,24340.916,37.075,1913.488,42.757,1186.277,98.968,2218.052,5524.228,268984352.0,10886952651335.85,25161.398,37.309,1993.662,41.299,1206.218,80.214,2305.573,5693.196,5791.189
1998-1998,United States,United States,268984352.0,10886952651335.85,25161.398,37.309,1993.662,41.299,1206.218,80.214,2305.573,5693.196,272395424.0,11375560897368.248,25350.254,38.561,2039.02,41.419,1213.878,103.047,2326.319,5791.189,5846.14
