country,year,iso_code,population,gdp,primary_energy_consumption,cement_co2,coal_co2,consumption_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,other_industry_co2,trade_co2,cumulative_co2_including_luc,co2_including_luc
Democratic Republic of Congo,1927,COD,8869332.0,,,,0.231,,0.0,0.0,53.155,0.0,,,390.906,53.386
Democratic Republic of Congo,1928,COD,8986567.0,,,0.022,0.26,,0.0,0.0,53.179,0.0,,,444.367,53.461
Democratic Republic of Congo,1929,COD,9103514.0,,,0.029,0.275,,0.0,0.0,57.806,0.0,,,502.477,58.11
Democratic Republic of Congo,1930,COD,9220147.0,,,0.033,0.355,,0.0,0.0,69.456,0.0,,,572.32,69.844
Democratic Republic of Congo,1931,COD,9336439.0,,,0.022,0.227,,0.0,0.0,76.426,0.0,,,648.996,76.675
Democratic Republic of Congo,1932,COD,9452362.0,,,0.007,0.044,,0.0,0.0,85.081,0.0,,,734.128,85.132
Democratic Republic of Congo,1933,COD,9567888.0,,,0.004,0.0,,0.0,0.0,87.932,0.0,,,822.064,87.936
Democratic Republic of Congo,1934,COD,9684826.0,,,0.004,0.015,,0.0,0.0,85.892,0.0,,,907.974,85.91
Democratic Republic of Congo,1935,COD,9803193.0,,,0.004,0.029,,0.0,0.0,95.799,0.0,,,1003.806,95.832
Democratic Republic of Congo,1936,COD,9923007.0,,,0.004,0.037,,0.0,0.0,91.624,0.0,,,1095.47,91.664
Democratic Republic of Congo,1937,COD,10044285.0,,,0.004,0.099,,0.0,0.0,90.252,0.0,,,1185.825,90.355
Democratic Republic of Congo,1938,COD,10167045.0,,,0.007,0.113,,0.0,0.0,93.125,0.0,,,1279.071,93.246
Democratic Republic of Congo,1939,COD,10299646.0,,,0.017,0.07,,0.0,0.0,95.739,0.0,,,1374.898,95.827
Democratic Republic of Congo,1940,COD,10442344.0,,,0.011,0.065,,0.0,0.0,145.389,0.0,,,1520.363,145.466
Democratic Republic of Congo,1941,COD,10595400.0,,,0.022,0.081,,0.0,0.0,179.611,0.0,,,1700.077,179.714
Democratic Republic of Congo,1942,COD,10759079.0,,,0.033,0.11,,0.0,0.0,206.625,0.0,,,1906.845,206.768
Democratic Republic of Congo,1943,COD,10933654.0,,,0.033,0.187,,0.0,0.0,215.075,0.0,,,2122.14,215.295
Democratic Republic of Congo,1944,COD,11111061.0,,,0.044,0.128,,0.0,0.0,227.217,0.0,,,2349.529,227.389
Democratic Republic of Congo,1945,COD,11291347.0,,,0.037,0.135,,0.0,0.0,231.724,0.0,,,2581.425,231.896
Democratic Republic of Congo,1946,COD,11474559.0,,,0.04,0.271,,0.0,0.0,229.957,0.0,,,2811.693,230.269
Democratic Republic of Congo,1947,COD,11660743.0,,,0.058,0.268,,0.0,0.0,243.469,0.0,,,3055.488,243.794
Democratic Republic of Congo,1948,COD,11849948.0,,,0.062,0.311,,0.0,0.0,247.294,0.0,,,3303.155,247.667
Democratic Republic of Congo,1949,COD,12061342.0,,,0.073,0.403,,0.0,0.0,249.984,0.0,,,3553.614,250.459
Democratic Republic of Congo,1950,COD,12295748.0,12334004224.0,,0.087,0.964,,0.0,0.0,276.616,0.429,,,3831.709,278.095
Democratic Republic of Congo,1951,COD,12545795.0,13762654208.0,,0.102,1.059,,0.0,0.0,292.343,0.586,,,4125.799,294.09
Democratic Republic of Congo,1952,COD,12807615.0,15016505344.0,,0.12,1.335,,0.0,0.0,314.35,0.629,,,4442.233,316.434
Democratic Republic of Congo,1953,COD,13074604.0,15882645504.0,,0.123,1.364,,0.0,0.0,335.007,0.801,,,4779.529,337.296
Democratic Republic of Congo,1954,COD,13349701.0,16826791936.0,,0.171,1.572,,0.0,0.0,354.717,1.074,,,5137.062,357.533
Democratic Republic of Congo,1955,COD,13638430.0,17494505472.0,,0.2,2.034,,0.0,0.0,373.147,1.154,,,5513.596,376.534
Democratic Republic of Congo,1956,COD,13939102.0,18677356544.0,,0.225,1.715,,0.0,0.0,390.587,1.235,,,5907.359,393.762
Democratic Republic of Congo,1957,COD,14252674.0,19269902336.0,,0.229,1.781,,0.0,0.0,417.588,1.319,,,6328.276,420.917
Democratic Republic of Congo,1958,COD,14569216.0,18708994048.0,,0.192,1.369,,0.0,0.0,442.657,1.365,,,6773.859,445.583
Democratic Republic of Congo,1959,COD,14903608.0,19357339648.0,,0.171,1.257,,0.0,0.0,454.719,1.271,,,7231.276,457.418
Democratic Republic of Congo,1960,COD,15276558.0,19799695360.0,,0.098,1.041,,0.0,0.0,579.588,1.18,,,7813.184,581.907
Democratic Republic of Congo,1961,COD,15673288.0,17659762688.0,,0.069,1.057,,0.0,0.0,390.453,1.229,,,8205.991,392.808
Democratic Republic of Congo,1962,COD,16086081.0,21385908224.0,,0.098,0.839,,0.0,0.0,299.23,1.235,,,8507.393,301.402
Democratic Republic of Congo,1963,COD,16517990.0,22497906688.0,,0.12,0.818,,0.0,0.0,217.358,1.354,,,8727.043,219.651
Democratic Republic of Congo,1964,COD,16965852.0,21953286144.0,,0.113,0.94,,0.0,0.0,170.579,0.921,,,8899.598,172.553
Democratic Republic of Congo,1965,COD,17438258.0,22174078976.0,,0.123,1.178,,0.0,0.0,142.337,1.167,,,9044.403,144.806
Democratic Republic of Congo,1966,COD,17941740.0,23676299264.0,,0.131,0.909,,0.0,0.0,126.319,1.363,,,9173.125,128.722
Democratic Republic of Congo,1967,COD,18472108.0,23450699776.0,,0.145,0.949,,0.0,0.0,120.931,1.194,,,9296.345,123.22
Democratic Republic of Congo,1968,COD,19022798.0,24458477568.0,,0.145,0.74,,0.0,0.0,114.44,2.481,,,9414.151,117.806
Democratic Republic of Congo,1969,COD,19583128.0,26727661568.0,,0.16,0.887,,0.0,0.0,108.909,2.601,,,9526.708,112.557
Democratic Republic of Congo,1970,COD,20151742.0,26659889152.0,,0.207,0.788,,0.0,0.0,111.039,1.715,,,9640.457,113.749
Democratic Republic of Congo,1971,COD,20712952.0,28362504192.0,,0.225,0.876,,0.0,0.0,109.351,1.858,,,9752.768,112.31
Democratic Republic of Congo,1972,COD,21273414.0,28414472192.0,,0.236,0.85,,0.0,0.0,106.274,1.931,,,9862.058,109.291
Democratic Republic of Congo,1973,COD,21853908.0,30887354368.0,,0.265,0.828,,0.0,0.0,103.477,2.096,,,9968.724,106.666
Democratic Republic of Congo,1974,COD,22448416.0,31926198272.0,,0.309,0.832,,0.0,0.0,86.952,2.224,,,10059.041,90.316
Democratic Republic of Congo,1975,COD,23052716.0,30364745728.0,,0.309,0.671,,0.0,0.0,89.988,2.253,,,10152.262,93.221
Democratic Republic of Congo,1976,COD,23655016.0,28598779904.0,,0.32,0.876,,0.0,0.0,85.809,2.209,,,10241.476,89.214
Democratic Republic of Congo,1977,COD,24256460.0,28761571328.0,,0.238,0.887,,0.0,0.0,81.276,2.352,,,10326.229,84.753
Democratic Republic of Congo,1978,COD,25015242.0,27125444608.0,,0.225,0.843,,0.0,0.0,75.182,2.459,,,10404.937,78.708
Democratic Republic of Congo,1979,COD,25902756.0,27103821824.0,,0.212,0.747,,0.0,0.0,83.592,2.781,,,10492.27,87.332
Democratic Republic of Congo,1980,COD,26708692.0,27648954368.0,26.256,0.206,0.843,,0.0,0.0,88.869,2.437,,,10584.623,92.354
Democratic Republic of Congo,1981,COD,27457786.0,28317622272.0,26.692,0.227,0.861,,0.0,0.0,84.537,2.667,,,10672.915,88.292
Democratic Republic of Congo,1982,COD,28219220.0,28196935680.0,27.079,0.248,0.824,,0.0,0.0,83.73,1.975,,,10759.692,86.777
Democratic Republic of Congo,1983,COD,29005180.0,28585207808.0,28.171,0.231,0.806,,0.0,0.0,91.4,2.961,,,10855.09,95.398
Democratic Republic of Congo,1984,COD,29879850.0,30141794304.0,28.037,0.238,0.824,,0.0,0.0,93.621,2.869,,,10952.644,97.553
Democratic Republic of Congo,1985,COD,30800062.0,30309890048.0,28.493,0.194,0.822,,0.0,0.0,100.044,2.597,,,11056.299,103.656
Democratic Republic of Congo,1986,COD,31725136.0,31729262592.0,30.109,0.191,0.839,,0.0,0.0,87.405,2.316,,,11147.05,90.751
Democratic Republic of Congo,1987,COD,32712580.0,32572618752.0,28.673,0.21,0.85,,0.0,0.0,81.841,2.755,,,11232.706,85.657
Democratic Republic of Congo,1988,COD,33750044.0,32745572352.0,31.45,0.208,0.931,,0.0,0.0,78.985,2.84,,,11315.669,82.963
Democratic Republic of Congo,1989,COD,34825892.0,32549357568.0,32.584,0.19,0.843,,0.0,0.0,81.192,3.32,,,11401.214,85.544
Democratic Republic of Congo,1990,COD,35987544.0,31745581056.0,31.186,0.189,0.89,,0.0,0.0,84.365,3.169,,,11489.828,88.614
Democratic Republic of Congo,1991,COD,37194820.0,29817690112.0,28.944,0.102,0.148,,0.0,0.0,87.221,3.03,,,11580.33,90.502
Democratic Republic of Congo,1992,COD,38332300.0,27407296512.0,31.928,0.071,0.099,,0.0,0.0,86.049,2.737,,,11669.285,88.955
Democratic Republic of Congo,1993,COD,39580848.0,24338479104.0,30.711,0.061,0.0,,0.0,0.0,112.699,2.601,,,11784.646,115.361
Democratic Republic of Congo,1994,COD,41511988.0,23485765632.0,26.886,0.068,0.0,,1.053,0.0,114.904,1.63,,,11902.301,117.655
Democratic Republic of Congo,1995,COD,43285788.0,24780658688.0,29.411,0.096,0.0,,0.993,0.0,118.842,2.008,,,12024.24,121.939
Democratic Republic of Congo,1996,COD,44118716.0,24914388992.0,30.089,0.098,0.0,,1.162,0.0,120.581,2.213,,,12148.294,124.054
Democratic Republic of Congo,1997,COD,44822200.0,23716345856.0,27.072,0.051,0.0,,1.214,0.0,164.937,1.825,,,12316.32,168.026
Democratic Republic of Congo,1998,COD,45895532.0,23460460544.0,25.524,0.054,0.0,,1.078,0.0,169.402,1.601,,,12488.455,172.135
Democratic Republic of Congo,1999,COD,47227236.0,23134197760.0,27.725,0.064,0.0,,0.882,0.0,181.432,1.253,,,12672.087,183.632
Democratic Republic of Congo,2000,COD,48616328.0,21854113792.0,21.33,0.068,0.0,,0.812,0.0,174.847,0.824,,,12848.638,176.551
Democratic Republic of Congo,2001,COD,50106660.0,21977292800.0,20.976,0.081,0.0,,0.877,0.0,147.277,0.689,,,12997.563,148.925
Democratic Republic of Congo,2002,COD,51662080.0,23244765184.0,21.56,0.106,0.005,,0.879,0.0,136.262,0.744,,,13135.559,137.996
Democratic Republic of Congo,2003,COD,53205640.0,25228484608.0,22.437,0.132,0.002,,1.057,0.0,162.588,0.905,,,13300.243,164.685
Democratic Republic of Congo,2004,COD,54815608.0,27653537792.0,25.43,0.16,0.007,,0.872,0.0,135.249,0.989,,,13437.521,137.277
Democratic Republic of Congo,2005,COD,56550244.0,30164654080.0,27.592,0.207,0.024,,0.819,0.0,133.042,1.238,,,13572.852,135.331
Democratic Republic of Congo,2006,COD,58381636.0,32708306944.0,29.113,0.204,0.02,,0.78,0.022,142.474,1.326,,,13717.678,144.826
Democratic Republic of Congo,2007,COD,60289424.0,35814301696.0,29.997,0.205,0.032,,0.896,0.044,150.047,1.447,,,13870.35,152.671
Democratic Republic of Congo,2008,COD,62249724.0,39245770752.0,28.388,0.158,0.036,,0.84,0.044,453.498,1.608,,,14326.534,456.185
Democratic Republic of Congo,2009,COD,64270236.0,41718890496.0,27.775,0.177,0.025,,0.728,0.044,732.71,1.473,,,15061.691,735.157
Democratic Republic of Congo,2010,COD,66391260.0,46223523840.0,30.719,0.189,0.038,,0.737,0.044,870.99,1.729,,,15935.418,873.727
Democratic Republic of Congo,2011,COD,68654272.0,51169099776.0,33.243,0.175,0.03,,0.572,0.044,1011.234,2.22,,,16949.695,1014.276
Democratic Republic of Congo,2012,COD,70997872.0,55604953088.0,32.713,0.158,0.035,,0.408,0.0,942.997,2.198,,,17895.49,945.796
Democratic Republic of Congo,2013,COD,73460032.0,60956372992.0,39.533,0.174,0.013,,0.371,0.0,971.053,3.364,,,18870.465,974.974
Democratic Republic of Congo,2014,COD,76035592.0,65407410176.0,47.359,0.128,0.018,,0.418,0.004,786.797,4.499,,,19662.328,791.865
Democratic Republic of Congo,2015,COD,78656904.0,69567324160.0,36.524,0.155,0.036,,0.397,0.004,621.155,2.686,,,20286.762,624.432
Democratic Republic of Congo,2016,COD,81430976.0,69841412096.0,33.68,0.098,0.042,,0.393,0.0,654.202,2.026,,,20943.521,656.762
Democratic Republic of Congo,2017,COD,84283272.0,72396210176.0,36.642,0.349,0.052,,0.349,0.0,661.983,2.352,,,21608.607,665.085
Democratic Republic of Congo,2018,COD,87087352.0,75889336320.0,38.716,0.453,0.09,,0.293,0.0,536.647,2.539,,,22148.629,540.022
Democratic Republic of Congo,2019,COD,89906896.0,79292964864.0,39.839,0.536,0.047,,0.375,0.0,378.408,2.634,,,22530.629,382.0
Democratic Republic of Congo,2020,COD,92853168.0,80617955328.0,41.209,0.498,0.027,,0.437,0.0,495.091,2.748,,,23029.43,498.8
Democratic Republic of Congo,2021,COD,95894120.0,85639643136.0,39.402,0.604,0.036,,0.425,0.0,556.582,2.876,,,23589.953,560.522
Democratic Republic of Congo,2022,COD,99010216.0,91314987008.0,,0.604,0.0,,0.387,0.0,512.418,2.61,,,24105.971,516.019
Egypt,1850,EGY,5638537.0,,,,,,,,0.091,,,,,
Egypt,1851,EGY,5723732.0,,,,,,,,-0.016,,,,,
Egypt,1852,EGY,5794492.0,,,,,,,,-0.104,,,,,
Egypt,1853,EGY,5850322.0,,,,,,,,-0.18,,,,,
Egypt,1854,EGY,5906690.0,,,,,,,,-0.248,,,,,
Egypt,1855,EGY,5963599.0,,,,,,,,-0.308,,,,,
Egypt,1856,EGY,6021055.0,,,,,,,,-0.363,,,,,
Egypt,1857,EGY,6079064.0,,,,,,,,-0.413,,,,,
Egypt,1858,EGY,6137630.0,,,,,,,,-0.459,,,,,
Egypt,1859,EGY,6196759.0,,,,,,,,-0.501,,,,,
Egypt,1860,EGY,6256456.0,,,,,,,,-0.318,,,,,
Egypt,1861,EGY,6316727.0,,,,,,,,-0.203,,,,,
Egypt,1862,EGY,6377577.0,,,,,,,,-0.12,,,,,
Egypt,1863,EGY,6439012.0,,,,,,,,-0.057,,,,,
Egypt,1864,EGY,6501037.0,,,,,,,,-0.005,,,,,
Egypt,1865,EGY,6563659.0,,,,,,,,0.038,,,,,
Egypt,1866,EGY,6626882.0,,,,,,,,0.076,,,,,
Egypt,1867,EGY,6690713.0,,,,,,,,0.109,,,,,
Egypt,1868,EGY,6755157.0,,,,,,,,0.138,,,,,
Egypt,1869,EGY,6820220.0,,,,,,,,0.164,,,,,
Egypt,1870,EGY,6885909.0,8423555072.0,,,,,,,0.215,,,,,
Egypt,1871,EGY,6952229.0,,,,,,,,0.252,,,,,
Egypt,1872,EGY,7019186.0,,,,,,,,0.28,,,,,
Egypt,1873,EGY,7086786.0,,,,,,,,0.304,,,,,
Egypt,1874,EGY,7155036.0,,,,,,,,0.323,,,,,
Egypt,1875,EGY,7223941.0,,,,,,,,0.34,,,,,
Egypt,1876,EGY,7293509.0,,,,,,,,0.355,,,,,
Egypt,1877,EGY,7363745.0,,,,,,,,0.367,,,,,
Egypt,1878,EGY,7434655.0,,,,,,,,0.377,,,,,
Egypt,1879,EGY,7511621.0,,,,,,,,0.386,,,,,
Egypt,1880,EGY,7594768.0,,,,,,,,0.823,,,,,
Egypt,1881,EGY,7684226.0,,,,,,,,1.069,,,,,
Egypt,1882,EGY,7780124.0,,,,,,,,1.231,,,,,
Egypt,1883,EGY,7882597.0,,,,,,,,1.348,,,,,
Egypt,1884,EGY,7986417.0,,,,,,,,1.437,,,,,
Egypt,1885,EGY,8091603.0,,,,,,,,1.51,,,,,
Egypt,1886,EGY,8198173.0,,,,,,,,1.57,,,,,
Egypt,1887,EGY,8306144.0,,,,,,,,1.621,,,,,
Egypt,1888,EGY,8415536.0,,,,,,,,1.664,,,,,
Egypt,1889,EGY,8528095.0,,,,,,,,1.701,,,,,
Egypt,1890,EGY,8643889.0,,,,,,,,1.595,,,,,
Egypt,1891,EGY,8762982.0,,,,,,,,1.546,,,,,
Egypt,1892,EGY,8885443.0,,,,,,,,1.519,,,,,
Egypt,1893,EGY,9011340.0,,,,,,,,1.502,,,,,
Egypt,1894,EGY,9139020.0,,,,,,,,1.488,,,,,
Egypt,1895,EGY,9268507.0,,,,,,,,1.477,,,,,
Egypt,1896,EGY,9399826.0,,,,,,,,1.466,,,,,
Egypt,1897,EGY,9533003.0,,,,,,,,1.454,,,,,
Egypt,1898,EGY,9668066.0,,,,,,,,1.442,,,,,
Egypt,1899,EGY,9803830.0,,,,,,,,1.429,,,,,
Egypt,1900,EGY,9940289.0,,,,,,,,1.4,,,,,
Egypt,1901,EGY,10077437.0,,,,,,,,1.372,,,,,
Egypt,1902,EGY,10215268.0,,,,,,,,1.346,,,,,
Egypt,1903,EGY,10353774.0,,,,,,,,1.322,,,,,
Egypt,1904,EGY,10494157.0,,,,,,,,1.298,,,,,
Egypt,1905,EGY,10636440.0,,,,,,,,1.275,,,,,
Egypt,1906,EGY,10780650.0,,,,,,,,1.251,,,,,
Egypt,1907,EGY,10926812.0,,,,,,,,1.228,,,,,
Egypt,1908,EGY,11074954.0,,,,,,,,1.205,,,,,
Egypt,1909,EGY,11219744.0,,,,,,,,1.183,,,,,
Egypt,1910,EGY,11361079.0,,,,,,,,1.23,,,,,
Egypt,1911,EGY,11498855.0,,,,0.0,,0.0,0.0,1.233,0.011,,,1.244,1.244
Egypt,1912,EGY,11632963.0,,,,0.0,,0.0,0.0,1.222,0.084,,,2.55,1.306
Egypt,1913,EGY,11763295.0,20329056256.0,,,0.0,,0.0,0.0,1.204,0.04,,,3.794,1.244
Egypt,1914,EGY,11895084.0,,,,0.0,,0.0,0.0,1.183,0.308,,,5.285,1.491
Egypt,1915,EGY,12028348.0,,,,0.0,,0.0,0.0,1.16,0.092,,,6.537,1.252
Egypt,1916,EGY,12163101.0,,,,0.0,,0.0,0.0,1.137,0.18,,,7.854,1.317
Egypt,1917,EGY,12299362.0,,,,0.0,,0.0,0.0,1.114,0.421,,,9.388,1.535
Egypt,1918,EGY,12443062.0,,,,0.0,,0.0,0.0,1.09,0.865,,,11.343,1.955
Egypt,1919,EGY,12587076.0,,,,0.0,,0.0,0.0,1.066,0.689,,,13.098,1.755
Egypt,1920,EGY,12731391.0,,,,0.0,,0.0,0.0,0.835,0.454,,,14.387,1.289
Egypt,1921,EGY,12875995.0,,,,0.0,,0.0,0.0,0.788,0.561,,,15.736,1.349
Egypt,1922,EGY,13020877.0,,,,0.0,,0.0,0.0,0.821,0.531,,,17.088,1.352
Egypt,1923,EGY,13166025.0,,,,0.0,,0.0,0.0,0.897,0.469,,,18.454,1.366
Egypt,1924,EGY,13312790.0,,,,0.0,,0.0,0.0,0.997,0.498,,,19.949,1.495
Egypt,1925,EGY,13461191.0,,,,0.0,,0.0,0.0,1.112,0.553,,,21.614,1.665
Egypt,1926,EGY,13611246.0,,,,0.0,,0.0,0.0,1.234,0.531,,,23.38,1.765
Egypt,1927,EGY,13762974.0,,,,0.0,,0.0,0.0,1.36,0.568,,,25.307,1.928
Egypt,1928,EGY,13916394.0,,,0.044,0.0,,0.0,0.0,1.486,0.824,,,27.662,2.354
Egypt,1929,EGY,14078659.0,,,0.087,0.0,,0.0,0.0,1.612,0.835,,,30.196,2.534
Egypt,1930,EGY,14249967.0,,,0.148,0.0,,0.0,0.0,1.878,0.873,,,33.095,2.899
Egypt,1931,EGY,14430516.0,,,0.12,0.0,,0.0,0.0,2.06,0.887,,,36.162,3.067
Egypt,1932,EGY,14620510.0,,,0.12,0.0,,0.0,0.0,2.208,0.832,,,39.322,3.16
Egypt,1933,EGY,14820156.0,,,0.142,0.0,,0.0,0.0,2.338,0.729,,,42.53,3.208
Egypt,1934,EGY,15022528.0,,,0.145,0.0,,0.0,0.0,2.456,0.678,,,45.81,3.279
Egypt,1935,EGY,15227663.0,,,0.189,0.0,,0.0,0.0,2.567,0.557,,,49.123,3.313
Egypt,1936,EGY,15435599.0,,,0.167,0.0,,0.0,0.0,2.671,0.561,,,52.522,3.399
Egypt,1937,EGY,15646375.0,,,0.164,0.0,,0.0,0.0,2.77,0.524,,,55.98,3.458
Egypt,1938,EGY,15860029.0,,,0.185,0.0,,0.0,0.0,2.864,0.692,,,59.722,3.742
Egypt,1939,EGY,16118395.0,,,0.185,0.0,,0.0,0.0,2.953,2.041,,,64.901,5.179
Egypt,1940,EGY,16423191.0,,,0.178,0.0,,0.0,0.0,3.403,2.851,,,71.332,6.432
Egypt,1941,EGY,16776186.0,,,0.207,0.0,,0.0,0.0,3.695,3.745,,,78.979,7.646
Egypt,1942,EGY,17179205.0,,,0.207,0.0,,0.0,0.0,3.911,3.627,,,86.725,7.746
Egypt,1943,EGY,17634128.0,,,0.16,0.0,,0.0,0.0,4.084,3.942,,,94.912,8.187
Egypt,1944,EGY,18101098.0,,,0.211,0.0,,0.0,0.0,4.228,4.148,,,103.498,8.587
Egypt,1945,EGY,18580434.0,,,0.214,0.0,,0.0,0.0,4.351,4.14,,,112.204,8.706
Egypt,1946,EGY,19072463.0,,,0.291,0.0,,0.0,0.0,4.458,3.931,,,120.885,8.68
Egypt,1947,EGY,19577521.0,,,0.32,0.0,,0.0,0.0,4.552,4.093,,,129.849,8.965
Egypt,1948,EGY,20095954.0,,,0.378,0.0,,0.0,0.0,4.635,5.771,,,140.633,10.783
Egypt,1949,EGY,20620147.0,,,0.44,0.0,,0.0,0.0,4.707,7.02,,,152.8,12.167
Egypt,1950,EGY,21150060.0,30757265408.0,,0.505,0.509,,0.0,0.0,4.98,9.219,,,168.013,15.213
Egypt,1951,EGY,21606364.0,31319513088.0,,0.56,0.674,,0.0,0.0,5.275,9.325,,,183.846,15.833
Egypt,1952,EGY,22108170.0,31890446336.0,,0.469,0.473,,0.0,0.0,5.419,9.951,,,200.158,16.312
Egypt,1953,EGY,22659266.0,32425277440.0,,0.542,0.183,,0.0,0.0,5.607,10.054,,,216.544,16.386
Egypt,1954,EGY,23241220.0,33014044672.0,,0.662,0.323,,0.0,0.0,5.83,10.68,,,234.038,17.494
Egypt,1955,EGY,23841704.0,33660149760.0,,0.676,0.26,,0.0,0.0,6.018,9.706,,,250.699,16.66
Egypt,1956,EGY,24453502.0,35246452736.0,,0.669,0.234,,0.0,0.0,6.161,9.039,,,266.802,16.103
Egypt,1957,EGY,25078382.0,36864356352.0,,0.723,0.44,,0.0,0.0,6.387,10.754,,,285.105,18.303
Egypt,1958,EGY,25700976.0,38667513856.0,,0.749,0.667,,0.0,0.0,6.593,12.267,,,305.381,20.275
Egypt,1959,EGY,26345770.0,40509591552.0,,0.883,0.209,,0.0,0.0,6.775,11.615,,,324.862,19.482
Egypt,1960,EGY,27034500.0,42417643520.0,,1.01,0.414,,0.0,0.0,7.077,14.608,,,347.972,23.109
Egypt,1961,EGY,27747872.0,45220061184.0,,1.018,0.781,,0.0,0.0,4.999,15.267,,,370.037,22.065
Egypt,1962,EGY,28485028.0,48232701952.0,,1.105,0.707,,0.0,0.0,4.159,16.759,,,392.767,22.73
Egypt,1963,EGY,29245942.0,51444883456.0,,1.239,0.707,,0.0,0.0,4.124,19.58,,,418.418,25.651
Egypt,1964,EGY,30026652.0,54901977088.0,,1.247,1.213,,0.0,0.099,7.593,22.933,,,451.502,33.085
Egypt,1965,EGY,30818472.0,58532794368.0,91.675,1.196,1.026,,0.0,0.095,7.978,25.293,,,487.09,35.587
Egypt,1966,EGY,31613136.0,58874122240.0,96.463,1.207,0.674,,0.0,0.106,6.166,24.545,,,519.788,32.698
Egypt,1967,EGY,32408416.0,58134978560.0,82.585,1.359,1.11,,0.0,0.106,4.718,17.074,,,544.156,24.368
Egypt,1968,EGY,33204632.0,59081297920.0,89.118,1.555,1.154,,0.0,0.106,4.658,20.057,,,571.687,27.531
Egypt,1969,EGY,33995960.0,63097380864.0,73.375,1.785,1.261,,1.389,0.136,3.893,15.095,,,595.245,23.558
Egypt,1970,EGY,34781992.0,67114483712.0,91.432,1.82,1.227,,1.854,0.165,3.445,16.588,,,620.344,25.099
Egypt,1971,EGY,35555972.0,69906251776.0,93.99,1.937,0.916,,1.502,0.161,2.99,18.497,,,646.347,26.003
Egypt,1972,EGY,36330772.0,71250780160.0,104.29,1.89,0.938,,1.209,0.136,2.625,21.303,,,674.447,28.1
Egypt,1973,EGY,37120780.0,73196101632.0,98.573,1.788,0.898,,1.48,0.169,2.185,19.427,,,700.393,25.946
Egypt,1974,EGY,37930376.0,76018040832.0,112.037,1.614,1.543,,2.583,0.081,1.781,20.268,,,728.263,27.87
Egypt,1975,EGY,38775584.0,83697410048.0,124.288,1.77,3.561,,2.521,0.088,0.508,23.12,,,759.831,31.568
Egypt,1976,EGY,39649056.0,96606691328.0,148.624,1.658,2.283,,2.906,0.729,-0.548,26.875,,,793.734,33.903
Egypt,1977,EGY,40577356.0,109254148096.0,161.271,1.604,2.539,,2.004,2.096,-1.4,29.572,,,830.149,36.415
Egypt,1978,EGY,41576640.0,117620129792.0,170.354,1.474,1.99,,1.59,3.078,-2.054,31.129,,,867.356,37.207
Egypt,1979,EGY,42632456.0,126908743680.0,186.082,1.45,1.817,,0.986,5.529,-1.51,33.108,,,908.735,41.379
Egypt,1980,EGY,43748552.0,140607651840.0,211.662,1.483,1.817,,0.095,3.078,-0.553,38.703,,,953.358,44.623
Egypt,1981,EGY,44899572.0,146244911104.0,241.095,1.71,2.895,,0.04,3.66,-0.702,42.598,,,1003.559,50.201
Egypt,1982,EGY,46088652.0,161850654720.0,268.999,2.076,3.221,,0.048,4.082,-0.636,47.005,,,1059.354,55.795
Egypt,1983,EGY,47353672.0,174291288064.0,290.812,2.676,2.257,,0.0,4.199,0.164,47.848,,,1116.499,57.145
Egypt,1984,EGY,48676444.0,184976097280.0,317.112,3.157,2.257,,0.0,5.35,0.989,52.941,,,1181.192,64.693
Egypt,1985,EGY,50035844.0,197156339712.0,328.849,2.787,2.275,,0.0,6.881,2.236,51.864,,,1247.235,66.043
Egypt,1986,EGY,51424316.0,202297851904.0,336.317,3.681,2.763,,0.0,8.042,1.191,59.906,,,1322.819,75.584
Egypt,1987,EGY,52841316.0,207425830912.0,356.63,4.221,2.924,,0.0,9.984,1.728,57.484,,,1399.16,76.341
Egypt,1988,EGY,54298448.0,216114298880.0,361.877,4.715,2.583,,0.0,11.523,1.192,55.488,,,1474.662,75.502
Egypt,1989,EGY,55765848.0,222664802304.0,381.468,6.0,2.832,,0.0,12.31,2.793,50.762,,,1549.359,74.697
Egypt,1990,EGY,57214632.0,227979902976.0,391.323,6.767,3.36,80.405,0.0,13.015,1.852,52.075,,5.187,1626.429,77.07
Egypt,1991,EGY,58611032.0,241323327488.0,396.433,7.855,2.697,76.319,0.0,14.904,9.546,51.839,,-0.977,1713.271,86.842
Egypt,1992,EGY,59989148.0,254191042560.0,392.626,8.1,2.59,85.188,0.0,16.118,11.326,53.132,,5.248,1804.537,91.266
Egypt,1993,EGY,61382204.0,269984907264.0,392.913,7.596,3.415,91.865,0.0,18.511,6.991,62.757,,-0.413,1903.805,99.269
Egypt,1994,EGY,62775844.0,286215798784.0,413.228,7.615,3.693,90.43,3.817,20.158,5.681,53.089,,2.057,1997.86,94.054
Egypt,1995,EGY,64166908.0,305979228160.0,437.821,8.325,2.451,99.93,4.104,26.011,2.782,58.104,,0.935,2099.636,101.777
Egypt,1996,EGY,65565196.0,328668872704.0,461.277,8.78,3.43,101.486,4.382,27.707,3.626,53.652,,3.535,2201.213,101.577
Egypt,1997,EGY,66993732.0,354503262208.0,480.5,9.215,2.851,113.067,4.192,25.063,2.732,70.384,,1.362,2315.651,114.437
Egypt,1998,EGY,68446008.0,380551430144.0,500.307,9.787,2.792,129.706,3.56,26.293,7.199,82.594,,4.681,2447.876,132.225
