country,year,iso_code,population,gdp,primary_energy_consumption,cement_co2,coal_co2,consumption_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,other_industry_co2,trade_co2,cumulative_co2_including_luc,co2_including_luc
Spain,1925,ESP,22314065.0,82930384896.0,,,18.324,,0.0,0.0,42.107,0.729,,,2395.859,61.16
Spain,1926,ESP,22536404.0,82091294720.0,,,17.514,,0.0,0.059,42.707,0.806,,,2456.945,61.086
Spain,1927,ESP,22760959.0,89945677824.0,,,20.225,,0.0,0.161,43.123,1.059,,,2521.513,64.568
Spain,1928,ESP,22987751.0,89652461568.0,,0.763,19.485,,0.0,0.0,43.607,1.26,,,2586.628,65.115
Spain,1929,ESP,23214389.0,96751345664.0,,0.901,21.654,,0.0,0.0,44.095,1.414,,,2654.693,68.065
Spain,1930,ESP,23440849.0,91863678976.0,,0.908,20.563,,0.0,0.293,43.055,1.872,,,2721.384,66.691
Spain,1931,ESP,23667105.0,89537396736.0,,0.807,19.185,,0.0,0.315,42.947,2.224,,,2786.862,65.478
Spain,1932,ESP,23893132.0,92028157952.0,,0.705,17.906,,0.0,0.333,43.052,2.231,,,2851.089,64.228
Spain,1933,ESP,24118905.0,88907808768.0,,0.694,15.667,,0.0,0.344,43.228,2.001,,,2913.023,61.934
Spain,1934,ESP,24346811.0,91986583552.0,,0.672,16.385,,0.0,0.352,43.418,2.836,,,2976.688,63.664
Spain,1935,ESP,24576871.0,93457137664.0,,0.669,18.73,,0.0,0.363,43.711,2.693,,,3042.853,66.166
Spain,1936,ESP,24809105.0,71257284608.0,,0.298,7.416,,0.0,0.341,43.887,0.0,,,3094.795,51.941
Spain,1937,ESP,25043533.0,66366877696.0,,0.189,4.796,,0.0,0.26,44.161,0.0,,,3144.201,49.406
Spain,1938,ESP,25280177.0,66548264960.0,,0.294,12.655,,0.0,0.271,44.45,0.0,,,3201.872,57.671
Spain,1939,ESP,25514739.0,73524117504.0,,0.589,14.803,,0.0,0.322,44.624,0.0,,,3262.209,60.338
Spain,1940,ESP,25747164.0,81571528704.0,,0.77,20.452,,0.0,0.396,32.514,0.0,,,3316.343,54.133
Spain,1941,ESP,25977393.0,82802974720.0,,0.81,20.471,,0.0,0.227,27.022,0.0,,,3364.873,48.53
Spain,1942,ESP,26205369.0,88732917760.0,,0.814,21.944,,0.0,0.3,23.831,0.0,,,3411.762,46.889
Spain,1943,ESP,26431030.0,93584146432.0,,0.84,22.666,,0.0,0.344,21.537,0.0,,,3457.148,45.387
Spain,1944,ESP,26658635.0,97622433792.0,,0.912,24.498,,0.0,0.381,19.788,0.0,,,3502.727,45.579
Spain,1945,ESP,26888200.0,89865207808.0,,0.952,25.087,,0.0,0.363,18.43,1.865,,,3549.425,46.697
Spain,1946,ESP,27119742.0,93683105792.0,,1.061,25.021,,0.0,0.385,17.241,1.619,,,3594.752,45.328
Spain,1947,ESP,27353278.0,95527649280.0,,1.079,24.384,,0.0,0.41,16.278,5.298,,,3642.202,47.45
Spain,1948,ESP,27588824.0,95314010112.0,,1.152,25.468,,0.0,0.447,15.52,5.646,,,3690.436,48.234
Spain,1949,ESP,27827617.0,94862401536.0,,1.112,27.36,,0.0,0.491,14.953,6.792,,,3741.144,50.708
Spain,1950,ESP,28069696.0,97082138624.0,,1.247,26.512,,0.0,0.0,15.924,5.277,,,3790.104,48.96
Spain,1951,ESP,28207082.0,107135115264.0,,1.356,26.446,,0.0,0.0,16.192,5.313,,,3839.411,49.307
Spain,1952,ESP,28404774.0,117037318144.0,,1.465,29.158,,0.0,0.0,16.564,6.98,,,3893.577,54.166
Spain,1953,ESP,28633540.0,116997111808.0,,1.61,30.106,,0.0,0.0,17.1,7.215,,,3949.609,56.032
Spain,1954,ESP,28862382.0,125599457280.0,,1.883,30.077,,0.0,0.0,17.669,7.765,,,4007.002,57.393
Spain,1955,ESP,29095376.0,130079580160.0,,2.141,29.605,,0.0,0.0,18.27,8.526,,,4065.544,58.542
Spain,1956,ESP,29329782.0,140913917952.0,,2.337,29.59,,0.0,0.0,19.139,10.406,,,4127.016,61.472
Spain,1957,ESP,29577444.0,146029608960.0,,2.457,33.441,,0.0,0.0,20.577,14.315,,,4197.806,70.791
Spain,1958,ESP,29857444.0,155616215040.0,,2.631,36.153,,0.0,0.0,22.457,17.089,,,4276.136,78.33
Spain,1959,ESP,30150510.0,154272940032.0,,2.831,32.763,,0.0,0.0,39.579,16.484,,,4367.793,91.658
Spain,1960,ESP,30415594.0,154173177856.0,,2.835,31.796,,0.0,0.0,17.383,14.235,,,4434.042,66.249
Spain,1961,ESP,30711868.0,172488146944.0,,3.275,33.579,,0.0,0.0,17.837,16.753,,,4505.486,71.444
Spain,1962,ESP,31052630.0,189313564672.0,,3.605,34.515,,0.0,0.0,10.819,21.856,,,4576.282,70.795
Spain,1963,ESP,31388554.0,208429236224.0,,3.831,34.478,,0.0,0.004,1.558,20.43,,,4636.583,60.3
Spain,1964,ESP,31747644.0,220233711616.0,,4.201,32.544,,0.0,0.004,2.98,27.575,,,4703.886,67.304
Spain,1965,ESP,32112016.0,237809909760.0,337.407,4.79,34.471,,0.0,0.007,-8.131,31.752,,,4766.776,62.89
Spain,1966,ESP,32462272.0,255489507328.0,381.803,5.967,31.921,,0.0,0.015,17.403,39.714,,,4861.796,95.02
Spain,1967,ESP,32814224.0,269604634624.0,411.542,6.658,32.141,,0.0,0.007,0.841,47.588,,,4949.031,87.235
Spain,1968,ESP,33157582.0,285820780544.0,433.019,7.392,32.735,,0.0,0.004,34.428,56.886,,,5080.476,131.445
Spain,1969,ESP,33480508.0,312133386240.0,490.208,8.064,32.795,,0.0,0.128,6.235,55.749,,,5183.449,102.972
Spain,1970,ESP,33792624.0,321926135808.0,528.761,8.253,36.379,,0.0,0.165,53.251,71.97,,,5353.466,170.017
Spain,1971,ESP,34133624.0,338048122880.0,582.201,8.433,35.13,,0.0,0.817,21.115,84.078,,,5503.04,149.574
Spain,1972,ESP,34515176.0,372317356032.0,629.562,9.562,36.185,,0.0,1.627,6.621,97.343,,,5654.377,151.337
Spain,1973,ESP,34898152.0,405140635648.0,689.238,10.863,35.119,,0.0,2.158,-0.28,106.817,,,5809.055,154.677
Spain,1974,ESP,35329900.0,435579682816.0,717.367,10.735,36.75,,0.0,2.07,-3.831,123.11,,,5977.889,168.834
Spain,1975,ESP,35760432.0,448574423040.0,736.829,11.565,41.14,,0.0,2.539,-9.061,125.81,,,6149.881,171.992
Spain,1976,ESP,36139072.0,469577498624.0,787.319,12.021,40.615,,0.0,3.312,-10.268,141.797,,,6337.359,187.478
Spain,1977,ESP,36513080.0,485921783808.0,816.26,13.274,44.356,,0.0,3.067,-10.531,134.132,,,6521.657,184.298
Spain,1978,ESP,36865440.0,500155449344.0,819.629,14.251,36.23,,0.0,3.089,-11.512,145.943,,,6709.659,188.002
Spain,1979,ESP,37188964.0,508825305088.0,882.752,13.076,42.154,,0.0,3.506,-12.061,144.011,,,6900.344,190.686
Spain,1980,ESP,37491664.0,525059522560.0,887.016,13.04,49.251,,0.0,3.986,-11.567,147.634,,,7102.689,202.345
Spain,1981,ESP,37758648.0,524559220736.0,894.217,13.304,56.762,,0.0,4.408,-10.756,131.623,,,7298.03,195.341
Spain,1982,ESP,37982144.0,533517500416.0,893.8,13.597,66.296,,0.0,4.789,-9.779,123.916,,,7496.849,198.819
Spain,1983,ESP,38169764.0,543778570240.0,914.974,14.003,69.349,,0.0,5.038,-9.998,115.046,,,7690.286,193.437
Spain,1984,ESP,38329928.0,549100126208.0,929.585,11.551,69.517,,0.0,4.785,-12.555,111.814,,,7875.398,185.113
Spain,1985,ESP,38471924.0,566345400320.0,922.283,10.921,75.007,,0.0,5.383,-11.014,108.621,,,8064.316,188.917
Spain,1986,ESP,38590808.0,590018510848.0,941.692,10.778,73.44,,0.154,5.023,-11.265,99.718,,,8242.164,177.848
Spain,1987,ESP,38694532.0,632708988928.0,976.362,10.254,70.319,,0.139,5.485,-10.959,103.31,,,8420.713,178.549
Spain,1988,ESP,38781724.0,674675687424.0,1019.785,11.246,60.992,,0.143,7.508,-10.539,117.569,,,8607.631,186.919
Spain,1989,ESP,38847320.0,719992455168.0,1068.388,12.04,75.425,,0.147,10.124,-12.705,127.15,,,8819.812,212.181
Spain,1990,ESP,38889888.0,756125007872.0,1068.754,12.279,79.876,264.914,1.769,12.062,-13.649,121.513,3.001,34.414,9036.664,216.851
Spain,1991,ESP,38997064.0,786757910528.0,1106.518,11.701,82.396,270.629,1.754,13.463,-16.475,127.972,2.945,30.398,9260.419,223.756
Spain,1992,ESP,39202248.0,803260989440.0,1159.128,10.438,85.65,292.392,1.855,14.57,-23.438,133.261,2.858,43.761,9485.614,225.194
Spain,1993,ESP,39420540.0,794221281280.0,1121.501,9.914,82.449,272.007,1.838,14.168,-24.336,128.805,2.872,31.961,9701.324,215.71
Spain,1994,ESP,39623732.0,820138278912.0,1174.692,11.499,82.941,275.616,2.089,15.212,-45.378,137.419,3.14,23.316,9908.245,206.922
Spain,1995,ESP,39814568.0,855020273664.0,1219.41,12.365,85.879,287.613,1.863,18.878,-4.261,143.725,3.324,21.578,10170.02,261.774
Spain,1996,ESP,39996476.0,885027504128.0,1266.568,12.115,72.659,272.145,1.794,21.289,-15.64,142.29,3.351,18.647,10407.878,237.858
Spain,1997,ESP,40180048.0,925901389824.0,1317.594,12.752,75.331,277.698,1.815,27.489,-35.093,144.948,3.497,11.866,10638.616,230.739
Spain,1998,ESP,40362356.0,976805822464.0,1377.544,13.809,73.456,291.78,1.942,28.462,-25.823,153.228,3.708,17.175,10887.398,248.782
Spain,1999,ESP,40542232.0,1031651262464.0,1441.673,14.432,83.531,315.556,1.994,32.502,-22.917,161.666,3.951,17.481,11162.557,275.158
Spain,2000,ESP,40741652.0,1094998753280.0,1525.348,14.728,88.321,335.255,2.133,37.153,-30.209,163.468,4.268,25.184,11442.419,279.862
Spain,2001,ESP,40966448.0,1147959115776.0,1587.078,15.014,81.098,335.74,2.038,39.97,-27.167,169.398,4.29,23.932,11727.061,284.642
Spain,2002,ESP,41477652.0,1191323500544.0,1614.626,15.53,90.917,358.857,2.069,45.027,-15.694,173.92,4.486,26.907,12043.317,316.256
Spain,2003,ESP,42230268.0,1239651844096.0,1694.781,16.038,84.293,358.65,1.9,51.279,-14.396,178.249,4.573,22.318,12365.253,321.936
Spain,2004,ESP,42959672.0,1289831710720.0,1744.459,16.292,87.367,385.581,2.234,58.736,-18.657,183.598,4.784,32.57,12699.607,334.354
Spain,2005,ESP,43685372.0,1348839669760.0,1770.33,16.792,87.766,411.236,2.297,68.912,-22.971,187.75,4.822,42.898,13044.974,345.367
Spain,2006,ESP,44422824.0,1415738556416.0,1783.067,16.745,77.952,416.307,2.416,74.012,-26.053,183.442,5.086,56.653,13378.574,333.601
Spain,2007,ESP,45245784.0,1481143222272.0,1828.408,16.824,84.629,428.442,2.565,75.625,-24.087,182.939,4.817,61.043,13721.887,343.312
Spain,2008,ESP,45966544.0,1510615285760.0,1774.594,14.389,59.334,393.27,2.304,82.522,-24.141,173.208,4.13,57.383,14033.633,311.747
Spain,2009,ESP,46367772.0,1468765831168.0,1652.099,11.402,45.081,345.547,2.256,73.679,-22.87,161.035,3.047,49.047,14307.264,273.63
Spain,2010,ESP,46572776.0,1480376320000.0,1692.348,11.197,36.352,328.19,2.28,73.622,-28.875,156.338,3.148,45.253,14561.325,254.062
Spain,2011,ESP,46729232.0,1477187469312.0,1661.356,9.523,54.215,320.995,2.739,68.023,12.185,146.018,3.281,37.196,14857.311,295.985
Spain,2012,ESP,46756084.0,1433478627328.0,1647.511,8.754,63.253,295.094,3.379,65.077,-15.821,134.678,2.92,17.033,15119.55,262.239
Spain,2013,ESP,46603460.0,1413362089984.0,1578.531,7.642,49.191,275.641,3.835,59.054,-14.878,129.347,2.872,23.701,15356.611,237.062
Spain,2014,ESP,46464548.0,1433089474560.0,1554.219,8.897,54.142,281.018,4.065,54.25,-15.97,129.901,2.925,26.838,15594.821,238.21
Spain,2015,ESP,46431344.0,1488098820096.0,1573.144,9.216,61.841,281.666,3.707,56.602,-21.419,136.36,3.041,10.899,15844.17,249.348
Spain,2016,ESP,46473320.0,1533303980032.0,1582.913,9.414,45.677,273.679,3.764,57.652,-20.106,140.248,2.875,14.049,16083.692,239.523
Spain,2017,ESP,46584168.0,1578931453952.0,1602.043,9.449,53.598,293.602,3.823,62.528,-18.289,141.157,3.037,20.01,16338.995,255.303
Spain,2018,ESP,46792044.0,1615001419776.0,1628.671,9.667,48.081,296.841,3.794,61.842,-18.932,142.125,3.091,28.24,16588.664,249.668
Spain,2019,ESP,47131372.0,1647042625536.0,1583.871,9.064,23.707,281.757,3.645,71.178,-19.399,140.047,3.02,31.096,16819.926,231.262
Spain,2020,ESP,47363808.0,1460507901952.0,1422.96,8.192,16.121,250.937,3.558,64.25,-19.674,118.82,2.685,37.311,17013.877,193.952
Spain,2021,ESP,47486932.0,1541122031616.0,1530.27,8.472,17.475,272.184,3.511,68.123,-19.96,129.789,2.9,41.915,17224.188,210.31
Spain,2022,ESP,47558632.0,1625139970048.0,1591.031,8.072,22.851,,3.511,65.619,-19.995,142.661,2.9,,17449.807,225.618
Sweden,1834,SWE,2972567.0,4521862144.0,,,0.033,,0.0,0.0,,0.0,,,,
Sweden,1839,SWE,3098887.0,4789508096.0,,,0.044,,0.0,0.0,,0.0,,,,
Sweden,1840,SWE,3127143.0,4896864256.0,,,0.04,,0.0,0.0,,0.0,,,,
Sweden,1841,SWE,3156963.0,4888644096.0,,,0.04,,0.0,0.0,,0.0,,,,
Sweden,1842,SWE,3188373.0,4708440064.0,,,0.081,,0.0,0.0,,0.0,,,,
Sweden,1843,SWE,3221400.0,4857268224.0,,,0.059,,0.0,0.0,,0.0,,,,
Sweden,1844,SWE,3254769.0,5121688064.0,,,0.099,,0.0,0.0,,0.0,,,,
Sweden,1845,SWE,3288483.0,5306560000.0,,,0.088,,0.0,0.0,,0.0,,,,
Sweden,1846,SWE,3322547.0,5174819840.0,,,0.081,,0.0,0.0,,0.0,,,,
Sweden,1847,SWE,3356964.0,5343088128.0,,,0.081,,0.0,0.0,,0.0,,,,
Sweden,1848,SWE,3391737.0,5448560128.0,,,0.139,,0.0,0.0,,0.0,,,,
Sweden,1849,SWE,3426618.0,5716568064.0,,,0.194,,0.0,0.0,,0.0,,,,
Sweden,1850,SWE,3461607.0,5937330176.0,,,0.202,,0.0,0.0,23.205,0.0,,,23.406,23.406
Sweden,1851,SWE,3496809.0,5887000064.0,,,0.216,,0.0,0.0,23.411,0.0,,,47.033,23.627
Sweden,1852,SWE,3532116.0,5805204992.0,,,0.216,,0.0,0.0,23.678,0.0,,,70.928,23.894
Sweden,1853,SWE,3567529.0,5921183744.0,,,0.227,,0.0,0.0,23.79,0.0,,,94.945,24.017
Sweden,1854,SWE,3603296.0,6042409984.0,,,0.337,,0.0,0.0,23.991,0.0,,,119.272,24.328
Sweden,1855,SWE,3639423.0,6481500160.0,,,0.315,,0.0,0.0,24.018,0.0,,,143.606,24.333
Sweden,1856,SWE,3675911.0,6476547072.0,,,0.476,,0.0,0.0,24.079,0.0,,,168.161,24.555
Sweden,1857,SWE,3712765.0,6693919744.0,,,0.612,,0.0,0.0,24.266,0.0,,,193.039,24.878
Sweden,1858,SWE,3749989.0,6831950848.0,,,0.513,,0.0,0.0,24.542,0.0,,,218.094,25.055
Sweden,1859,SWE,3786484.0,7168465920.0,,,0.755,,0.0,0.0,24.702,0.0,,,243.55,25.456
Sweden,1860,SWE,3822233.0,7422384128.0,,,0.751,,0.0,0.0,24.653,0.0,,,268.955,25.404
Sweden,1861,SWE,3857220.0,7251120128.0,,,0.967,,0.0,0.0,24.731,0.0,,,294.653,25.698
Sweden,1862,SWE,3891427.0,7127136256.0,,,0.986,,0.0,0.0,25.146,0.0,,,320.785,26.132
Sweden,1863,SWE,3924837.0,7532683776.0,,,0.986,,0.0,0.0,25.524,0.0,,,347.295,26.51
Sweden,1864,SWE,3958533.0,7764274176.0,,,1.033,,0.0,0.0,25.706,0.004,,,374.038,26.743
Sweden,1865,SWE,3992519.0,7991675904.0,,,1.077,,0.0,0.0,25.94,0.004,,,401.059,27.021
Sweden,1866,SWE,4026796.0,7947176960.0,,,1.11,,0.0,0.0,26.189,0.004,,,428.361,27.302
Sweden,1867,SWE,4061368.0,8142922240.0,,,1.033,,0.0,0.0,26.806,0.004,,,456.204,27.843
Sweden,1868,SWE,4096237.0,7369196032.0,,,1.213,,0.0,0.0,26.879,0.011,,,484.307,28.103
Sweden,1869,SWE,4132102.0,7923731968.0,,,1.077,,0.0,0.0,27.074,0.011,,,512.469,28.162
Sweden,1870,SWE,4168979.0,8927616000.0,,,1.326,,0.0,0.0,27.357,0.015,,,541.166,28.698
Sweden,1871,SWE,4206884.0,9288733696.0,,,1.414,,0.0,0.0,27.231,0.018,,,569.83,28.663
Sweden,1872,SWE,4245832.0,9548792832.0,,,1.689,,0.0,0.0,27.821,0.022,,,599.362,29.532
Sweden,1873,SWE,4285838.0,9761815552.0,,,1.711,,0.0,0.0,27.969,0.026,,,629.067,29.706
Sweden,1874,SWE,4326221.0,10238400512.0,,,1.843,,0.0,0.0,27.947,0.029,,,658.886,29.819
Sweden,1875,SWE,4366984.0,9971531776.0,,,2.246,,0.0,0.0,28.129,0.029,,,689.291,30.404
Sweden,1876,SWE,4408132.0,10710985728.0,,,2.4,,0.0,0.0,28.23,0.029,,,719.95,30.659
Sweden,1877,SWE,4449667.0,10594288640.0,,,2.539,,0.0,0.0,28.366,0.033,,,750.888,30.938
Sweden,1878,SWE,4491594.0,10327828480.0,,,2.147,,0.0,0.0,28.542,0.033,,,781.61,30.722
Sweden,1879,SWE,4529401.0,11004879872.0,,,2.169,,0.0,0.0,28.802,0.044,,,812.625,31.015
Sweden,1880,SWE,4563030.0,10785347584.0,,,2.792,,0.0,0.0,28.32,0.037,,,843.774,31.149
Sweden,1881,SWE,4592421.0,11169080320.0,,,2.7,,0.0,0.0,27.931,0.051,,,874.456,30.682
Sweden,1882,SWE,4617513.0,10771904512.0,,,3.092,,0.0,0.0,28.022,0.055,,,905.626,31.17
Sweden,1883,SWE,4638245.0,11619820544.0,,,3.158,,0.0,0.0,28.203,0.059,,,937.046,31.42
Sweden,1884,SWE,4659071.0,11453647872.0,,,3.477,,0.0,0.0,28.365,0.073,,,968.961,31.915
Sweden,1885,SWE,4679989.0,11762608128.0,,,3.752,,0.0,0.0,28.366,0.077,,,1001.156,32.195
Sweden,1886,SWE,4701002.0,11970899968.0,,,3.668,,0.0,0.0,28.415,0.084,,,1033.323,32.167
Sweden,1887,SWE,4722109.0,11677945856.0,,,3.719,,0.0,0.0,28.285,0.084,,,1065.411,32.089
Sweden,1888,SWE,4743311.0,11904651264.0,,,4.166,,0.0,0.0,28.084,0.081,,,1097.742,32.331
Sweden,1889,SWE,4766883.0,12135788544.0,,,4.818,,0.0,0.0,27.984,0.139,,,1130.684,32.941
Sweden,1890,SWE,4792852.0,12456680448.0,,,4.862,,0.0,0.0,28.509,0.084,,,1164.139,33.456
Sweden,1891,SWE,4821244.0,13173911552.0,,,5.151,,0.0,0.0,28.645,0.128,,,1198.064,33.925
Sweden,1892,SWE,4852087.0,13035965440.0,,,5.122,,0.0,0.0,28.95,0.128,,,1232.264,34.2
Sweden,1893,SWE,4885406.0,13378847744.0,,,5.13,,0.0,0.0,28.937,0.15,,,1266.481,34.217
Sweden,1894,SWE,4918955.0,13533558784.0,,,5.749,,0.0,0.0,28.897,0.143,,,1301.269,34.788
Sweden,1895,SWE,4952734.0,14330592256.0,,,5.774,,0.0,0.0,29.051,0.18,,,1336.274,35.005
Sweden,1896,SWE,4986745.0,14837823488.0,,,5.994,,0.0,0.0,29.617,0.161,,,1372.046,35.772
Sweden,1897,SWE,5020989.0,15561306112.0,,,6.654,,0.0,0.0,29.508,0.202,,,1408.41,36.364
Sweden,1898,SWE,5055469.0,16256207872.0,,,7.101,,0.0,0.0,29.563,0.198,,,1445.272,36.862
Sweden,1899,SWE,5089642.0,16804639744.0,,,8.907,,0.0,0.0,29.898,0.227,,,1484.304,39.032
Sweden,1900,SWE,5123503.0,16988439552.0,,,8.926,,0.0,0.0,29.804,0.245,,,1523.278,38.975
Sweden,1901,SWE,5157047.0,17561335808.0,,,8.284,,0.0,0.0,30.313,0.238,,,1562.114,38.835
Sweden,1902,SWE,5190268.0,17438693376.0,,,8.669,,0.0,0.0,30.57,0.256,,,1601.609,39.495
Sweden,1903,SWE,5223160.0,18438189056.0,,,9.512,,0.0,0.0,30.679,0.293,,,1642.093,40.484
Sweden,1904,SWE,5256260.0,18862358528.0,,,10.028,,0.0,0.0,31.272,0.297,,,1683.69,41.597
Sweden,1905,SWE,5289570.0,18721067008.0,,,9.842,,0.0,0.0,31.788,0.322,,,1725.642,41.952
Sweden,1906,SWE,5323091.0,20356450304.0,,,10.963,,0.0,0.0,32.195,0.33,,,1769.129,43.487
Sweden,1907,SWE,5356825.0,21883344896.0,,,12.428,,0.0,0.0,31.974,0.344,,,1813.875,44.746
Sweden,1908,SWE,5390772.0,21394436096.0,,0.111,13.201,,0.0,0.0,32.179,0.443,,,1859.81,45.935
Sweden,1909,SWE,5426317.0,21702940672.0,,0.11,12.128,,0.0,0.0,32.465,0.432,,,1904.945,45.135
Sweden,1910,SWE,5463482.0,22287446016.0,,0.128,12.56,,0.0,0.0,32.123,0.429,,,1950.185,45.24
Sweden,1911,SWE,5502286.0,23021467648.0,,0.141,12.146,,0.0,0.0,32.225,0.506,,,1995.203,45.018
Sweden,1912,SWE,5542751.0,24073895936.0,,0.169,13.553,,0.0,0.0,32.083,0.465,,,2041.474,46.271
Sweden,1913,SWE,5584898.0,25749800960.0,,0.194,15.206,,0.0,0.0,32.157,0.553,,,2089.584,48.11
Sweden,1914,SWE,5627365.0,26472802304.0,,0.139,14.403,,0.0,0.0,32.156,0.443,,,2136.725,47.142
Sweden,1915,SWE,5670156.0,27574335488.0,,0.153,14.491,,0.0,0.0,32.041,0.458,,,2183.868,47.142
Sweden,1916,SWE,5713272.0,29300115456.0,,0.173,15.26,,0.0,0.0,32.044,0.498,,,2231.844,47.976
Sweden,1917,SWE,5756715.0,27733420032.0,,0.14,6.606,,0.0,0.0,31.99,0.158,,,2270.737,38.894
Sweden,1918,SWE,5800311.0,25748238336.0,,0.113,7.881,,0.0,0.0,31.957,0.121,,,2310.81,40.073
Sweden,1919,SWE,5840331.0,26252490752.0,,0.117,7.181,,0.0,0.0,31.803,0.499,,,2350.411,39.601
Sweden,1920,SWE,5876734.0,28134287360.0,,0.14,9.82,,0.0,0.0,31.974,0.583,,,2392.927,42.516
Sweden,1921,SWE,5909474.0,26935447552.0,,0.121,5.569,,0.0,0.0,32.028,0.443,,,2431.088,38.161
Sweden,1922,SWE,5938507.0,29066827776.0,,0.183,9.398,,0.0,0.0,31.869,0.546,,,2473.084,41.996
Sweden,1923,SWE,5963789.0,30122930176.0,,0.196,11.428,,0.0,0.0,31.903,0.67,,,2517.281,44.197
Sweden,1924,SWE,5989178.0,32302665728.0,,0.203,13.659,,0.0,0.0,31.765,0.78,,,2563.688,46.407
Sweden,1925,SWE,6014675.0,33174960128.0,,0.222,11.97,,0.0,0.0,31.725,0.927,,,2608.533,44.844
Sweden,1926,SWE,6040280.0,34904383488.0,,0.235,11.523,,0.0,0.0,31.546,1.012,,,2652.848,44.315
Sweden,1927,SWE,6065995.0,36133302272.0,,0.247,16.528,,0.0,0.0,31.327,1.099,,,2702.05,49.202
Sweden,1928,SWE,6091819.0,37270962176.0,,0.233,14.66,,0.0,0.0,31.289,1.352,,,2749.584,47.534
Sweden,1929,SWE,6116959.0,39587786752.0,,0.284,17.617,,0.0,0.0,31.131,1.469,,,2800.084,50.5
Sweden,1930,SWE,6141408.0,41414905856.0,,0.305,16.858,,0.0,0.0,30.442,1.77,,,2849.459,49.374
Sweden,1931,SWE,6165161.0,40492462080.0,,0.258,16.726,,0.0,0.0,29.95,1.961,,,2898.352,48.894
Sweden,1932,SWE,6188213.0,39063199744.0,,0.241,16.305,,0.0,0.0,29.647,2.191,,,2946.736,48.384
Sweden,1933,SWE,6210556.0,39866228736.0,,0.201,16.946,,0.0,0.0,29.199,2.371,,,2995.453,48.717
Sweden,1934,SWE,6232980.0,42589589504.0,,0.287,18.947,,0.0,0.0,28.948,2.499,,,3046.133,50.68
Sweden,1935,SWE,6255485.0,44692721664.0,,0.367,19.643,,0.0,0.0,28.416,2.854,,,3097.413,51.28
Sweden,1936,SWE,6278071.0,46291562496.0,,0.393,21.563,,0.0,0.0,28.051,3.092,,,3150.512,53.099
Sweden,1937,SWE,6300739.0,47565803520.0,,0.432,24.875,,0.0,0.0,27.625,3.635,,,3207.079,56.567
Sweden,1938,SWE,6323489.0,49192165376.0,,0.491,21.548,,0.0,0.0,27.338,4.096,,,3260.552,53.473
Sweden,1939,SWE,6354332.0,52948619264.0,,0.585,24.149,,0.0,0.0,26.781,4.565,,,3316.633,56.081
Sweden,1940,SWE,6393377.0,49189085184.0,,0.345,16.47,,0.0,0.0,27.549,1.66,,,3362.657,46.024
Sweden,1941,SWE,6440733.0,47987777536.0,,0.32,14.319,,0.0,0.0,27.566,0.403,,,3405.266,42.608
Sweden,1942,SWE,6496512.0,48606625792.0,,0.407,12.285,,0.0,0.0,27.455,0.33,,,3445.742,40.477
Sweden,1943,SWE,6560825.0,50485710848.0,,0.458,14.927,,0.0,0.0,27.435,0.451,,,3489.013,43.271
Sweden,1944,SWE,6625775.0,52394721280.0,,0.523,11.498,,0.0,0.0,27.124,0.421,,,3528.579,39.566
Sweden,1945,SWE,6691367.0,54413635584.0,,0.6,3.348,,0.0,0.0,26.823,0.601,,,3559.951,31.372
Sweden,1946,SWE,6757610.0,60471001088.0,,0.723,11.021,,0.0,0.0,26.371,5.632,,,3603.698,43.747
Sweden,1947,SWE,6824507.0,66050326528.0,,0.767,14.821,,0.0,0.0,26.055,9.504,,,3654.846,51.148
Sweden,1948,SWE,6892068.0,67604824064.0,,0.734,19.841,,0.0,0.0,26.784,10.226,,,3712.431,57.585
Sweden,1949,SWE,6955459.0,70433284096.0,,0.84,16.642,,0.0,0.0,30.941,9.351,,,3770.203,57.773
Sweden,1950,SWE,7014611.0,75344388096.0,,0.963,17.695,,0.0,0.0,32.878,9.998,,,3831.737,61.534
Sweden,1951,SWE,7068422.0,78314389504.0,,1.007,19.148,,0.0,0.0,33.506,13.282,,,3898.68,66.943
Sweden,1952,SWE,7119455.0,79458000896.0,,1.047,18.84,,0.0,0.0,33.65,14.634,,,3966.851,68.171
Sweden,1953,SWE,7169979.0,81670520832.0,,1.163,15.55,,0.0,0.0,33.628,15.836,,,4033.027,66.176
Sweden,1954,SWE,7217603.0,85106188288.0,,1.217,14.792,,0.0,0.0,33.064,18.485,,,4100.585,67.558
Sweden,1955,SWE,7264358.0,87579721728.0,,1.261,14.771,,0.0,0.0,32.56,23.063,,,4172.241,71.655
Sweden,1956,SWE,7312100.0,90910818304.0,,1.232,13.777,,0.0,0.0,31.593,28.367,,,4247.209,74.968
Sweden,1957,SWE,7358125.0,94988238848.0,,1.21,11.212,,0.0,0.0,30.521,26.421,,,4316.574,69.365
Sweden,1958,SWE,7403293.0,95457558528.0,,1.239,10.377,,0.0,0.0,29.133,30.454,,,4387.778,71.204
Sweden,1959,SWE,7449319.0,98369110016.0,,1.396,10.036,,0.0,0.0,27.642,30.957,,,4457.809,70.031
Sweden,1960,SWE,7492907.0,103590518784.0,,1.388,10.116,,0.0,0.0,30.48,37.666,,,4537.459,79.65
Sweden,1961,SWE,7536314.0,109521281024.0,,1.504,9.386,,0.0,0.0,23.776,37.909,,,4610.034,72.575
