year,country_index,population,gdp,temperature_change_from_co2,cement_co2_lag_1,coal_co2_lag_1,flaring_co2_lag_1,gas_co2_lag_1,land_use_change_co2_lag_1,oil_co2_lag_1,cement_co2_diff_lag1_lag2,coal_co2_diff_lag1_lag2,flaring_co2_diff_lag1_lag2,gas_co2_diff_lag1_lag2,land_use_change_co2_diff_lag1_lag2,oil_co2_diff_lag1_lag2,co2_including_luc
1943,Argentina,0.009614348797200111,0.009379998895607516,0.032679738562091505,0.001129578141918411,0.00028234340541618235,0.0,0.0009822455290379526,0.11085728622448088,0.004122861184067988,0.08257567930571341,0.4496472689443795,0.38376263890956835,0.48351521085685095,0.3864433172176172,0.5039823712664055,0.030189456927851754
1944,Argentina,0.009832013785985937,0.010467638398803566,0.032679738562091505,0.001004069459483032,0.0003157761263463296,0.0,0.000985650192916767,0.10708780396905979,0.004316547332498119,0.08242070461824569,0.45101288997102823,0.38376263890956835,0.48280454614846036,0.38811803502464376,0.5034819076586449,0.029155840629220563
1945,Argentina,0.010053875688901245,0.0101218447632409,0.032679738562091505,0.0011359599393303795,0.0003361619317915413,0.0,0.0009635198777044735,0.10397843783074313,0.004213168836096761,0.08398336605021181,0.4509532314415364,0.38376263890956835,0.4826466206577069,0.3892103299120185,0.5020270715895732,0.028255808348629327
1946,Argentina,0.010280014851421515,0.011044035744814013,0.032679738562091505,0.0011444690025463374,0.00041688972135457973,0.0,0.000886063774461446,0.10134284506798667,0.003977893637390219,0.08323432172745118,0.4512291521404361,0.38376263890956835,0.4823044487610744,0.38999428325369523,0.5013811243749052,0.027511269989633297
1947,Argentina,0.010510513134974593,0.012291441833428056,0.032679738562091505,0.0011976506476460741,0.0006199323435888885,0.0,0.0008230774927033798,0.0990519254807663,0.0036166630292751266,0.08350552743051969,0.4517884508544219,0.38376263890956835,0.48239393987250134,0.39056461434802553,0.5007642738816188,0.02696445191181171
1948,Argentina,0.010745456190869244,0.012986746924428543,0.032679738562091505,0.0014316498860849165,0.0006633541091871895,0.0,0.0008486124717944877,0.09705006042944897,0.0037988626781051073,0.08460326480008266,0.45105856603267036,0.38376263890956835,0.48294141490711334,0.39104291321629786,0.5034256539973074,0.02676513818310598
1949,Argentina,0.010983112043525575,0.012805885270833818,0.032679738562091505,0.0013146502668654953,0.0011854345866390617,0.0,0.0006519931327929564,0.09527269981402263,0.004037306566356517,0.0824723628474016,0.45324728833340155,0.38376263890956835,0.4815674631375582,0.391414400960897,0.5037011029597184,0.025940927447545368
1950,Argentina,0.011223503432229099,0.012967996455849675,0.032679738562091505,0.0015231223156564637,0.0007334812799187178,0.0,0.0009669245415832878,0.09357572234200753,0.0039271946046723115,0.08444829011261494,0.4487934062410278,0.38376263890956835,0.4847312371356526,0.3915474110394334,0.5019940953053408,0.0305380235753218
1951,Argentina,0.011478839837347831,0.013481430544710609,0.032679738562091505,0.0016550127955038112,0.0007259385319039895,0.0,0.0,0.10172121420767999,0.010132676992105606,0.08398336605021181,0.45082552490184297,0.38376263890956835,0.4768033774998288,0.40783375621133555,0.5329239101338059,0.03258055773584916
1952,Argentina,0.011735977193879178,0.012783450996476526,0.032679738562091505,0.0016379946690718954,0.001115103557853081,0.0,0.0012069533450397027,0.1059190005858226,0.01081473741663871,0.08307934703998347,0.45263951706420363,0.38376263890956835,0.49024810094597354,0.4013014834654365,0.5058736581561988,0.03373288587556158
