year,country_index,population_lag_1,gdp_lag_1,temperature_change_from_co2_lag_1,cement_co2_lag_1,coal_co2_lag_1,flaring_co2_lag_1,gas_co2_lag_1,land_use_change_co2_lag_1,oil_co2_lag_1,co2_including_luc
1980,Australia,14520529.0,22670.9560523587,4.82076100670988e-10,1.777483451188314e-07,6.5264151188982165e-06,0.0,1.0527164678366746e-06,8.102872836106729e-06,5.487954330038527e-06,2.1071472017251893e-05
1981,Australia,14706329.0,22830.745866762536,4.759855433670768e-10,1.803305230013554e-07,6.9238897076218e-06,0.0,1.2015915052628022e-06,7.1746660910414835e-06,5.5909261923896845e-06,2.4738756823065958e-05
1982,Australia,14930055.0,23357.365751700177,4.688529278693213e-10,1.978559355608536e-07,7.020670720904913e-06,0.0,1.3637592091924644e-06,1.041804601523571e-05,5.738424942172015e-06,1.993500191120435e-05
1983,Australia,15168446.0,22962.23749328046,4.6148432080649526e-10,1.8611003394810516e-07,7.092684379138113e-06,0.0,1.485320249681477e-06,5.56299570832767e-06,5.607891540108987e-06,3.0147995729593536e-05
1984,Australia,15383079.0,22645.24290462267,4.550454431131765e-10,1.5452043118286005e-07,6.8353676139867705e-06,2.860285642425681e-08,1.481497949792756e-06,1.664972272455989e-05,4.998284153647004e-06,2.1817611604188533e-05
1985,Australia,15579478.0,23901.929349879374,4.4930902049478165e-10,1.72213728855357e-07,7.002866206428739e-06,1.7651425805152138e-08,1.5436974204142142e-06,7.855911475339546e-06,5.225271347345527e-06,1.865031514311859e-05
1986,Australia,15785685.0,24783.801029857113,5.067882705121761e-10,1.8314061125633764e-07,7.554692748525008e-06,2.2298683902535746e-08,1.9097682488913213e-06,4.425021783977065e-06,4.5553930665663225e-06,1.5637104952886527e-05
1987,Australia,16012299.0,24939.85419782631,4.996159514633095e-10,1.81610398356913e-07,7.417735579381824e-06,1.992218606459947e-08,1.7544014135634114e-06,1.645360232156544e-06,4.618137595357169e-06,1.3762688084463422e-05
1988,Australia,16259251.0,25775.72832106473,4.920275847884998e-10,1.770069236276628e-07,7.758167950048867e-06,1.5744882713231995e-08,1.781877898311552e-06,-6.660208394593331e-07,4.695911269221442e-06,1.3020107042877723e-05
1989,Australia,16525901.0,26498.573190290805,4.840885831277823e-10,1.8976272458609067e-07,7.888162950994322e-06,2.1057853366058528e-08,1.796331709841418e-06,-1.5471471116763921e-06,4.671938915766227e-06,1.3154875639609144e-05
1990,Australia,16796586.0,27218.39748339335,4.762872645667399e-10,2.012313692794476e-07,8.40295760102678e-06,3.185171081790074e-08,1.8066171304097154e-06,-2.136148381581829e-06,4.84836620965713e-06,1.5458527046160597e-05
1991,Australia,17048002.0,27225.278457850956,4.692632016350068e-10,2.031323084077536e-07,8.322206907296234e-06,4.2656025028622126e-07,2.02105795154177e-06,-8.577544746885881e-07,5.2074724064438755e-06,1.3377382275538802e-05
1992,Australia,17271092.0,26709.4926055631,4.632017477528346e-10,1.8429639538715907e-07,8.458237614622168e-06,4.053594295021994e-07,1.8983165627280545e-06,-2.807697394003807e-06,5.105467563950212e-06,1.7833013600572654e-05
1993,Australia,17462500.0,27409.23433780959,5.153901216893342e-10,1.6738725841088046e-07,8.592641374373658e-06,4.182677165354331e-07,1.945311381531854e-06,1.5393557623478884e-06,5.030722977809592e-06,1.8780860225616474e-05
1994,Australia,17631514.0,28444.79257583892,5.104496414771868e-10,1.704334636265496e-07,8.512938820795538e-06,4.047865656914091e-07,2.0230820790545837e-06,2.396901366496377e-06,5.1225323021040615e-06,1.793647425689559e-05
1995,Australia,17805506.0,29653.36910953275,5.054616251849287e-10,1.9566981134936576e-07,8.501639885999309e-06,3.8639733125247884e-07,2.0798061004275865e-06,1.4415203926246186e-06,5.158741346637383e-06,2.7642778687687756e-05
1996,Australia,18003002.0,30497.068461804316,4.999166250162056e-10,1.8652444742271319e-07,8.650501732988754e-06,3.9221236547104756e-07,2.2133530841134164e-06,1.0698049136471796e-05,5.336221148006315e-06,2.8286582637129118e-05
1997,Australia,18211850.0,31559.98222080678,4.941837320206348e-10,1.7812578074165997e-07,8.806793379036178e-06,3.712418013546125e-07,2.184347004834764e-06,1.1158119575990359e-05,5.417571526231547e-06,2.48685868212356e-05
1998,Australia,18410254.0,32670.530339016506,4.888580027195713e-10,1.7300141540687055e-07,9.108130718891766e-06,3.632214960206416e-07,2.231908370194132e-06,7.468881200661326e-06,5.34381546283935e-06,2.8848437553926623e-05
1999,Australia,18601666.0,34128.50415613311,5.375862570589107e-10,1.8681122432797148e-07,9.548284546126137e-06,3.710420346220602e-07,2.338822769960497e-06,1.0885745395063002e-05,5.329737669733453e-06,2.6304390238505705e-05
2000,Australia,18800892.0,35345.171556328285,5.318896571503097e-10,1.8722515931690902e-07,9.74586737693084e-06,3.810989393481969e-07,2.423502033839671e-06,8.009513591163654e-06,5.361926444766556e-06,2.9241189174363945e-05
2001,Australia,19017968.0,36389.76088465392,5.258185311911346e-10,1.9039889014430983e-07,9.769550563971923e-06,4.1818347785630935e-07,2.4508401738818784e-06,1.0837119927849284e-05,5.397527222676997e-06,2.4303119895287577e-05
2002,Australia,19248146.0,37088.7705510962,5.195305563455306e-10,1.839657700019524e-07,9.875340721127115e-06,4.2456037064556765e-07,2.5626364222299644e-06,5.715199791190279e-06,5.360204562039378e-06,2.2009574733662347e-05
2003,Australia,19475842.0,38358.583133299195,5.134566197446046e-10,1.790936689669181e-07,9.814569249432193e-06,4.111247154295049e-07,2.5975256936259803e-06,3.3949238240893513e-06,5.414502746530804e-06,3.007314481483429e-05
1981,Belarus,9817256.0,9319.288104130115,3.0558437102994974e-10,1.1887232033065044e-07,8.831388322765547e-07,4.257808903017299e-08,1.0322640053391702e-06,2.5832065497731747e-06,7.824284097307843e-06,1.1743196880306138e-05
1982,Belarus,9877123.0,9680.189271309064,3.037321697826381e-10,1.1744310564928674e-07,7.746182770023214e-07,4.100384292065615e-08,1.0708583865969878e-06,2.087247470746289e-06,7.651924553334001e-06,1.1769564963668157e-05
1983,Belarus,9938940.0,10052.360114056428,3.0184305368580556e-10,1.1097762940514783e-07,7.866029979052092e-07,4.084942659881235e-08,1.1355335679660003e-06,1.9954844279168604e-06,7.700116913876129e-06,1.1694464911157473e-05
1984,Belarus,10004049.0,10497.5969725858,2.9987857916329677e-10,1.1155483144874641e-07,7.807838606148371e-07,4.018372960788177e-08,1.2187065457196381e-06,1.8483516024361736e-06,7.694884341330196e-06,1.1736999215639852e-05
1985,Belarus,10069354.0,10788.235756136888,2.979337105438939e-10,1.0983822795384888e-07,7.843601486252246e-07,4.0022428449729745e-08,1.3331540434470772e-06,1.8714209471630454e-06,7.598104108764077e-06,1.2393793599801524e-05
1986,Belarus,10133217.0,10835.570424673626,2.960560303800856e-10,1.0697491231067095e-07,9.280369698981084e-07,4.430971921355281e-08,1.5201490306582795e-06,1.8282446729404886e-06,7.966078294780423e-06,1.3778129571859523e-05
1987,Belarus,10201675.0,11056.63419703137,2.940693562576734e-10,1.0694322255904055e-07,1.028556585070589e-06,3.8523085669755216e-08,1.4608385387693688e-06,1.8632234412486184e-06,9.28004469854215e-06,1.2654262989247963e-05
1988,Belarus,10270610.0,11106.530915690499,2.920956009428846e-10,1.0505705113912415e-07,1.0139611960730668e-06,3.514883731346045e-08,1.794245911391826e-06,1.7016516058929314e-06,8.00439311783818e-06,1.2616654750711376e-05
1989,Belarus,10333484.0,10998.745189908845,2.903183476163509e-10,1.0296624062126579e-07,1.040307412291924e-06,7.674081655325542e-08,2.056324856166613e-06,1.5548482970506366e-06,7.785467128027681e-06,1.1993325510552906e-05
1990,Belarus,10387611.0,11659.97743119183,2.888055781064578e-10,1.0011926707690536e-07,1.0304583026838413e-06,7.441557062543062e-08,2.160169455710269e-06,1.4863860419879027e-06,7.141680603942524e-06,1.1893242449293173e-05
1991,Belarus,10428527.0,11216.816193504605,2.876724584401997e-10,9.445245718786555e-08,9.773192321408383e-07,6.712357363604659e-10,2.5496409991554893e-06,1.5039516127253638e-06,6.419315019273576e-06,1.06159920341332e-05
1992,Belarus,10457619.0,10901.672824760588,2.8687218381163054e-10,9.05559860232047e-08,9.440007328628055e-07,6.693684288938046e-10,2.4273211712914766e-06,6.643003536464658e-07,6.172437530952314e-06,9.732040513513286e-06
1993,Belarus,10475912.0,9725.243113916955,2.863712486321e-10,8.667503125264893e-08,8.337221618509205e-07,6.681995801415667e-10,3.158674872412063e-06,8.085214919712957e-07,4.554830166576428e-06,8.761235763421254e-06
1994,Belarus,10480485.0,8878.42578430292,2.862462948995204e-10,8.148477861473013e-08,7.311684526050083e-07,6.679080214322143e-10,2.8672337205768627e-06,1.0743777601895332e-06,3.7642341933603263e-06,8.359014937572293e-06
1995,Belarus,10475397.0,7752.70491037237,2.863853274486876e-10,6.01409187642244e-08,6.025547289520388e-07,6.682324307136045e-10,2.5550344297213747e-06,1.8791650569424718e-06,3.11033557964438e-06,7.0857549456139705e-06
1996,Belarus,10461694.0,6822.350249586731,2.867604424293045e-10,5.3815376362566137e-08,5.629107484887247e-07,5.73520884858609e-10,2.3265830562430902e-06,1.2639444434142311e-06,2.7344519921917045e-06,6.981872676114639e-06
1997,Belarus,10436455.0,6947.199176731946,2.8745392951917103e-10,6.103605103457065e-08,5.598644367268387e-07,5.749078590383421e-10,2.513305523762619e-06,1.066549896492631e-06,2.6360483516673044e-06,6.990242984134297e-06
1998,Belarus,10400926.0,7678.938974472081,2.8843585657661636e-10,7.931986055856949e-08,4.836107861934601e-07,5.768717131532327e-10,2.9048375115831033e-06,1.0687509939018892e-06,2.2814314802355096e-06,7.238156183284878e-06
1999,Belarus,10357472.0,8264.803210667622,2.896459676646966e-10,8.824547148184422e-08,4.6121292917808515e-07,5.792919353293932e-10,2.8573574710122315e-06,1.4380922294552183e-06,2.222550058547105e-06,7.107489599866361e-06
2000,Belarus,10308281.0,8483.95641523548,2.9102815493679304e-10,8.585330570635395e-08,3.9890259103336434e-07,5.820563098735861e-10,2.97750905315833e-06,1.4843405995626235e-06,2.0200264234162807e-06,5.676308920138266e-06
2001,Belarus,10256489.0,8913.295331375093,2.92497754348491e-10,8.404435474946641e-08,4.0930185758498843e-07,5.84995508696982e-10,3.0553340426728874e-06,3.2301502005218356e-07,1.6778646181943937e-06,5.376518005899691e-06
2002,Belarus,10201212.0,9275.772411356611,3.9211027081880077e-10,8.057866065326355e-08,3.661329653770552e-07,5.881654062282011e-10,3.1023764627183514e-06,8.273526714276695e-08,1.6114751854975665e-06,5.381341479573901e-06
2003,Belarus,10135391.0,9695.063681707,3.946567034266364e-10,9.688822069123924e-08,3.1838929548943895e-07,5.919850551399547e-10,3.1571549632372347e-06,6.886759474794805e-08,1.591354492392055e-06,5.579342732146347e-06
2004,Belarus,10065881.0,10325.75964051234,3.973820075957584e-10,1.1563816421036568e-07,3.121435669664682e-07,5.960730113936376e-10,3.3380088638043706e-06,1.0659772353756218e-07,1.544325827019016e-06,6.083474595720897e-06
2005,Belarus,9999713.0,11448.968892607218,4.0001148032948545e-10,1.3010373397716513e-07,2.97008524144643e-07,7.000200905765996e-10,3.6355043389745284e-06,2.5790740194243576e-07,1.5873455568174805e-06,6.357115724085536e-06
2006,Belarus,9935166.0,12466.632913430938,4.026102835121225e-10,1.475566689071929e-07,2.9823356751160474e-07,7.045679961462144e-10,3.72172946078606e-06,3.874117453095399e-07,1.6061130735007348e-06,6.433410635259805e-06
2007,Belarus,9874700.0,13638.281717925607,4.0507559723333366e-10,1.5919470971270013e-07,2.9286965679970024e-07,7.08882295158334e-10,3.789380943218528e-06,1.8066371636606682e-07,1.8167640535915016e-06,6.553131033107097e-06
2008,Belarus,9825990.0,14717.670804061474,4.0708366281667295e-10,1.6456357069364004e-07,2.8424616756174186e-07,7.123964099291776e-10,3.853861035885443e-06,4.2469003123349404e-07,1.629047047676621e-06,6.971004499567779e-06
2009,Belarus,9787829.0,16099.283689569975,4.086708094307737e-10,1.847192058627097e-07,2.684967217960183e-07,7.151739165038539e-10,3.947249180589485e-06,5.51194754219756e-07,1.8299257169286468e-06,6.652790460056714e-06
2010,Belarus,9757710.0,15988.409844522947,4.0993224844763784e-10,1.9205325839771833e-07,2.743471572735816e-07,6.148983726714567e-10,3.2610110364009587e-06,4.4467400650357517e-07,2.304434134648396e-06,6.845451016120351e-06
2011,Belarus,9731426.0,17082.788848417487,4.11039450949943e-10,2.0243692959284692e-07,2.9810636180144616e-07,6.165591764249145e-10,4.064460850855773e-06,4.286113874780531e-07,1.6776575190521925e-06,6.597415489447133e-06
2012,Belarus,9706983.0,17834.61526614397,4.1207448287485413e-10,2.025346083329908e-07,3.0648039663817276e-07,6.181117243122812e-10,3.8506300052240744e-06,2.815498904242441e-07,1.7946873915407084e-06,6.723607799413933e-06
2013,Belarus,9693754.0,18149.87629849076,4.126368381124588e-10,2.258155096570431e-07,5.162086844786859e-07,6.189552571686882e-10,3.798012617196599e-06,2.715150394779979e-07,1.762887731625952e-06,6.997626595748303e-06
1929,Belgium,7938984.0,8220.937248393497,2.5192140455252207e-10,1.8957085692577284e-07,1.0681845435133766e-05,0.0,0.0,2.6590304250518706e-07,2.441118410113939e-07,1.2427490550139041e-05
1930,Belgium,7986890.0,8101.500077251596,2.5041035997741297e-10,2.0107951906186263e-07,1.1666994286887637e-05,0.0,0.0,2.88347529513991e-07,2.7106921467554955e-07,1.1867509717207771e-05
1931,Belgium,8029570.0,7981.888942994457,2.4907934048772227e-10,1.878058227277426e-07,1.1197984449976775e-05,0.0,0.0,2.0150518645456731e-07,2.8021425804868754e-07,1.0559354999460765e-05
1932,Belgium,8066970.0,7803.68841336958,2.479245615144224e-10,1.5098605796228324e-07,9.98875662113532e-06,0.0,0.0,1.3127605532188666e-07,2.8846022732203045e-07,8.492738087256547e-06
1933,Belgium,8099037.0,7421.845266789126,2.4694293901855247e-10,1.2828685682013798e-07,7.921559069306635e-06,0.0,0.0,1.319910009054163e-07,3.1077768875484825e-07,9.057295265708925e-06
1934,Belgium,8125715.0,7557.672382061148,2.461321865214323e-10,1.1851264781006963e-07,8.508789688045914e-06,0.0,0.0,1.1568212766507316e-07,3.14310802187869e-07,9.29005538314042e-06
1935,Belgium,8152481.0,7470.0206015812855,2.453240921383319e-10,1.1505699921287765e-07,8.688888695355438e-06,0.0,0.0,9.555373388788027e-08,3.905559546842244e-07,8.776508114657243e-06
1936,Belgium,8179335.0,7904.638733588978,2.445186558564969e-10,1.3289588945800606e-07,8.296151215227155e-06,0.0,0.0,1.7727602549596025e-08,3.2973340742248606e-07,9.140807701226755e-06
1937,Belgium,8206277.0,7934.750833295049,2.437158774923147e-10,1.4172078276178102e-07,8.553330578531531e-06,0.0,0.0,1.0967214487154162e-09,4.446596184847282e-07,1.0916631454011989e-05
1938,Belgium,8233309.0,8016.238296412779,2.429156976860701e-10,1.8048636338075008e-07,1.0344929359507824e-05,0.0,0.0,-5.0769380816388643e-08,4.4186365409096147e-07,9.560157226700938e-06
1939,Belgium,8260429.0,7807.893498993817,2.421181757024968e-10,1.8255710447968258e-07,8.978105132312135e-06,0.0,0.0,-1.7916745001984763e-08,4.174117349111045e-07,8.806918409887359e-06
1940,Belgium,8287916.0,8312.092892833374,2.4131518707477247e-10,1.5214922545064404e-07,8.741401336596558e-06,0.0,0.0,-8.663215215984331e-08,0.0,7.3631167376883345e-06
1941,Belgium,8315772.0,7298.433790633028,2.405068344827155e-10,1.2626608810342562e-08,7.455591615546939e-06,0.0,0.0,-1.0510148666894668e-07,0.0,7.6960708763353e-06
1942,Belgium,8343998.0,6890.386710063928,2.3969325016616733e-10,3.751199365100519e-08,7.77457041576472e-06,0.0,0.0,-1.1589168645534191e-07,0.0,7.143302473139161e-06
1943,Belgium,8372598.0,6275.428081940636,2.3887448077645673e-10,2.997874733744532e-08,7.264889583854378e-06,0.0,0.0,-1.5156585805266177e-07,0.0,6.747784016159831e-06
1944,Belgium,8401573.0,6109.709979309827,2.3805066027516516e-10,2.7256800601506408e-08,6.858715623848058e-06,0.0,0.0,-1.3818840828973335e-07,0.0,3.7708845156386557e-06
1945,Belgium,8430648.0,6445.4375701606805,2.372296886312891e-10,3.534722360606207e-08,3.895311487325767e-06,0.0,0.0,-1.5989281013748884e-07,0.0,4.3885073732030354e-06
1946,Belgium,8459824.0,6808.353550617601,2.3641153763955373e-10,3.78258460223286e-08,4.543238724588124e-06,0.0,0.0,-1.9255719740741652e-07,0.0,6.433661232208216e-06
1947,Belgium,8489101.0,7186.131544435624,2.3559620741937223e-10,1.1002342886484683e-07,6.535085399502255e-06,0.0,0.0,-2.1132979805517687e-07,0.0,9.404613194444689e-06
1948,Belgium,8518479.0,7589.494393071815,2.3478369788785064e-10,1.5143548513766368e-07,8.724210037965696e-06,0.0,0.0,-2.2504017442550484e-07,7.540078457668324e-07,9.711441058619959e-06
1949,Belgium,8547959.0,8016.470128600289,2.3397398139134733e-10,1.9256058668507885e-07,8.95991663039095e-06,0.0,0.0,-2.39121408981957e-07,7.980852505258858e-07,9.183531245658965e-06
1950,Belgium,8580904.0,8309.92755075689,2.330756759427678e-10,1.685137137066211e-07,8.512156761105823e-06,0.0,0.0,-2.294630029656549e-07,7.322072359742051e-07,8.564475812721791e-06
1951,Belgium,8617340.0,8728.255852502049,2.320901809607141e-10,2.0412331415494804e-07,7.913578900217468e-06,0.0,8.123156333624993e-10,-2.782761269718962e-07,7.24121364597428e-07,1.0019404060237504e-05
1952,Belgium,8655405.0,9185.323673242327,2.3106948779404314e-10,2.510569984882279e-07,9.206732671665855e-06,0.0,3.3505075730136257e-09,-3.150632466071778e-07,8.733271291175861e-07,9.295862534441313e-06
1953,Belgium,8695589.0,9071.175226888023,2.3000167096213955e-10,2.3368169769753378e-07,8.397361006827714e-06,0.0,6.785049293383116e-09,-3.0256719815069456e-07,9.607169796088569e-07,9.122790237263252e-06
1954,Belgium,8740418.0,9313.741397722626,2.2882200828381434e-10,2.6154355546839977e-07,8.057051733681386e-06,0.0,8.008770289933503e-09,-3.015874069180673e-07,1.0978879957457412e-06,9.433689569978252e-06
1955,Belgium,8787230.0,9645.160486751798,2.2760301027741393e-10,2.4603885410988444e-07,8.299316166755621e-06,0.0,6.259082782628883e-09,-3.2296867158365036e-07,1.2050441379137682e-06,1.0094711352401776e-05
1956,Belgium,8834527.0,10048.465004634656,2.2638450253194088e-10,2.624928306857854e-07,8.69373085848286e-06,0.0,8.715803347479724e-09,-3.209000323390262e-07,1.4506718922246772e-06,1.0552047576653446e-05
1957,Belgium,8881499.0,10285.808656399106,2.251872122037057e-10,2.5941566845866896e-07,9.023589373820792e-06,0.0,1.0358611761370463e-08,-3.447616218838734e-07,1.6035581381025884e-06,1.0463651459566357e-05
1958,Belgium,8931968.0,10419.234118169703,2.2391481922013156e-10,2.60412934753013e-07,8.707935362061305e-06,0.0,1.1867485418666972e-08,-3.38783121480059e-07,1.8222187988134306e-06,9.385527968492824e-06
1959,Belgium,8987667.0,10342.305582972756,3.337907379078464e-10,2.231947400810466e-07,7.427288972766793e-06,0.0,1.1793939406077238e-08,-3.706189826570121e-07,2.093758035316618e-06,9.395104246759507e-06
1960,Belgium,9049394.0,10596.243243691235,3.3151391131826065e-10,2.425576784478607e-07,7.339386482674973e-06,0.0,1.0166426613759992e-08,-3.636707607161319e-07,2.1665539151019395e-06,9.64986443223857e-06
1961,Belgium,9108729.0,11093.129910001713,3.293544027931888e-10,2.3823301802040658e-07,7.455266261626622e-06,0.0,6.806657657725902e-09,-3.304522508024994e-07,2.2800107457363153e-06,9.766832644760379e-06
1962,Belgium,9168479.0,11557.62190871572,3.27208035269536e-10,2.5642203030622636e-07,7.306446358223649e-06,0.0,7.634854156289174e-09,-3.436775063781026e-07,2.540006908452318e-06,1.028521493852283e-05
1963,Belgium,9230337.0,12071.368561299549,3.2501521883762206e-10,2.563286692566046e-07,7.425514366376873e-06,0.0,8.342057283498966e-09,-3.340073065587963e-07,2.9290371521646504e-06,1.1045708097232378e-05
