year,country,population,gdp,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,cumulative_co2_including_luc,co2_including_luc
1950,Australia,8177169.0,97678589952.0,0.632,44.071,0.0,0.0,124.505,11.035,4718.525,180.243
1951,Australia,8419836.0,101837840384.0,0.611,46.097,0.0,0.0,181.224,14.414,4960.872,242.346
1952,Australia,8632790.0,102764888064.0,0.672,47.027,0.0,0.0,220.445,14.747,5243.763,282.892
1953,Australia,8819163.0,105967345664.0,0.789,48.232,0.0,0.0,255.023,14.015,5561.822,318.059
1954,Australia,9003364.0,112566026240.0,0.945,51.135,0.0,0.0,280.334,15.863,5910.099,348.276
1955,Australia,9209844.0,118700326912.0,0.985,51.248,0.0,0.0,301.392,19.735,6283.458,373.36
1956,Australia,9429808.0,122785832960.0,1.058,51.245,0.0,0.0,320.848,23.18,6679.789,396.331
1957,Australia,9644190.0,125243580416.0,1.148,51.626,0.0,0.0,345.719,22.705,7100.987,421.198
1958,Australia,9853146.0,131258302464.0,1.214,52.655,0.0,0.0,352.286,24.067,7531.209,430.222
1959,Australia,10065683.0,139341676544.0,1.294,56.689,0.0,0.0,365.261,25.089,7979.542,448.333
1960,Australia,10286648.0,145192517632.0,1.381,58.928,0.0,0.0,340.67,27.135,8407.656,428.114
1961,Australia,10505940.0,146189434880.0,1.414,56.48,0.0,0.0,331.604,29.115,8826.27,418.613
1962,Australia,10711943.0,155328790528.0,1.45,57.571,0.0,0.004,228.506,31.884,9145.684,319.415
1963,Australia,10917377.0,164835213312.0,1.541,58.789,0.0,0.007,257.783,35.658,9499.464,353.779
1964,Australia,11131608.0,176116154368.0,1.792,61.802,0.0,0.007,279.85,39.944,9882.857,383.394
1965,Australia,11359442.0,185112117248.0,1.879,63.812,0.0,0.007,315.773,47.907,10312.236,429.378
1966,Australia,11592675.0,190257577984.0,1.817,66.917,0.0,0.007,257.275,46.994,10685.247,373.011
1967,Australia,11809114.0,203110694912.0,1.89,68.541,0.0,0.007,449.318,51.842,11256.846,571.598
1968,Australia,12027268.0,215046504448.0,1.941,70.856,0.0,0.011,239.206,55.96,11624.819,367.974
1969,Australia,12268351.0,228127293440.0,2.13,72.267,0.0,0.487,144.323,61.53,11905.556,280.737
1970,Australia,12595038.0,242644631552.0,2.228,74.674,0.0,2.755,85.266,68.204,12138.683,233.127
1971,Australia,12993837.0,253439754240.0,2.314,72.748,0.0,4.1,82.749,71.954,12372.548,233.865
1972,Australia,13300319.0,260535648256.0,2.436,74.0,0.0,5.844,16.969,71.318,12543.114,170.567
1973,Australia,13513318.0,274659475456.0,2.591,79.03,0.0,6.485,14.246,82.037,12727.504,184.39
1974,Australia,13713392.0,281474170880.0,2.568,79.196,0.0,7.709,-15.786,76.71,12877.901,150.397
1975,Australia,13886865.0,289102987264.0,2.473,84.33,0.0,8.369,57.46,77.93,13108.464,230.562
1976,Australia,14038078.0,300755714048.0,2.494,84.598,0.0,9.259,44.239,73.452,13322.505,214.042
1977,Australia,14193365.0,303887974400.0,2.474,90.491,0.0,11.051,168.78,77.898,13673.2,350.695
1978,Australia,14355814.0,312728256512.0,2.459,93.311,0.0,13.802,128.546,81.48,13992.798,319.598
1979,Australia,14520529.0,329194274816.0,2.581,94.767,0.0,15.286,117.658,79.688,14302.778,309.98
1980,Australia,14706329.0,335756460032.0,2.652,101.825,0.0,17.671,105.513,82.222,14612.662,309.884
1981,Australia,14930055.0,348726755328.0,2.954,104.819,0.0,20.361,155.542,85.675,14982.013,369.351
1982,Australia,15168446.0,348301459456.0,2.823,107.585,0.0,22.53,84.382,85.063,15284.396,302.383
1983,Australia,15383079.0,348353560576.0,2.377,105.149,0.44,22.79,256.124,76.889,15748.166,463.769
1984,Australia,15579478.0,372379582464.0,2.683,109.101,0.275,24.05,122.391,81.407,16088.072,339.907
1985,Australia,15785685.0,391229276160.0,2.891,119.256,0.352,30.147,69.852,71.91,16382.48,294.408
1986,Australia,16012299.0,399344402432.0,2.908,118.775,0.319,28.092,26.346,73.947,16632.867,250.386
1987,Australia,16259251.0,419094036480.0,2.878,126.142,0.256,28.972,-10.829,76.352,16856.637,223.771
1988,Australia,16525901.0,437912797184.0,3.136,130.359,0.348,29.686,-25.568,77.208,17071.807,215.169
1989,Australia,16796586.0,457176154112.0,3.38,141.141,0.535,30.345,-35.88,81.436,17292.764,220.957
1990,Australia,17048002.0,464136601600.0,3.463,141.877,7.272,34.455,-14.623,88.777,17556.299,263.537
1991,Australia,17271092.0,461302104064.0,3.183,146.083,7.001,32.786,-48.492,88.177,17787.344,231.042
1992,Australia,17462500.0,478633754624.0,2.923,150.049,7.304,33.97,26.881,87.849,18098.752,311.409
1993,Australia,17631514.0,501524758528.0,3.005,150.096,7.137,35.67,42.261,90.318,18429.887,331.135
1994,Australia,17805506.0,527993241600.0,3.484,151.376,6.88,37.032,25.667,91.854,18749.254,319.368
1995,Australia,18003002.0,549038784512.0,3.358,155.735,7.061,39.847,192.597,96.068,19246.908,497.653
1996,Australia,18211850.0,574765662208.0,3.244,160.388,6.761,39.781,203.21,98.664,19762.057,515.151
1997,Australia,18410254.0,601472761856.0,3.185,167.683,6.687,41.09,137.504,98.381,20219.895,457.837
1998,Australia,18601666.0,634847035392.0,3.475,177.614,6.902,43.506,202.493,99.142,20756.523,536.629
1999,Australia,18800892.0,664520753152.0,3.52,183.231,7.165,45.564,150.586,100.809,21251.068,494.546
2000,Australia,19017968.0,692059308032.0,3.621,185.797,7.953,46.61,206.1,102.65,21807.176,556.108
2001,Australia,19248146.0,713890070528.0,3.541,190.082,8.172,49.326,110.007,103.174,22274.965,467.79
2002,Australia,19475842.0,747065704448.0,3.488,191.147,8.007,50.589,66.119,105.452,22703.619,428.655
2003,Australia,19699004.0,774451036160.0,3.584,195.386,7.158,49.717,222.969,109.673,23296.031,592.411
2004,Australia,19925060.0,809792438272.0,3.555,202.225,6.858,52.534,185.911,113.759,23864.816,568.784
2005,Australia,20171732.0,840092352512.0,3.664,200.715,6.914,54.492,73.176,116.499,24324.199,459.382
2006,Australia,20467032.0,866678669312.0,3.888,204.401,7.046,55.826,26.43,117.392,24743.064,418.867
2007,Australia,20830832.0,911250751488.0,3.972,203.559,7.504,61.064,79.054,119.464,25221.793,478.73
2008,Australia,21247876.0,937889628160.0,3.863,204.688,7.483,61.803,265.269,122.288,25891.32,669.525
2009,Australia,21660898.0,963129966592.0,3.829,206.066,7.966,63.482,105.848,122.364,26404.645,513.325
2010,Australia,22019166.0,993854029824.0,3.549,200.552,8.19,64.632,524.519,124.551,27334.676,930.031
2011,Australia,22357032.0,1024000327680.0,3.496,192.141,7.874,66.868,268.69,129.801,28007.623,672.947
2012,Australia,22729272.0,1062662897664.0,3.518,189.154,8.287,68.09,158.585,133.681,28572.787,565.165
2013,Australia,23111788.0,1086068031488.0,3.294,176.363,8.846,69.87,157.522,137.311,29129.598,556.81
2014,Australia,23469578.0,1113888129024.0,3.138,168.146,9.273,70.772,82.19,137.684,29604.836,475.239
2015,Australia,23820240.0,1139303383040.0,3.076,174.205,10.828,71.501,36.137,137.711,30042.352,437.515
2016,Australia,24195706.0,1169967284224.0,2.931,179.562,12.44,73.936,90.708,137.44,30543.312,500.961
2017,Australia,24590336.0,1197832929280.0,3.019,176.932,14.861,75.431,44.489,139.481,31001.457,458.144
2018,Australia,24979228.0,1231576891392.0,2.942,169.394,16.926,78.468,23.575,143.691,31440.383,438.926
2019,Australia,25357168.0,1255505526784.0,3.04,164.947,20.199,80.661,9.733,143.064,31865.928,425.544
2020,Australia,25670052.0,1232259776512.0,2.82,156.681,14.552,83.48,3.327,135.38,32265.939,400.012
2021,Australia,25921094.0,1296705126400.0,2.9,151.543,13.28,80.159,-6.156,134.687,32646.391,380.45
2022,Australia,26177410.0,1344251494400.0,2.9,144.105,13.28,83.499,-15.402,144.457,33023.266,376.878
1950,Brazil,53955360.0,119498719232.0,0.687,6.383,0.007,0.004,672.261,12.579,17269.484,691.92
1951,Brazil,55591060.0,125334814720.0,0.72,6.276,0.015,0.004,751.796,14.645,18042.939,773.455
1952,Brazil,57283340.0,134544285696.0,0.799,6.008,0.015,0.004,803.144,18.108,18871.018,828.078
1953,Brazil,59025680.0,140888047616.0,1.003,5.62,0.051,0.007,839.948,18.537,19736.186,865.166
1954,Brazil,60827596.0,151832723456.0,1.236,5.752,0.125,0.015,874.069,22.549,20639.928,903.744
1955,Brazil,62701036.0,165244239872.0,1.37,5.862,0.121,0.015,898.55,26.656,21572.502,932.574
1956,Brazil,64644888.0,170024681472.0,1.617,5.071,0.165,0.018,921.547,29.737,22530.658,958.156
1957,Brazil,66660892.0,183084417024.0,1.679,5.027,0.18,0.033,950.884,29.056,23517.516,986.858
1958,Brazil,68735928.0,202937286656.0,1.872,3.95,0.311,0.066,978.717,32.855,24535.287,1017.771
1959,Brazil,70880824.0,222726635520.0,1.897,4.107,0.447,0.092,1012.0,32.474,25586.305,1051.017
1960,Brazil,73092520.0,243618988032.0,2.21,4.965,0.546,0.114,1067.341,39.018,26700.496,1114.192
1961,Brazil,75330008.0,264690925568.0,2.321,4.679,0.55,0.114,1114.628,41.472,27864.26,1163.764
1962,Brazil,77599224.0,282182189056.0,2.489,5.668,0.52,0.11,1149.536,44.826,29067.41,1203.149
1963,Brazil,79915560.0,283741028352.0,2.534,5.419,0.495,0.165,1175.348,46.91,30298.279,1230.871
1964,Brazil,82262800.0,293385633792.0,2.74,6.17,0.557,0.161,1185.11,46.999,31540.018,1241.737
1965,Brazil,84623752.0,300547047424.0,2.726,6.944,0.649,0.194,1194.46,45.766,32790.754,1250.739
1966,Brazil,86979288.0,320583729152.0,2.922,8.365,0.773,0.245,1197.909,51.857,34052.828,1262.071
1967,Brazil,89323288.0,334149091328.0,3.085,8.123,0.843,0.256,1202.21,53.725,35321.07,1268.242
1968,Brazil,91659248.0,366804795392.0,3.493,8.533,0.989,0.231,1211.126,63.978,36609.418,1288.35
1969,Brazil,94000384.0,401601724416.0,3.741,9.416,1.275,0.234,1219.594,69.422,37913.102,1303.683
1970,Brazil,96369888.0,443496726528.0,4.288,8.904,1.887,0.154,1234.162,78.255,39240.754,1327.65
1971,Brazil,98766288.0,493683376128.0,4.669,8.984,1.381,0.249,1233.404,87.053,40576.492,1335.741
1972,Brazil,101194392.0,552789540864.0,5.422,9.373,1.224,0.275,1238.219,97.726,41928.727,1352.237
1973,Brazil,103666904.0,629980135424.0,6.382,9.01,0.927,0.377,1248.117,115.365,43308.91,1380.178
1974,Brazil,106167376.0,681263693824.0,7.107,9.541,0.839,0.692,1267.968,124.836,44719.891,1410.984
1975,Brazil,108700512.0,716641599488.0,7.973,11.062,0.806,0.78,1293.309,129.706,46163.531,1443.636
1976,Brazil,111286504.0,790037659648.0,9.121,11.52,0.843,0.916,1319.615,132.208,47637.75,1474.222
1977,Brazil,113939888.0,828975480832.0,10.062,15.055,0.821,1.132,1345.5,135.293,49145.613,1507.863
1978,Brazil,116664384.0,870261981184.0,11.438,17.708,1.019,1.484,1383.85,145.469,50706.578,1560.967
1979,Brazil,119447304.0,929101316096.0,12.014,18.463,1.154,1.63,1416.121,154.526,52310.488,1603.908
1980,Brazil,122288384.0,1014791995392.0,12.803,19.987,1.308,1.883,1465.661,150.21,53962.34,1651.851
1981,Brazil,125168064.0,971272355840.0,12.64,19.723,1.748,1.685,1502.261,135.528,55635.922,1673.585
1982,Brazil,128065104.0,978935414784.0,12.244,21.552,2.129,2.382,1538.009,133.194,57345.434,1709.509
1983,Brazil,130977376.0,950507864064.0,9.803,23.926,3.052,3.378,1552.741,125.74,59064.074,1718.641
1984,Brazil,133888776.0,1001891233792.0,8.737,28.997,3.602,4.17,1554.539,122.062,60786.18,1722.106
1985,Brazil,136783184.0,1080097308672.0,9.281,34.871,3.448,4.994,1097.684,127.517,62063.977,1277.794
1986,Brazil,139643360.0,1160963031040.0,11.122,35.123,2.631,5.987,1377.49,142.376,63638.703,1574.729
1987,Brazil,142466272.0,1201712922624.0,11.299,40.234,2.253,6.639,1474.97,145.541,65319.641,1680.938
1988,Brazil,145253984.0,1200534716416.0,11.125,39.776,2.301,6.841,1437.099,147.652,66964.438,1644.795
1989,Brazil,148003424.0,1238775496704.0,11.141,39.93,2.114,7.306,1394.407,151.58,68570.914,1606.478
1990,Brazil,150706448.0,1185475198976.0,11.062,37.095,7.554,7.484,1524.026,151.775,70313.602,1742.684
1991,Brazil,153336448.0,1213090103296.0,11.776,42.466,7.361,7.336,1601.845,156.7,72144.836,1831.239
1992,Brazil,155900784.0,1221828542464.0,9.77,41.203,7.445,7.983,1691.531,163.252,74069.969,1925.131
1993,Brazil,158440864.0,1298220843008.0,10.164,42.343,7.576,8.73,1557.085,171.252,75871.359,1801.391
1994,Brazil,160980480.0,1391783968768.0,10.086,43.667,8.004,8.985,1939.871,179.162,78065.227,2193.873
1995,Brazil,163515328.0,1468835168256.0,11.528,45.582,7.514,9.603,1903.775,190.347,80237.68,2172.453
1996,Brazil,166037120.0,1520364945408.0,13.884,46.468,7.821,10.608,1753.184,206.281,82280.18,2042.495
1997,Brazil,168546704.0,1591956078592.0,15.267,47.044,8.604,11.863,1899.598,219.833,84486.727,2206.547
1998,Brazil,171039808.0,1617675812864.0,16.175,45.591,9.463,12.411,2146.004,229.578,86950.094,2463.363
1999,Brazil,173486272.0,1645888012288.0,16.439,46.805,10.123,14.069,2163.249,235.468,89440.602,2490.505
2000,Brazil,175873712.0,1739727962112.0,16.047,50.46,10.737,18.442,1959.198,239.488,91739.977,2299.381
2001,Brazil,178211888.0,1785513115648.0,15.227,49.427,11.721,23.186,1881.523,241.795,93967.664,2227.689
2002,Brazil,180476688.0,1861742362624.0,14.39,48.689,11.218,29.293,1980.583,239.219,96296.016,2328.348
2003,Brazil,182629280.0,1904932683776.0,13.096,51.933,11.199,30.919,2973.366,232.434,99614.023,3318.011
2004,Brazil,184722048.0,2038447996928.0,13.273,53.833,10.84,38.215,2251.86,239.768,102227.32,2613.293
2005,Brazil,186797344.0,2129214439424.0,14.349,50.948,13.877,39.619,1958.688,240.221,104550.375,2323.059
2006,Brazil,188820688.0,2240805339136.0,15.44,50.838,12.882,42.053,1669.094,242.249,106588.344,2037.965
2007,Brazil,190779456.0,2405626806272.0,17.2,54.989,13.469,43.246,1509.868,256.003,108488.789,1900.441
2008,Brazil,192672320.0,2559842713600.0,18.884,55.315,14.207,51.303,1316.084,267.239,110217.5,1728.722
2009,Brazil,194517552.0,2589568270336.0,19.031,43.586,18.434,40.959,1156.645,262.705,111763.922,1546.42
2010,Brazil,196353504.0,2820492492800.0,21.288,56.688,15.214,55.049,1005.25,286.08,113209.445,1445.519
2011,Brazil,198185296.0,2968454955008.0,22.845,62.292,14.12,53.101,966.946,303.885,114638.969,1429.526
2012,Brazil,199977712.0,3025484382208.0,24.998,61.016,14.761,63.397,1087.945,327.734,116225.219,1586.254
2013,Brazil,201721776.0,3116394610688.0,26.652,65.604,16.634,74.704,1211.709,342.338,117969.352,1744.127
2014,Brazil,203459648.0,3132099919872.0,26.908,69.034,17.642,81.286,1253.208,356.753,119780.461,1811.109
2015,Brazil,205188208.0,3021043138560.0,25.082,69.452,17.604,80.465,1326.001,330.359,121635.812,1855.354
2016,Brazil,206859584.0,2922076176384.0,22.415,63.831,17.505,69.666,1252.9,312.939,123381.461,1745.648
2017,Brazil,208504960.0,2960731668480.0,20.217,66.689,17.505,70.186,1089.23,316.132,124967.812,1586.351
2018,Brazil,210166592.0,3013541101568.0,20.494,65.737,17.505,67.066,900.643,300.805,126346.453,1378.641
2019,Brazil,211782880.0,3050327244800.0,21.048,61.926,17.505,67.066,1238.985,299.527,128058.898,1712.449
2020,Brazil,213196304.0,2950377504768.0,23.366,56.21,17.505,58.748,1027.829,282.284,129531.242,1472.334
2021,Brazil,214326224.0,3097565331456.0,24.488,67.642,17.505,75.904,1158.559,305.275,131187.0,1655.765
2022,Brazil,215313504.0,3187413090304.0,23.619,56.21,17.505,59.788,1112.991,319.964,132783.469,1596.469
1950,Canada,13743068.0,162840739840.0,1.312,96.82,0.0,3.554,359.451,52.448,27368.217,513.585
1951,Canada,14085723.0,172068421632.0,1.334,96.881,0.0,4.082,366.401,60.381,27897.297,529.079
1952,Canada,14485746.0,184612798464.0,1.454,89.849,0.0,4.276,376.193,63.831,28432.898,535.601
1953,Canada,14901533.0,193223622656.0,1.744,82.936,1.271,4.811,382.236,69.845,28975.742,542.844
1954,Canada,15323199.0,191887998976.0,1.759,80.084,0.0,5.947,389.469,75.178,29528.178,552.437
1955,Canada,15733926.0,209810259968.0,1.973,72.214,2.092,7.438,400.193,85.756,30097.846,569.666
1956,Canada,16167046.0,226794209280.0,2.253,78.483,3.32,8.541,404.224,97.206,30691.871,594.026
1957,Canada,16650052.0,233362309120.0,2.711,64.922,4.192,10.864,413.277,100.122,31287.959,596.088
1958,Canada,17113392.0,237535641600.0,2.758,57.265,4.137,13.429,423.143,104.567,31893.258,605.299
1959,Canada,17524910.0,247152361472.0,2.817,53.546,3.155,17.305,426.984,107.659,32504.723,611.466
1960,Canada,17909358.0,254857920512.0,2.595,49.636,3.206,21.537,368.659,115.742,33066.098,561.375
1961,Canada,18273690.0,262380453888.0,2.784,45.595,3.994,22.966,356.243,118.662,33616.344,550.244
1962,Canada,18622354.0,280743772160.0,3.086,47.031,4.609,25.978,343.546,126.287,34166.879,550.537
1963,Canada,18971014.0,294939656192.0,3.144,46.599,4.532,22.365,345.655,134.271,34723.445,556.566
1964,Canada,19326326.0,314154745856.0,3.547,51.919,4.232,34.159,339.903,143.72,35300.926,577.48
1965,Canada,19688808.0,335067021312.0,3.747,54.176,4.21,38.036,320.274,151.748,35873.117,572.191
1966,Canada,20055242.0,356785356800.0,4.001,52.582,4.243,42.422,292.672,155.826,36424.863,551.747
1967,Canada,20408046.0,367635464192.0,3.583,57.316,4.184,45.064,282.512,171.49,36989.016,564.149
1968,Canada,20731928.0,386855305216.0,3.66,60.578,4.294,55.525,269.762,179.205,37562.035,573.023
1969,Canada,21033938.0,407256006656.0,3.7,59.119,4.474,58.298,258.901,181.529,38128.055,566.02
1970,Canada,21434580.0,417751990272.0,3.562,58.815,4.804,62.625,253.861,211.372,38723.094,595.038
1971,Canada,21888686.0,441056624640.0,4.068,55.876,4.547,67.469,256.682,220.327,39332.062,608.969
1972,Canada,22222228.0,464342122496.0,4.477,62.155,4.356,76.485,248.975,233.318,39961.828,629.767
1973,Canada,22502026.0,497617436672.0,4.995,52.014,4.221,81.868,244.946,238.175,40588.051,626.219
1974,Canada,22812430.0,517951848448.0,5.135,48.507,3.536,83.516,240.381,248.922,41218.047,629.998
1975,Canada,23136250.0,529610735616.0,4.933,61.285,2.667,85.914,235.269,241.987,41850.102,632.056
1976,Canada,23442118.0,558634696704.0,4.767,59.1,2.433,98.928,246.992,233.734,42496.059,645.955
1977,Canada,23715310.0,577419673600.0,4.776,65.032,2.327,101.954,256.891,233.701,43160.738,664.682
1978,Canada,23962686.0,600763269120.0,5.113,69.509,2.532,104.551,261.215,233.823,43837.48,676.744
1979,Canada,24219116.0,625737072640.0,5.833,76.028,2.95,112.573,257.286,244.294,44536.441,698.962
1980,Canada,24511512.0,634113622016.0,5.208,81.172,3.133,112.041,261.279,241.294,45240.57,704.126
1981,Canada,24815780.0,653774422016.0,5.034,83.689,2.972,110.026,257.627,227.908,45927.824,687.257
1982,Canada,25101514.0,633852985344.0,4.182,88.445,2.862,110.326,246.116,208.641,46588.398,660.571
1983,Canada,25360732.0,652317687808.0,3.906,93.524,3.067,114.031,239.851,193.811,47236.586,648.19
1984,Canada,25602080.0,689733500928.0,4.276,102.914,4.305,121.231,256.026,192.507,47917.848,681.259
1985,Canada,25843920.0,727013326848.0,5.063,99.763,5.009,125.225,256.476,186.659,48596.043,678.194
1986,Canada,26116076.0,746074603520.0,5.27,92.487,4.741,115.782,252.484,186.428,49253.234,657.192
1987,Canada,26436886.0,776472494080.0,6.259,99.031,4.708,119.12,249.924,201.864,49934.141,680.906
1988,Canada,26815068.0,814240038912.0,5.986,106.406,5.192,127.203,251.026,210.882,50640.836,706.695
1989,Canada,27244408.0,833918730240.0,6.263,106.897,4.661,138.422,245.915,206.642,51349.637,708.801
1990,Canada,27657206.0,835996811264.0,5.823,99.384,11.96,125.716,240.016,212.49,52048.156,698.519
1991,Canada,28015762.0,820274266112.0,4.771,104.32,12.155,125.377,226.442,200.261,52724.758,676.602
1992,Canada,28347644.0,829742120960.0,4.804,107.115,13.195,132.662,228.556,203.258,53417.324,692.569
1993,Canada,28668168.0,853776007168.0,4.893,99.073,13.345,137.763,227.373,206.534,54109.254,691.927
1994,Canada,28981190.0,894851940352.0,5.769,102.727,14.634,140.978,229.304,211.67,54817.59,708.337
1995,Canada,29289430.0,921360072704.0,6.529,104.557,14.902,148.261,230.994,214.348,55540.406,722.819
1996,Canada,29593856.0,938872537088.0,6.185,106.522,16.116,155.034,230.454,221.106,56279.059,738.65
1997,Canada,29882752.0,981728100352.0,6.657,113.401,16.272,153.691,237.041,229.091,57038.676,759.618
1998,Canada,30144816.0,1022474584064.0,6.828,119.626,17.992,150.444,232.258,232.014,57801.211,762.534
1999,Canada,30399776.0,1078414934016.0,7.118,119.945,16.268,162.93,229.116,234.946,58574.812,773.598
2000,Canada,30683316.0,1137681367040.0,7.232,129.62,16.248,173.423,229.469,237.197,59371.375,796.565
2001,Canada,31002768.0,1161459924992.0,6.983,127.083,15.673,165.5,268.741,241.047,60199.266,827.888
2002,Canada,31322400.0,1199865593856.0,7.148,124.437,16.026,171.755,229.546,242.067,60993.184,793.92
2003,Canada,31619456.0,1224575811584.0,7.248,123.534,15.499,174.245,213.766,257.959,61788.375,795.193
2004,Canada,31911670.0,1265917231104.0,7.52,115.875,16.0,170.262,218.488,266.942,62586.551,798.177
2005,Canada,32215914.0,1310077878272.0,7.614,116.966,15.67,170.636,232.338,260.884,63393.656,807.101
2006,Canada,32531864.0,1348293361664.0,7.728,114.307,16.021,168.469,185.39,259.107,64147.629,753.974
2007,Canada,32862458.0,1379925884928.0,7.731,119.147,16.083,182.186,167.196,265.759,64908.582,760.951
2008,Canada,33218542.0,1397938716672.0,6.988,112.985,15.317,181.85,138.471,256.95,65623.859,715.28
2009,Canada,33593920.0,1360538107904.0,5.364,93.593,14.378,175.259,111.133,253.289,66279.133,655.273
2010,Canada,33963416.0,1406355374080.0,6.005,96.047,14.705,179.267,95.847,257.787,66931.047,651.909
2011,Canada,34323536.0,1454221426688.0,6.02,86.995,14.902,195.479,116.555,259.432,67612.852,681.809
2012,Canada,34691876.0,1479829618688.0,6.532,81.697,15.796,198.322,115.782,260.896,68294.414,681.564
2013,Canada,35063696.0,1514296442880.0,5.973,79.213,16.676,204.679,122.246,260.535,68986.203,691.786
2014,Canada,35404616.0,1557757558784.0,5.912,76.836,16.902,211.232,132.574,252.967,69685.133,698.927
2015,Canada,35732120.0,1568025739264.0,6.185,78.423,16.097,213.777,147.537,253.879,70403.352,718.218
2016,Canada,36113532.0,1583728033792.0,6.114,73.693,14.093,209.554,116.861,251.961,71077.898,674.55
2017,Canada,36554344.0,1631871434752.0,6.863,72.858,14.813,214.307,155.228,255.604,71799.773,721.88
2018,Canada,37035260.0,1677189185536.0,6.99,60.974,15.484,230.017,136.751,261.441,72513.594,713.817
2019,Canada,37522584.0,1708858146816.0,7.195,58.626,15.905,231.565,129.93,263.154,73222.109,708.518
2020,Canada,37888704.0,1622144450560.0,6.713,48.517,16.426,221.474,122.832,227.67,73867.789,645.677
2021,Canada,38155012.0,1703443300352.0,7.38,45.894,17.164,228.711,118.449,235.891,74523.414,655.622
2022,Canada,38454328.0,1761295597568.0,7.38,35.797,17.164,240.394,117.883,245.074,75189.242,665.826
1950,China,543979200.0,436905181184.0,0.587,77.615,0.0,0.015,400.788,0.619,12622.329,479.623
1951,China,553614016.0,529605984256.0,1.036,100.133,0.0,0.007,433.639,0.938,13158.084,535.755
1952,China,564954496.0,595648774144.0,1.203,125.444,0.0,0.015,450.668,1.337,13736.751,578.667
1953,China,577378688.0,672668254208.0,1.615,130.237,0.0,0.022,472.396,1.909,14342.93,606.179
1954,China,589936000.0,624480223232.0,1.915,155.592,0.0,0.029,494.934,3.341,14998.741,655.811
1955,China,603320128.0,681084911616.0,1.873,183.196,0.0,0.033,524.708,5.419,15713.97,715.229
1956,China,616283008.0,738921938944.0,2.66,205.023,0.0,0.048,559.707,8.094,16489.502,775.531
1957,China,630003008.0,761702580224.0,2.855,243.81,0.0,0.132,589.03,8.988,17334.314,844.815
1958,China,643791552.0,766244683776.0,3.871,508.175,0.0,0.213,649.061,12.359,18507.992,1173.678
1959,China,652179200.0,743927578624.0,5.107,695.438,0.0,0.557,839.375,19.049,20067.52,1559.527
1960,China,654170688.0,705092976640.0,6.514,748.376,0.0,1.993,529.618,22.992,21395.939,1328.418
1961,China,655260352.0,577128431616.0,2.585,522.475,0.0,2.818,510.835,22.336,22477.404,1081.465
1962,China,664614656.0,616502984704.0,2.497,411.925,0.0,2.323,476.988,21.764,23414.01,936.606
